original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
7075,20.0,multiple,2024,cost_metric,"in one case,
integrating software optimizations and adopting the latest generation nvidia gpus redu...",Duplicate record (keeping first occurrence),0.9,REMOVE,946.0
7076,25.0,multiple,2024,cost_metric,"in one case,
integrating software optimizations and adopting the latest generation nvidia gpus redu...",Duplicate record (keeping first occurrence),0.9,REMOVE,947.0
7077,20.0,multiple,2024,revenue_metric,"in one case,
integrating software optimizations and adopting the latest generation nvidia gpus redu...",Duplicate record (keeping first occurrence),0.9,REMOVE,946.0
7078,25.0,multiple,2024,revenue_metric,"in one case,
integrating software optimizations and adopting the latest generation nvidia gpus redu...",Duplicate record (keeping first occurrence),0.9,REMOVE,947.0
7079,6.0,billions_usd,2024,tokens_metric,"u share
f
h
d
reading time: 6 mins
under the hood of every ai application are algorithms that c...",Duplicate record (keeping first occurrence),0.9,REMOVE,950.0
7080,25.0,number,2024,comparison_metrics,nan,Duplicate record (keeping first occurrence),0.9,REMOVE,951.0
7081,100.0,number,2024,comparison_metrics,nan,Duplicate record (keeping first occurrence),0.9,REMOVE,952.0
12055,40.0,percentage,2024,general_rate,"partner to advance germany’s sovereign ai turn rtx on with 40% off performance day passes 6/20/25, 1...",Duplicate record (keeping first occurrence),0.9,REMOVE,944.0
12056,2025.0,number,2025,unknown_metric,"e, enabling prediction, generation and reasoning. march 17, 2025 by dave salvator 6/20/25, 1:55 pm e...",Duplicate record (keeping first occurrence),0.9,REMOVE,945.0
12057,20.0,multiple,2024,cost_metric,"in one case,
integrating software optimizations and adopting the latest generation nvidia gpus redu...",Duplicate record (keeping first occurrence),0.9,REMOVE,946.0
12058,25.0,multiple,2024,cost_metric,"in one case,
integrating software optimizations and adopting the latest generation nvidia gpus redu...",Duplicate record (keeping first occurrence),0.9,REMOVE,947.0
12059,20.0,multiple,2024,revenue_metric,"in one case,
integrating software optimizations and adopting the latest generation nvidia gpus redu...",Duplicate record (keeping first occurrence),0.9,REMOVE,946.0
12060,25.0,multiple,2024,revenue_metric,"in one case,
integrating software optimizations and adopting the latest generation nvidia gpus redu...",Duplicate record (keeping first occurrence),0.9,REMOVE,947.0
12061,6.0,billions_usd,2024,tokens_metric,"u share
f
h
d
reading time: 6 mins
under the hood of every ai application are algorithms that c...",Duplicate record (keeping first occurrence),0.9,REMOVE,950.0
12062,25.0,number,2024,comparison_metrics,nan,Duplicate record (keeping first occurrence),0.9,REMOVE,951.0
12063,100.0,number,2024,comparison_metrics,nan,Duplicate record (keeping first occurrence),0.9,REMOVE,952.0
12064,40.0,percentage,2025,percentages,"partner to advance germany’s sovereign ai turn rtx on with 40% off performance day passes 6/20/25, 1...",Duplicate record (keeping first occurrence),0.9,REMOVE,5935.0
