value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
2024.0,number,ai_implementation_count,professional_services,", 2018b, Acemoglu, 2021, Trammell and Korinek, 2023, Hering, 2023, Comunale and Manera, 2024, Maslej et al., 2024 . Despite the importance of anticipating and preparing for these changes, we lack systematic empirical evidence about how AI sys",0,8,0.8360000000000001,2024,pattern_matching,[],Acemoglu,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192275
2019.0,number,ai_implementation_count,professional_services,"Existing methodologies whether developing predictive models  Webb, 2019, Eloundou et al., 2023, Kinder et al., 2024 , conducting controlled studies of productivity effects  Peng et al.",0,8,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Existing,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192276
2024.0,number,net_employment_change,government_public,", 2024 . By mapping these conversations to occupational categories in the U.S. Department of Labor s O NET Database, we can identify not just current usage",0,9,0.7670588235294117,2024,pattern_matching,[],Department,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192277
1.0,number,ai_implementation_count,government_public,We map conversations,1,0,0.49091764705882357,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192278
1.0,number,ai_implementation_count,real_estate_construction,"Provide the first large-scale empirical measurement of which tasks are seeing AI use across the economy (Figure 1, Figure 2, and Figure 3) Our analysis reveals highest use for tasks in software engineering roles (e.",1,3,0.64636,2024,pattern_matching,['Missing required context keywords'],Provide,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192279
2.0,number,ai_implementation_count,real_estate_construction,"Provide the first large-scale empirical measurement of which tasks are seeing AI use across the economy (Figure 1, Figure 2, and Figure 3) Our analysis reveals highest use for tasks in software engineering roles (e.",1,3,0.64636,2024,pattern_matching,['Missing required context keywords'],Provide,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192280
3.0,number,ai_implementation_count,real_estate_construction,"Provide the first large-scale empirical measurement of which tasks are seeing AI use across the economy (Figure 1, Figure 2, and Figure 3) Our analysis reveals highest use for tasks in software engineering roles (e.",1,3,0.64636,2024,pattern_matching,['Missing required context keywords'],Provide,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192281
2.0,number,ai_implementation_count,unknown,"Quantify the depth of AI use within occupations (Figure 4) Only  4% of occupations exhibit AI usage for at least 75% of their tasks, suggesting the",1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Quantify,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192282
4.0,percentage,ai_adoption_rate,unknown,"Quantify the depth of AI use within occupations (Figure 4) Only  4% of occupations exhibit AI usage for at least 75% of their tasks, suggesting the potential for deep task-level use in some roles.",1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Quantify,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192283
75.0,percentage,ai_adoption_rate,unknown,"Quantify the depth of AI use within occupations (Figure 4) Only  4% of occupations exhibit AI usage for at least 75% of their tasks, suggesting the potential for deep task-level use in some roles.",1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Quantify,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192284
75.0,number,job_creation,unknown,"Quantify the depth of AI use within occupations (Figure 4) Only  4% of occupations exhibit AI usage for at least 75% of their tasks, suggesting the potential for deep task-level use in some roles.",1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Quantify,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192285
36.0,percentage,ai_adoption_rate,unknown,"More broadly,  36% of occupations show usage in at least 25% of their tasks, indicating that AI has already begun to diffuse into task portfolios across a substantial p",1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],More,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192286
36.0,number,ai_implementation_count,unknown,"More broadly,  36% of occupations show usage in at least 25% of their tasks, indicating that AI has already begun to diffuse into task portfolios across a substantial",1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],More,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192287
25.0,percentage,net_employment_change,unknown,"More broadly,  36% of occupations show usage in at least 25% of their tasks, indicating that AI has already begun to diffuse into task portfolios across a substantial portion of the workforce.",1,4,0.7,2024,pattern_matching,[],More,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192288
25.0,number,net_employment_change,unknown,"More broadly,  36% of occupations show usage in at least 25% of their tasks, indicating that AI has already begun to diffuse into task portfolios across a substantial portion of the workforce.",1,4,0.7,2024,pattern_matching,[],More,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192289
5.0,number,ai_patents_filed,unknown,"Cognitive skills like Reading Comprehension, Writing, and Critical Thinking show high presence, while physical skills (e.g., Installation, Equipmen",1,5,0.7,2024,pattern_matching,[],Cognitive,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192289
6.0,number,ai_implementation_count,education,We find that AI use peaks in the upper quartile of wages but drops off at both extremes of the wage spectrum. Most high-usage occupatio,2,0,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],Most,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192290
2.0,number,ai_implementation_count,education,We find that AI use peaks in the upper quartile of wages but drops off at both extremes of the wage spectrum. Most high-usage occupations clustered,2,0,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],Most,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192291
7.0,number,job_displacement,unknown,", back-and-forth iteration on a task) while 43% demonstrate automation-focused usag",2,1,0.7,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192292
57.0,percentage,job_displacement,unknown,", back-and-forth iteration on a task) while 43% demonstrate automation-focused usage (e.g., performin",2,1,0.7,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192293
57.0,number,job_displacement,unknown,", back-and-forth iteration on a task) while 43% demonstrate automation-focused usage (e.g., performi",2,1,0.7,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192294
43.0,percentage,job_displacement,unknown,", back-and-forth iteration on a task) while 43% demonstrate automation-focused usage (e.g., performing the task directly). While this ratio varies across occupations, most occupations exhibited a m",2,1,0.7,2024,pattern_matching,[],While,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192295
43.0,number,job_displacement,unknown,", back-and-forth iteration on a task) while 43% demonstrate automation-focused usage (e.g., performing the task directly). While this ratio varies across occupations, most occupations exhibited a",2,1,0.7,2024,pattern_matching,[],While,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192296
4.1,number,net_employment_change,education,"However, we acknowledge multiple key limitations (discussed in Section 4.1)  for example, our usage data cannot reveal how Claude s outputs are actually used in practice, and our reliance on O NET s static occupational descr",2,2,0.8360000000000001,2024,pattern_matching,[],However,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192296
1.0,number,net_employment_change,education,"1)  for example, our usage data cannot reveal how Claude s outputs are actually used in practice, and our reliance on O NET s static occupational descr",2,2,0.76,2024,pattern_matching,[],Claude,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192298
2003.0,number,workforce_augmentation,professional_services,"2003 , Autor  2013  argue for modeling labor markets through the lens of discrete tasks which can be performed by either human workers or machines for exa",2,6,0.76,2024,pattern_matching,[],Autor,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192298
2013.0,number,workforce_augmentation,professional_services,"2003 , Autor  2013  argue for modeling labor markets through the lens of discrete tasks which can be performed by either human workers or machines for example, debuggin",2,6,0.76,2024,pattern_matching,[],Autor,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192300
2015.0,number,job_displacement,professional_services,"Building on this framework, Autor  2015  shows that while technologies automate some tasks, they often augment human capabilities in others due to complementarity between humans and machine",2,6,0.76,2024,pattern_matching,[],Building,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192300
2018.0,number,job_creation,professional_services,In addition Acemoglu and Restrepo  2018  use this framework to explore a model where automation technologies can create entirely new tasks in addition to displacing old tasks.,2,6,0.76,2024,pattern_matching,[],Acemoglu,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192301
2025.0,number,net_employment_change,government_public,"Department of Labor  National Center for O NET Development, 2025b . For example, Frey and Osborne  2017  fit a gaussian process classifier to a dataset of 70 labeled occupations to predict which occupations are sub",2,7,0.843764705882353,2024,pattern_matching,[],Department,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192302
2017.0,number,ai_implementation_count,government_public,"For example, Frey and Osborne  2017  fit a gaussian process classifier to a dataset of 70 labeled occupations to predict which occupations are subject to computerization.",2,7,0.6136470588235294,2024,pattern_matching,['Missing required context keywords'],Frey,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192303
70.0,number,ai_implementation_count,government_public,"For example, Frey and Osborne  2017  fit a gaussian process classifier to a dataset of 70 labeled occupations to predict which occupations are subject to computerization.",2,7,0.6136470588235294,2024,pattern_matching,['Missing required context keywords'],Frey,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192304
2018.0,number,net_employment_change,government_public,"2018a  hire human annotators to rate 2,069 detailed work areas in the O NET database, focusing specifically on their potential to be performed by machine",2,7,0.7670588235294117,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192305
2.0,number,net_employment_change,government_public,"2018a  hire human annotators to rate 2,069 detailed work areas in the O NET database, focusing specifically on their potential to be performed by machine learning.",2,7,0.7670588235294117,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192306
69.0,number,net_employment_change,government_public,"2018a  hire human annotators to rate 2,069 detailed work areas in the O NET database, focusing specifically on their potential to be performed by machine learning.",2,7,0.7670588235294117,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192307
2019.0,number,job_creation,government_public,"Webb  2019  analyzes the overlap between patent documents and job task descriptions to predict the  exposure  of tasks to AI, finding highest exposure in high-e",2,7,0.7670588235294117,2024,pattern_matching,[],Webb,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192307
3.0,number,ai_implementation_count,professional_services,,2,8,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192308
2023.0,number,ai_implementation_count,unknown,"2023  focus specifically on large language models, estimating exposure by using a dataset that links human abilities to different occupations.",3,0,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192309
36.0,percentage,ai_adoption_rate,professional_services,"While our empirical usage data shows lower current adoption ( 36% of occupations using AI for at least a quarter of their tasks), the patterns of usage across tasks largely align with their predictions, particularly",3,1,0.8360000000000001,2024,pattern_matching,[],While,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192310
36.0,number,ai_implementation_count,professional_services,"While our empirical usage data shows lower current adoption ( 36% of occupations using AI for at least a quarter of their tasks), the patterns of usage across tasks largely align with their predictions, particularl",3,1,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],While,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192311
39.0,percentage,time_savings,professional_services,"ating it could halve working times in about a third of their tasks  Humlum and Vestergaard, 2024 , while a subsequent study in August 2024 found that 39% of working-age US adults had used generative AI, with about a quarter using it weekly  Bick et al.",3,2,0.8228000000000001,2024,pattern_matching,[],Humlum,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192312
39.0,number,ai_implementation_count,professional_services,"ating it could halve working times in about a third of their tasks  Humlum and Vestergaard, 2024 , while a subsequent study in August 2024 found that 39% of working-age US adults had used generative AI, with about a quarter using it weekly  Bick et al.",3,2,0.65824,2024,pattern_matching,['Missing required context keywords'],Humlum,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192313
2025.0,number,ai_implementation_count,unknown,"All analyses draw from conversation data collected during December 2024 and January 2025. See Appendices B, E and F for more details and prompts, including validating the composition of our dataset and how we perform classification in cas",3,5,0.616,2024,pattern_matching,['Missing required context keywords'],December,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192314
4.0,number,net_employment_change,unknown,"ai Free and Pro conversations,4 we analyzed each interaction to map it to its most relevant task category in the O NET database. Because there are nearly 20,000 unique task statemen",3,7,0.7,2024,pattern_matching,[],Free,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192314
20.0,number,job_creation,unknown,"Because there are nearly 20,000 unique task statements in O NET, we create a hierarchical tree of tasks using Clio, and perform the assignment by traversing the tree.",3,7,0.7,2024,pattern_matching,[],Because,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192315
0.0,number,job_creation,unknown,"Because there are nearly 20,000 unique task statements in O NET, we create a hierarchical tree of tasks using Clio, and perform the assignment by traversing the tree.",3,7,0.7,2024,pattern_matching,[],Because,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192316
4.0,number,ai_implementation_count,unknown,Our privacy policy enables us to analyze aggregated and anonymized user conversations to understa,3,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192317
1.0,number,job_creation,unknown,"1), the hierarchy creation process (Appendix B.1), the fact that we obtain similar results for conversation-level and account-level data (Appendix B.2)",4,1,0.7,2024,pattern_matching,[],Appendix,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192318
1.0,number,ai_implementation_count,unknown,"1), the fact that we obtain similar results for conversation-level and account-level data (Appendix B.2), and validation of our dataset composition (Ap",4,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Appendix,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192319
7.0,number,ai_implementation_count,unknown,"7). Additionally, we discuss human validation of our task hierarchy classifications in Appendix C and results on cluster-level data in Appendix G.",4,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Additionally,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192320
3.0,number,ai_implementation_count,unknown,"Figure 2 illustrates this distribution across occupational categories, showing the most common occupations and tasks within each group, while Figure 3 compares these usage patterns to the actual distribution of these occupations in the U.",4,2,0.616,2024,pattern_matching,['Missing required context keywords'],Figure,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192320
3.0,number,ai_implementation_count,government_public,Results show most usage in tasks associated with software de,5,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Results,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192321
2024.0,number,ai_implementation_count,government_public,"Bureau of Labor Statistics, 2024 .",5,0,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],Bureau,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192322
37.2,percentage,ai_adoption_rate,entertainment_media,"2% of all queries.   Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of mar",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192323
37.2,number,ai_implementation_count,entertainment_media,"2% of all queries.   Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of ma",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192324
2.0,number,ai_implementation_count,entertainment_media,"2% of all queries.   Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of ma",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192325
10.3,percentage,ai_adoption_rate,entertainment_media,"Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of marketing, writing, and other kinds of content generation in Claude.",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192326
10.3,number,ai_implementation_count,entertainment_media,"Arts, Design, Entertainment, Sports, and Media occupations were second most common (10.3%), likely reflecting the prevalence of marketing, writing, and other kinds of content generation in Claude.",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Arts,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192327
3.0,number,ai_implementation_count,entertainment_media,"3%), likely reflecting the prevalence of marketing, writing, and other kinds of content generation in Claude.ai traffic.   Education occupations were a",5,2,0.6032000000000001,2024,pattern_matching,['Missing required context keywords'],Claude,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192327
25.0,percentage,ai_adoption_rate,professional_services,"Key points on the curve highlight that while many occupations see some AI usage ( 36% have at least 25% of tasks), few occupations exhibit widespread usage of AI across their tasks (only  4% have 75% or more tasks), suggesting AI integration remains sel",6,0,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192328
25.0,number,ai_implementation_count,professional_services,"Key points on the curve highlight that while many occupations see some AI usage ( 36% have at least 25% of tasks), few occupations exhibit widespread usage of AI across their tasks (only  4% have 75% or more tasks), suggesting AI integration remains se",6,0,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192329
4.0,percentage,ai_adoption_rate,professional_services,"while many occupations see some AI usage ( 36% have at least 25% of tasks), few occupations exhibit widespread usage of AI across their tasks (only  4% have 75% or more tasks), suggesting AI integration remains selective rather than comprehensive within most occupations.",6,0,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192330
4.0,number,ai_implementation_count,professional_services,"while many occupations see some AI usage ( 36% have at least 25% of tasks), few occupations exhibit widespread usage of AI across their tasks (only  4% have 75% or more tasks), suggesting AI integration remains selective rather than comprehensive within most occupations.",6,0,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192331
75.0,percentage,ai_adoption_rate,professional_services,"any occupations see some AI usage ( 36% have at least 25% of tasks), few occupations exhibit widespread usage of AI across their tasks (only  4% have 75% or more tasks), suggesting AI integration remains selective rather than comprehensive within most occupations.",6,0,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192332
75.0,number,ai_implementation_count,professional_services,"any occupations see some AI usage ( 36% have at least 25% of tasks), few occupations exhibit widespread usage of AI across their tasks (only  4% have 75% or more tasks), suggesting AI integration remains selective rather than comprehensive within most occupations.",6,0,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192332
4.0,percentage,ai_adoption_rate,education,"Only  4% of occupations show usage for at least 75% of their associated tasks for example, in Foreign Language and Literature Teachers (75% of tasks), we obse",6,1,0.5891692307692308,2024,pattern_matching,['Missing required context keywords'],Only,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192333
75.0,percentage,ai_adoption_rate,education,"Only  4% of occupations show usage for at least 75% of their associated tasks for example, in Foreign Language and Literature Teachers (75% of tasks), we observe AI usage for tasks related to collabora",6,1,0.6480861538461539,2024,pattern_matching,['Missing required context keywords'],Only,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192334
75.0,percentage,productivity_improvement,education,"Only  4% of occupations show usage for at least 75% of their associated tasks for example, in Foreign Language and Literature Teachers (75% of tasks), we observe AI usage for tasks related to collaborating with colleagues on teaching issues and planning course content, though not for acti",6,1,0.6480861538461539,2024,pattern_matching,['Missing required context keywords'],Only,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192335
75.0,number,ai_implementation_count,education,"Only  4% of occupations show usage for at least 75% of their associated tasks for example, in Foreign Language and Literature Teachers (75% of tasks), we observe AI usage for tasks related to collaborating with colleagues on teaching issues and planning course content, though not for act",6,1,0.6480861538461539,2024,pattern_matching,['Missing required context keywords'],Only,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192336
11.0,percentage,ai_adoption_rate,education,"Just  11% of occupations show usage for half or more of their tasks, as illustrated by Marketing Managers (50% of tasks) where we see AI usage in tasks involvi",6,1,0.5891692307692308,2024,pattern_matching,['Missing required context keywords'],Just,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192337
11.0,number,ai_implementation_count,education,"Just  11% of occupations show usage for half or more of their tasks, as illustrated by Marketing Managers (50% of tasks) where we see AI usage in tasks involv",6,1,0.5891692307692308,2024,pattern_matching,['Missing required context keywords'],Just,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192338
50.0,percentage,rd_investment,education,"Just  11% of occupations show usage for half or more of their tasks, as illustrated by Marketing Managers (50% of tasks) where we see AI usage in tasks involving market research analysis and strategy development, but not in activities like product specificatio",6,1,0.8101076923076923,2024,pattern_matching,[],Just,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192339
50.0,number,ai_implementation_count,education,"Just  11% of occupations show usage for half or more of their tasks, as illustrated by Marketing Managers (50% of tasks) where we see AI usage in tasks involving market research analysis and strategy development, but not in activities like product specificati",6,1,0.6480861538461539,2024,pattern_matching,['Missing required context keywords'],Just,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192340
25.0,percentage,ai_adoption_rate,education,"oadens at lower thresholds, where  36% of occupations see at least a quarter of their tasks with some usage of AI exemplified by Physical Therapists (25% of tasks), where we observe AI interactions in tasks related to research and patient education, but not in hands-on treatment or home care instructio",6,1,0.6480861538461539,2024,pattern_matching,['Missing required context keywords'],Physical Therapists,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192340
25.0,number,ai_implementation_count,education,"oadens at lower thresholds, where  36% of occupations see at least a quarter of their tasks with some usage of AI exemplified by Physical Therapists (25% of tasks), where we observe AI interactions in tasks related to research and patient education, but not in hands-on treatment or home care instructi",6,1,0.6480861538461539,2024,pattern_matching,['Missing required context keywords'],Physical Therapists,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192341
35.0,number,ai_implementation_count,unknown,These include skills such as,6,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192342
15.0,number,ai_patents_filed,unknown,"In this work, we only examine tasks that have accumulated at least 15 separate conversations spread across a minimum of five different user accounts ensuring that a task must appear multiple times across different users",6,4,0.77,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192343
6.0,number,ai_implementation_count,unknown,We find that usage peaks in the upper quartile of wages with computational occupa,7,5,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192344
4.0,number,job_creation,education,"As Job Zone increases from one to four, so does the representation of that zone in our data, peaking at Zone 4: Considerable Preparation Needed, which comprises",7,6,0.7364615384615384,2024,pattern_matching,[],As Job Zone,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192345
6.0,number,ai_implementation_count,retail_ecommerce,"The analysis reveals notable outliers among mid-to-high wage professions, particularly Computer Prog",8,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Computer Prog,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192346
2022.0,number,ai_implementation_count,retail_ecommerce,"median wages  US Census Bureau, 2022 .",8,0,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],Census Bureau,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192347
5.0,number,job_creation,unknown,"However, representation falls for Job Zone 5: Extensive Preparation Needed, where most occupations require advanced degrees. These results align with our wage analysis which showed high usage in",8,1,0.7,2024,pattern_matching,[],However,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192348
4.0,number,workforce_augmentation,unknown,augmenting users,8,2,0.5599999999999999,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192348
6.0,number,job_displacement,professional_services,"To understand which pattern is more prevalent, we used Clio to classify conversations into one of five different collaboration patterns6 grouped into automative vs.",8,3,0.76,2024,pattern_matching,[],Clio,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192349
1.0,number,workforce_augmentation,professional_services,"augmentative behaviors, listed in Table 1.",8,3,0.6080000000000001,2024,pattern_matching,[],Table,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192350
57.0,percentage,job_displacement,professional_services,"ai interactions, with slightly more conversations being labeled as augmentative (57%) than automative (43%). That said, we note an important caveat that users might edit and adjust the response they receive from Claude outside the cha",8,4,0.8360000000000001,2024,pattern_matching,[],Claude,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192351
