value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
1948.0,number,ai_implementation_count,unknown,1948-1973 1948-1973 1973-1995 1973-1995 1995-2005 1995-2005 2005-2022 2005-2022,2,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974847
1973.0,number,ai_implementation_count,unknown,1948-1973 1948-1973 1973-1995 1973-1995 1995-2005 1995-2005 2005-2022 2005-2022,2,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974848
1995.0,number,ai_implementation_count,unknown,1948-1973 1948-1973 1973-1995 1973-1995 1995-2005 1995-2005 2005-2022 2005-2022,2,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974849
2005.0,number,ai_implementation_count,unknown,1948-1973 1948-1973 1973-1995 1973-1995 1995-2005 1995-2005 2005-2022 2005-2022,2,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974850
2022.0,number,ai_implementation_count,unknown,1948-1973 1948-1973 1973-1995 1973-1995 1995-2005 1995-2005 2005-2022 2005-2022,2,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974851
1.0,number,net_employment_change,unknown,It decomposes the overall growth in labor productivity,2,8,0.7,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974852
1998.0,number,ai_implementation_count,unknown,was balanced from 1998 to 2001,2,28,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974853
2001.0,number,ai_implementation_count,unknown,was balanced from 1998 to 2001,2,28,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974853
80.0,percentage,ai_adoption_rate,unknown,,3,13,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974854
80.0,number,ai_implementation_count,unknown,,3,13,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974855
10.0,number,ai_implementation_count,unknown,"estimates, based on 25 use cases for language models, that economists can be 10-",3,19,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974856
14.0,percentage,productivity_improvement,professional_services,that call center operators became 14% more productive when they used the,3,23,0.76,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974857
14.0,number,ai_implementation_count,professional_services,that call center operators became 14% more productive when they used the,3,23,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974858
30.0,percentage,ai_adoption_rate,unknown,What s,3,24,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],What,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974859
30.0,number,ai_implementation_count,unknown,What s,3,24,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],What,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974860
2023.0,number,ai_implementation_count,unknown,", 2023)",3,31,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974861
4.0,number,ai_implementation_count,unknown,edu articles machines-of-mind-the-case-for-an-ai-pow ered-productivity-boom  4 13,3,37,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974862
7.0,percentage,ai_adoption_rate,unknown,Based on our analysis,4,11,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974862
30.0,percentage,productivity_improvement,unknown,generative AI makes cognitive workers on average 30% more productive over a,4,23,0.7,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974863
30.0,number,workforce_augmentation,unknown,generative AI makes cognitive workers on average 30% more productive over a,4,23,0.7,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974864
60.0,percentage,ai_adoption_rate,unknown,decade or two and cognitive work makes up about 60% of all value added in the,4,24,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974865
60.0,number,ai_implementation_count,unknown,decade or two and cognitive work makes up about 60% of all value added in the,4,24,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974866
5.0,number,ai_implementation_count,unknown,edu articles machines-of-mind-the-case-for-an-ai-pow ered-productivity-boom  5 13,4,34,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974867
2.0,percentage,productivity_improvement,unknown,productivity growth was 2% and the cognitive labor that underpins productivity,5,5,0.7,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974868
20.0,percentage,productivity_improvement,unknown,"growth is 20% more productive, this would raise the growth rate of productivity by",5,6,0.7,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974869
20.0,percentage,ai_adoption_rate,unknown,"In a given year, such a change is barely noticeable and is usually",5,7,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974870
2.4,percentage,ai_adoption_rate,unknown,"In a given year, such a change is barely noticeable and is usually",5,7,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974870
5.0,percentage,productivity_improvement,unknown,"productivity growth would leave the economy 5% larger, and the growth would",5,10,0.7,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974871
14.0,number,ai_implementation_count,unknown,2 4 6 8 10 12 14 16 18 20 100,5,17,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974872
16.0,number,ai_implementation_count,unknown,2 4 6 8 10 12 14 16 18 20 100,5,17,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974873
100.0,number,ai_implementation_count,unknown,2 4 6 8 10 12 14 16 18 20 100,5,17,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974874
190.0,number,ai_implementation_count,unknown,190 Level Growth Level Growth,5,26,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Level Growth Level Growth,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974875
33.0,percentage,ai_budget_percentage,energy_utilities,The projection labeled  Level,5,32,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],Level,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974875
33.0,number,ai_implementation_count,energy_utilities,The projection labeled  Level,5,32,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],Level,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974876
1.5,percentage,productivity_improvement,unknown,5% productivity growth,5,36,0.5599999999999999,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974877
18.0,percentage,ai_adoption_rate,unknown,"18% over ten years, as suggested by the illustrative numbers we discussed for the first",6,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974878
18.0,number,ai_implementation_count,unknown,"18% over ten years, as suggested by the illustrative numbers we discussed for the first",6,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974879
2021.0,number,ai_implementation_count,unknown,", 2021)",6,31,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974880
7.0,number,ai_implementation_count,unknown,edu articles machines-of-mind-the-case-for-an-ai-pow ered-productivity-boom  7 13,6,33,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974880
100.0,millions_usd,ai_investment_amount,unknown,100 million users in just two months,7,29,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974881
8.0,number,ai_implementation_count,unknown,edu articles machines-of-mind-the-case-for-an-ai-pow ered-productivity-boom  8 13,7,32,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974882
49.0,percentage,ai_adoption_rate,unknown,paper cited earlier predicts that up to 49% of the,8,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974883
49.0,number,ai_implementation_count,unknown,paper cited earlier predicts that up to 49% of the,8,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974884
9.0,number,ai_implementation_count,unknown,edu articles machines-of-mind-the-case-for-an-ai-pow ered-productivity-boom  9 13,8,30,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974885
11.0,number,ai_implementation_count,unknown,edu articles machines-of-mind-the-case-for-an-ai-pow ered-productivity-boom  11 13,10,35,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974886
4.0,number,workforce_augmentation,unknown,The authors used GPT4 for writing assistance in producing this text but assume full,11,18,0.7,2024,pattern_matching,[],,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974886
2025.0,number,ai_implementation_count,unknown,Copyright 2025 The Brookings Institution,12,10,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Copyright,Machines of mind_ The case for an AI-powered productivity boom.pdf,2025-07-24T17:20:36.974887
