value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
3.4,number,ai_implementation_count,financial_services,5-3.4 percentage point increase in average annual GDP growth across the developed world in the next decade.,0,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670845
4.0,number,ai_implementation_count,financial_services,4 percentage point increase in average annual GDP growth across the developed world in the next decade.,0,9,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670846
0.07,percentage,ai_adoption_rate,unknown,9 percent to 1.8 percent in GDP.,1,0,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670847
0.9,percentage,ai_adoption_rate,unknown,9 percent to 1.8 percent in GDP.,1,0,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670848
9.0,number,ai_implementation_count,unknown,9 percent to 1.8 percent in GDP.,1,0,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670850
1.8,percentage,ai_adoption_rate,unknown,9 percent to 1.8 percent in GDP.,1,0,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670851
1987.0,number,ai_implementation_count,unknown,Labor Productivity in Solow s Research (Before 1987),1,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Labor Productivity,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670852
2.0,percentage,productivity_improvement,unknown,"in labor productivity   defined as the year-over-year growth rate of output per hour of work   tends to be volatile, with yearly rates ranging from -2 percent to 7 percent over the period 1948 to 1987 (the period covered by Solow).",1,3,0.77,2024,pattern_matching,[],Solow,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670853
2.0,number,ai_implementation_count,unknown,"in labor productivity   defined as the year-over-year growth rate of output per hour of work   tends to be volatile, with yearly rates ranging from -2 percent to 7 percent over the period 1948 to 1987 (the period covered by Solow).",1,3,0.616,2024,pattern_matching,['Missing required context keywords'],Solow,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670853
7.0,percentage,productivity_improvement,unknown,"ductivity   defined as the year-over-year growth rate of output per hour of work   tends to be volatile, with yearly rates ranging from -2 percent to 7 percent over the period 1948 to 1987 (the period covered by Solow).",1,3,0.77,2024,pattern_matching,[],Solow,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670854
7.0,number,ai_implementation_count,unknown,"ductivity   defined as the year-over-year growth rate of output per hour of work   tends to be volatile, with yearly rates ranging from -2 percent to 7 percent over the period 1948 to 1987 (the period covered by Solow).",1,3,0.616,2024,pattern_matching,['Missing required context keywords'],Solow,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670855
1948.0,number,ai_implementation_count,unknown,"year-over-year growth rate of output per hour of work   tends to be volatile, with yearly rates ranging from -2 percent to 7 percent over the period 1948 to 1987 (the period covered by Solow).",1,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Solow,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670856
1.0,number,ai_implementation_count,unknown,Figure 1 plots both actual labor productivity and the 20-year long-run trend in labor productivity growth. Labor productivity growth was middling and graduall,1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670858
20.0,number,ai_implementation_count,unknown,Figure 1 plots both actual labor productivity and the 20-year long-run trend in labor productivity growth. Labor productivity growth was middling and gradually declining in the U.,1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670858
3.8,percentage,productivity_improvement,unknown,"Specifically, actual labor productivity growth fell from 3.8 percent in 1948 to 1.2 percent in 1987. Its trend growth rate was naturally less volatile but nevertheless still fell from 3.",1,4,0.7,2024,pattern_matching,[],Specifically,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670859
3.8,number,ai_implementation_count,unknown,"Specifically, actual labor productivity growth fell from 3.8 percent in 1948 to 1.2 percent in 1987. Its trend growth rate was naturally less volatile but nevertheless still fell from 3.",1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Specifically,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670861
8.0,number,ai_implementation_count,unknown,8 percent in 1948 to 1.2 percent in 1987. Its trend growth rate was naturally less volatile but nevertheless still fell from 3.4 percent to 1.7 percent,1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670861
1.2,percentage,ai_adoption_rate,unknown,8 percent in 1948 to 1.2 percent in 1987. Its trend growth rate was naturally less volatile but nevertheless still fell from 3.4 percent to 1.7 percent.,1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670862
3.4,percentage,ai_adoption_rate,unknown,Its trend growth rate was naturally less volatile but nevertheless still fell from 3.4 percent to 1.7 percent.,1,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670863
2.0,number,ai_patents_filed,real_estate_construction,Figure 2 presents the shares of equipment and intellectual property products (IPP) to overall capital over the period 1953-1987. We can see that both shares a,2,1,0.7344999999999999,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670864
1953.0,number,ai_patents_filed,real_estate_construction,"Figure 2 presents the shares of equipment and intellectual property products (IPP) to overall capital over the period 1953-1987. We can see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30",2,1,0.80795,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670865
1987.0,number,ai_patents_filed,real_estate_construction,"Figure 2 presents the shares of equipment and intellectual property products (IPP) to overall capital over the period 1953-1987. We can see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 perce",2,1,0.80795,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670866
5.0,percentage,ai_adoption_rate,real_estate_construction,"We can see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 percent to 35 percent.",2,1,0.5876,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670867
5.0,number,ai_implementation_count,real_estate_construction,"We can see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 percent to 35 percent.",2,1,0.5876,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670868
7.0,percentage,ai_adoption_rate,real_estate_construction,"We can see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 percent to 35 percent.",2,1,0.5876,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670868
7.0,number,ai_implementation_count,real_estate_construction,"We can see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 percent to 35 percent.",2,1,0.5876,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670869
30.0,percentage,ai_adoption_rate,real_estate_construction,"We can see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 percent to 35 percent.",2,1,0.5876,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670870
30.0,number,ai_implementation_count,real_estate_construction,"We can see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 percent to 35 percent.",2,1,0.5876,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670871
35.0,percentage,ai_adoption_rate,real_estate_construction,"an see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 percent to 35 percent.",2,1,0.5876,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670872
35.0,number,ai_implementation_count,real_estate_construction,"an see that both shares are increasing, with the share of IPP rising from 5 percent to 7 percent and the share of equipment rising from 30 percent to 35 percent.",2,1,0.5876,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670873
3.0,number,ai_patents_filed,unknown,The share of IT equipment rose from 8 percent to 24 perce,2,3,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670874
8.0,percentage,ai_adoption_rate,unknown,"The share of IT equipment rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670875
8.0,number,ai_patents_filed,unknown,"The share of IT equipment rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each",2,3,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670876
24.0,percentage,ai_adoption_rate,unknown,"The share of IT equipment rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670877
24.0,number,ai_patents_filed,unknown,"The share of IT equipment rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670878
25.0,percentage,ai_adoption_rate,unknown,"The share of IT equipment rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670879
25.0,number,ai_patents_filed,unknown,"The share of IT equipment rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670880
30.0,percentage,ai_adoption_rate,unknown,"The share of IT equipment rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670881
30.0,number,ai_patents_filed,unknown,"The share of IT equipment rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670882
20.0,percentage,ai_adoption_rate,unknown,"ent rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670882
20.0,number,ai_patents_filed,unknown,"ent rose from 8 percent to 24 percent, while the shares of more traditional equipment fell from 25 percent (transportation) and 30 percent (other) to 20 percent each.",2,3,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670883
4.0,number,ai_patents_filed,unknown,r productivity growth to the evolution of shares of the two series that capture the increasing adoption of computers (IPP and IT equipment) in Figure 4.,3,1,0.7,2024,pattern_matching,[],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670884
2022.0,number,ai_implementation_count,unknown,"Thus, we reexamine this same sequence of data for the period 1987-2022.",4,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Thus,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670885
5.0,number,net_employment_change,unknown,"We see little overall change in the trend during this period, with growt",4,3,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670886
1.7,percentage,productivity_improvement,unknown,"We see little overall change in the trend during this period, with growth beginning the period at 1.7 percent and ending at 1.8 percent. There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of",4,3,0.77,2024,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670887
1.7,number,net_employment_change,unknown,"We see little overall change in the trend during this period, with growth beginning the period at 1.7 percent and ending at 1.8 percent. There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a",4,3,0.77,2024,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670888
1.0,number,net_employment_change,unknown,"We see little overall change in the trend during this period, with growth beginning the period at 1.7 percent and ending at 1.8 percent. There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching",4,3,0.77,2024,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670889
1.8,percentage,productivity_improvement,unknown,"7 percent and ending at 1.8 percent. There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of 3 percent, followed by a p",4,3,0.7,2024,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670890
1990.0,number,ai_patents_filed,unknown,"There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of 3 percent, followed by a precipitous decline to 1 percent in 2015.",4,3,0.7,2015,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670890
2000.0,number,ai_patents_filed,unknown,"There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of 3 percent, followed by a precipitous decline to 1 percent in 2015.",4,3,0.7,2015,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670892
3.0,percentage,productivity_improvement,unknown,"There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of 3 percent, followed by a precipitous decline to 1 percent in 2015.",4,3,0.7,2015,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670893
3.0,number,ai_patents_filed,unknown,"There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of 3 percent, followed by a precipitous decline to 1 percent in 2015.",4,3,0.7,2015,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670894
1.0,percentage,productivity_improvement,unknown,"ant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of 3 percent, followed by a precipitous decline to 1 percent in 2015.",4,3,0.7,2015,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670895
1.0,number,ai_patents_filed,unknown,"ant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of 3 percent, followed by a precipitous decline to 1 percent in 2015.",4,3,0.7,2015,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670896
2015.0,number,ai_patents_filed,unknown,"in productivity growth trend from the early 1990s to the early 2000s, reaching a peak of 3 percent, followed by a precipitous decline to 1 percent in 2015.",4,3,0.7,2015,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670897
6.0,number,ai_patents_filed,unknown,"IPP has continued to trend upward, rising to 14 percent, while the equipment share of capital has f",5,1,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670898
14.0,percentage,ai_adoption_rate,unknown,"IPP has continued to trend upward, rising to 14 percent, while the equipment share of capital has fallen from 35 percent to 26 percent.",5,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670899
14.0,number,ai_patents_filed,unknown,"IPP has continued to trend upward, rising to 14 percent, while the equipment share of capital has fallen from 35 percent to 26 percent.",5,1,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670900
35.0,percentage,ai_adoption_rate,unknown,"IPP has continued to trend upward, rising to 14 percent, while the equipment share of capital has fallen from 35 percent to 26 percent.",5,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670901
35.0,number,ai_patents_filed,unknown,"IPP has continued to trend upward, rising to 14 percent, while the equipment share of capital has fallen from 35 percent to 26 percent.",5,1,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670902
26.0,percentage,ai_adoption_rate,unknown,"IPP has continued to trend upward, rising to 14 percent, while the equipment share of capital has fallen from 35 percent to 26 percent.",5,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670903
26.0,number,ai_patents_filed,unknown,"IPP has continued to trend upward, rising to 14 percent, while the equipment share of capital has fallen from 35 percent to 26 percent.",5,1,0.7,2024,pattern_matching,[],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670904
7.0,number,ai_implementation_count,professional_services,"Figure 7 shows that IT equipment share rose to 26 percent and fell to 23 percent, with roughly no real change. However, other equipment shares experienced inc",6,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670905
26.0,percentage,ai_adoption_rate,professional_services,"Figure 7 shows that IT equipment share rose to 26 percent and fell to 23 percent, with roughly no real change. However, other equipment shares experienced increases when IT began decreasing, with both series",6,1,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670906
26.0,number,ai_implementation_count,professional_services,"Figure 7 shows that IT equipment share rose to 26 percent and fell to 23 percent, with roughly no real change. However, other equipment shares experienced increases when IT began decreasing, with bot",6,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670906
23.0,percentage,ai_adoption_rate,professional_services,"Figure 7 shows that IT equipment share rose to 26 percent and fell to 23 percent, with roughly no real change. However, other equipment shares experienced increases when IT began decreasing, with both series ending where they star",6,1,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670908
23.0,number,ai_implementation_count,professional_services,"Figure 7 shows that IT equipment share rose to 26 percent and fell to 23 percent, with roughly no real change. However, other equipment shares experienced increases when IT began decreasing, with both series ending where t",6,1,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Figure,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670908
21.0,percentage,ai_adoption_rate,professional_services,"rienced increases when IT began decreasing, with both series ending where they started at 23 percent for mining, oil and energy-related equipment and 21 percent for transportation equipment.",6,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670909
21.0,number,ai_implementation_count,professional_services,"rienced increases when IT began decreasing, with both series ending where they started at 23 percent for mining, oil and energy-related equipment and 21 percent for transportation equipment.",6,1,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670910
2017.0,number,ai_implementation_count,unknown,"In a 2017 article, economist Guillaume Vandenbroucke proposes the idea that baby boomers (those born during the period 1946-1964, following WWII) in part accou",8,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Guillaume Vandenbroucke,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670911
1946.0,number,ai_implementation_count,unknown,"In a 2017 article, economist Guillaume Vandenbroucke proposes the idea that baby boomers (those born during the period 1946-1964, following WWII) in part accounted for variations in labor productivity growth.",8,4,0.616,2024,pattern_matching,['Missing required context keywords'],Guillaume Vandenbroucke,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670912
