value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
12.0,number,ai_implementation_count,financial_services,"6 20 25, 12:45 PM Generative AI could raise global GDP by 7%   Goldman Sachs",0,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Generative,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661807
45.0,number,ai_implementation_count,financial_services,"6 20 25, 12:45 PM Generative AI could raise global GDP by 7%   Goldman Sachs",0,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Generative,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661808
7.0,percentage,ai_budget_percentage,financial_services,"6 20 25, 12:45 PM Generative AI could raise global GDP by 7%   Goldman Sachs",0,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Generative,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661809
7.0,number,ai_implementation_count,financial_services,"6 20 25, 12:45 PM Generative AI could raise global GDP by 7%   Goldman Sachs",0,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Generative,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661810
1.0,number,ai_implementation_count,unknown,html 1 10,0,8,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661811
300.0,millions_usd,ai_investment_amount,unknown,"Shifts in workflows triggered by these advances could expose the equivalent of 300 million full-time jobs to automation, Briggs and Kodnani write.",1,0,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Shifts,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661812
300.0,number,job_displacement,unknown,"Shifts in workflows triggered by these advances could expose the equivalent of 300 million full-time jobs to automation, Briggs and Kodnani write.",1,0,0.7,2024,pattern_matching,[],Shifts,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661813
900.0,number,job_displacement,professional_services,occupations are exposed to some degree of automation by AI. They further estimat,1,1,0.76,2024,pattern_matching,[],They,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661814
10.0,number,ai_implementation_count,unknown,"AI s impact on labor productivity depends on its capability and adoption timeline Effect of AI adoption on annual labor productivity growth, 10-year adoption period",1,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Effect,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661815
2.0,number,ai_implementation_count,unknown,html 2 10,1,25,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661816
60.0,percentage,job_creation,unknown,This implies that more than 85% of employment growth over the last 80 years,2,1,0.7,2024,pattern_matching,[],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661817
60.0,number,job_creation,unknown,This implies that more than 85% of employment growth over the last 80 year,2,1,0.7,2024,pattern_matching,[],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661818
1940.0,number,job_creation,unknown,"This implies that more than 85% of employment growth over the last 80 years is explained by the technology-driven creation of new positions, our eco",2,1,0.7,2024,pattern_matching,[],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661819
85.0,percentage,job_creation,unknown,"This implies that more than 85% of employment growth over the last 80 years is explained by the technology-driven creation of new positions, our economists write.",2,1,0.7,2024,pattern_matching,[],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661820
85.0,number,job_creation,unknown,"This implies that more than 85% of employment growth over the last 80 years is explained by the technology-driven creation of new positions, our economists write.",2,1,0.7,2024,pattern_matching,[],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661821
0.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661822
0.0,number,ai_implementation_count,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661822
80.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661823
80.0,number,ai_implementation_count,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661824
70.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661825
70.0,number,ai_implementation_count,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661826
60.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661827
60.0,number,ai_implementation_count,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661828
50.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661829
50.0,number,ai_implementation_count,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661830
40.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661831
40.0,number,ai_implementation_count,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661831
30.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661832
30.0,number,ai_implementation_count,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661833
20.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661834
20.0,number,ai_implementation_count,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661835
10.0,percentage,ai_adoption_rate,unknown,0% 80% 70% 60% 50% 40% 30% 20% 10% 0%,2,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661836
3.0,number,ai_implementation_count,unknown,html 3 10,2,10,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661837
1940.0,number,ai_implementation_count,unknown,Occupations that existed in 1940 Occupations that didn t exist in 1940,3,20,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Occupations,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661838
4.0,number,ai_implementation_count,unknown,html 4 10,3,23,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661839
1.0,number,ai_implementation_count,energy_utilities,"growth: 1) through new production and application releases, 2) by charging premiums for AI-integrated offerings, and 3) by increasing prices over time as exist",4,0,0.76,2024,pattern_matching,[],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661840
2.0,number,ai_implementation_count,energy_utilities,"growth: 1) through new production and application releases, 2) by charging premiums for AI-integrated offerings, and 3) by increasing prices over time as existing products are supplemented with AI-enabled featur",4,0,0.8360000000000001,2024,pattern_matching,[],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661841
3.0,number,ai_implementation_count,energy_utilities,"growth: 1) through new production and application releases, 2) by charging premiums for AI-integrated offerings, and 3) by increasing prices over time as existing products are supplemented with AI-enabled features and prove their value to customers.",4,0,0.8360000000000001,2024,pattern_matching,[],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661842
150000.0,millions_usd,ai_investment_amount,energy_utilities,"Added up, GS Research estimates the total addressable market for generative AI software to be $150 billion, compared with $685 billion for the global software industry.",4,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Added,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661843
150.0,number,ai_implementation_count,energy_utilities,"Added up, GS Research estimates the total addressable market for generative AI software to be $150 billion, compared with $685 billion for the global software industry.",4,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Added,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661843
685000.0,millions_usd,ai_investment_amount,energy_utilities,"Added up, GS Research estimates the total addressable market for generative AI software to be $150 billion, compared with $685 billion for the global software industry.",4,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Added,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661845
685.0,number,ai_implementation_count,energy_utilities,"Added up, GS Research estimates the total addressable market for generative AI software to be $150 billion, compared with $685 billion for the global software industry.",4,0,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Added,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661846
5.0,number,ai_implementation_count,unknown,html 5 10,4,7,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661847
6.0,number,ai_implementation_count,unknown,html 6 10,5,4,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661848
1.0,number,ai_patents_filed,unknown,"1,000 Homes of Power in a Filing Cabinet - Rising Power Density Disrupts AI Infrastructure",7,1,0.7,2024,pattern_matching,[],Homes,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661849
0.0,number,ai_patents_filed,unknown,"1,000 Homes of Power in a Filing Cabinet - Rising Power Density Disrupts AI Infrastructure",7,1,0.7,2024,pattern_matching,[],Homes,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661850
8.0,number,ai_implementation_count,unknown,html 8 10,7,4,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661851
9.0,number,ai_implementation_count,unknown,html 9 10,8,12,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661852
2025.0,number,ai_implementation_count,financial_services,,9,22,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,gs-new-decade-begins.pdf,2025-07-24T17:20:18.661853
