original_id,value,unit,year,metric_type,context_preview,reason,kept_record_id,confidence
5453,150.0,billions_usd,2024,financial_metric,"e total addressable market for generative ai software to be $150 billion, compared with $685 billion...",Duplicate record (keeping first occurrence),876,0.9
5454,685.0,billions_usd,2024,financial_metric,"or generative ai software to be $150 billion, compared with $685 billion for the global software ind...",Duplicate record (keeping first occurrence),877,0.9
5455,2023.0,number,2023,unknown_metric,"elligence generative ai could raise global gdp by 7% apr 5, 2023 share share download transcript dow...",Duplicate record (keeping first occurrence),878,0.9
5456,7.0,percentage,2023,gdp_metric,"artificial intelligence
generative ai could raise global gdp by 7%
apr 5, 2023
share share
downl...",Duplicate record (keeping first occurrence),864,0.9
5457,2.0,percentage,2024,gdp_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
5458,7.0,percentage,2024,productivity_metric,"as tools using advances in natural language processing work their way into
businesses and society, ...",Duplicate record (keeping first occurrence),881,0.9
5459,2.0,percentage,2024,productivity_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
5460,10.0,billions_usd,2024,revenue_metric,"they see multiple ways that such businesses can leverage generative ai for
innovation leads to new ...",Duplicate record (keeping first occurrence),883,0.9
5461,2.0,percentage,2024,labor_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
5462,7.0,percentage,2024,labor_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),881,0.9
5463,85.0,percentage,2024,labor_metric,"this implies that more than 85% of employment growth over the last 80 years is
explained by the tec...",Duplicate record (keeping first occurrence),866,0.9
5464,2.0,percentage,2024,energy_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
5465,7.0,percentage,2024,energy_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),881,0.9
5466,7.0,percentage,2023,percentages,"ficial intelligence generative ai could raise global gdp by 7% apr 5, 2023 share share download tran...",Duplicate record (keeping first occurrence),864,0.9
5468,7.0,percentage,2025,percentages,"e 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5469,7.0,percentage,2025,percentages,"h 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5475,60.0,percentage,2025,percentages,ccupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 2...,Duplicate record (keeping first occurrence),5470,0.9
5481,0.0,percentage,2025,percentages,osed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs...,Duplicate record (keeping first occurrence),5472,0.9
5482,80.0,percentage,2025,percentages,d to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs re...,Duplicate record (keeping first occurrence),5473,0.9
5483,60.0,percentage,2025,percentages,automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs researc...,Duplicate record (keeping first occurrence),5470,0.9
5484,40.0,percentage,2025,percentages,omation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs research 6...,Duplicate record (keeping first occurrence),5477,0.9
5485,20.0,percentage,2025,percentages,ion by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs research 6/20/...,Duplicate record (keeping first occurrence),5479,0.9
5486,7.0,percentage,2025,percentages,"h 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5487,7.0,percentage,2025,percentages,"h 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5488,7.0,percentage,2025,percentages,"e 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5489,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5490,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5491,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5492,7.0,percentage,2025,percentages,"t 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
5493,7.0,percentage,2025,percentages,". 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
6993,7.0,percentage,2023,general_rate,"ficial intelligence generative ai could raise global gdp by 7% apr 5, 2023 share share download tran...",Duplicate record (keeping first occurrence),864,0.9
6994,60.0,percentage,2024,general_rate,udy by economist david autor cited in the report found that 60% of today’s workers are employed in o...,Duplicate record (keeping first occurrence),865,0.9
6995,85.0,percentage,2024,general_rate,ions that didn’t exist in 1940. this implies that more than 85% of employment growth over the last 8...,Duplicate record (keeping first occurrence),866,0.9
6996,0.0,percentage,2024,general_rate,share of occupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80%...,Duplicate record (keeping first occurrence),867,0.9
6997,70.0,percentage,2024,general_rate,of occupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 4...,Duplicate record (keeping first occurrence),868,0.9
6998,50.0,percentage,2024,general_rate,ational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% s...,Duplicate record (keeping first occurrence),869,0.9
6999,40.0,percentage,2024,general_rate,nal workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% sourc...,Duplicate record (keeping first occurrence),870,0.9
7000,30.0,percentage,2024,general_rate,workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: g...,Duplicate record (keeping first occurrence),871,0.9
7001,20.0,percentage,2024,general_rate,load exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldm...,Duplicate record (keeping first occurrence),872,0.9
7002,10.0,percentage,2024,general_rate,exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sa...,Duplicate record (keeping first occurrence),873,0.9
7003,0.0,percentage,2024,general_rate,osed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs...,Duplicate record (keeping first occurrence),867,0.9
7004,7.0,billions_usd,2024,financial_metric,"to businesses and society, they could drive a 7% (or almost $7 trillion) increase in global gdp and ...",Duplicate record (keeping first occurrence),875,0.9
7005,150.0,billions_usd,2024,financial_metric,"e total addressable market for generative ai software to be $150 billion, compared with $685 billion...",Duplicate record (keeping first occurrence),876,0.9
7006,685.0,billions_usd,2024,financial_metric,"or generative ai software to be $150 billion, compared with $685 billion for the global software ind...",Duplicate record (keeping first occurrence),877,0.9
7007,2023.0,number,2023,unknown_metric,"elligence generative ai could raise global gdp by 7% apr 5, 2023 share share download transcript dow...",Duplicate record (keeping first occurrence),878,0.9
7008,7.0,percentage,2023,gdp_metric,"artificial intelligence
generative ai could raise global gdp by 7%
apr 5, 2023
share share
downl...",Duplicate record (keeping first occurrence),864,0.9
7009,2.0,percentage,2024,gdp_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
7010,7.0,percentage,2024,productivity_metric,"as tools using advances in natural language processing work their way into
businesses and society, ...",Duplicate record (keeping first occurrence),881,0.9
7011,2.0,percentage,2024,productivity_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
7012,10.0,billions_usd,2024,revenue_metric,"they see multiple ways that such businesses can leverage generative ai for
innovation leads to new ...",Duplicate record (keeping first occurrence),883,0.9
7013,2.0,percentage,2024,labor_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
7014,7.0,percentage,2024,labor_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),881,0.9
7015,85.0,percentage,2024,labor_metric,"this implies that more than 85% of employment growth over the last 80 years is
explained by the tec...",Duplicate record (keeping first occurrence),866,0.9
7016,2.0,percentage,2024,energy_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
7017,7.0,percentage,2024,energy_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),881,0.9
11570,7.0,percentage,2023,general_rate,"ficial intelligence generative ai could raise global gdp by 7% apr 5, 2023 share share download tran...",Duplicate record (keeping first occurrence),864,0.9
11571,60.0,percentage,2024,general_rate,udy by economist david autor cited in the report found that 60% of today’s workers are employed in o...,Duplicate record (keeping first occurrence),865,0.9
11572,85.0,percentage,2024,general_rate,ions that didn’t exist in 1940. this implies that more than 85% of employment growth over the last 8...,Duplicate record (keeping first occurrence),866,0.9
11573,0.0,percentage,2024,general_rate,share of occupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80%...,Duplicate record (keeping first occurrence),867,0.9
11574,70.0,percentage,2024,general_rate,of occupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 4...,Duplicate record (keeping first occurrence),868,0.9
11575,50.0,percentage,2024,general_rate,ational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% s...,Duplicate record (keeping first occurrence),869,0.9
11576,40.0,percentage,2024,general_rate,nal workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% sourc...,Duplicate record (keeping first occurrence),870,0.9
11577,30.0,percentage,2024,general_rate,workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: g...,Duplicate record (keeping first occurrence),871,0.9
11578,20.0,percentage,2024,general_rate,load exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldm...,Duplicate record (keeping first occurrence),872,0.9
11579,10.0,percentage,2024,general_rate,exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sa...,Duplicate record (keeping first occurrence),873,0.9
11580,0.0,percentage,2024,general_rate,osed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs...,Duplicate record (keeping first occurrence),867,0.9
11581,7.0,billions_usd,2024,financial_metric,"to businesses and society, they could drive a 7% (or almost $7 trillion) increase in global gdp and ...",Duplicate record (keeping first occurrence),875,0.9
11582,150.0,billions_usd,2024,financial_metric,"e total addressable market for generative ai software to be $150 billion, compared with $685 billion...",Duplicate record (keeping first occurrence),876,0.9
11583,685.0,billions_usd,2024,financial_metric,"or generative ai software to be $150 billion, compared with $685 billion for the global software ind...",Duplicate record (keeping first occurrence),877,0.9
11584,2023.0,number,2023,unknown_metric,"elligence generative ai could raise global gdp by 7% apr 5, 2023 share share download transcript dow...",Duplicate record (keeping first occurrence),878,0.9
11585,7.0,percentage,2023,gdp_metric,"artificial intelligence
generative ai could raise global gdp by 7%
apr 5, 2023
share share
downl...",Duplicate record (keeping first occurrence),864,0.9
11586,2.0,percentage,2024,gdp_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
11587,7.0,percentage,2024,productivity_metric,"as tools using advances in natural language processing work their way into
businesses and society, ...",Duplicate record (keeping first occurrence),881,0.9
11588,2.0,percentage,2024,productivity_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
11589,10.0,billions_usd,2024,revenue_metric,"they see multiple ways that such businesses can leverage generative ai for
innovation leads to new ...",Duplicate record (keeping first occurrence),883,0.9
11590,2.0,percentage,2024,labor_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
11591,7.0,percentage,2024,labor_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),881,0.9
11592,85.0,percentage,2024,labor_metric,"this implies that more than 85% of employment growth over the last 80 years is
explained by the tec...",Duplicate record (keeping first occurrence),866,0.9
11593,2.0,percentage,2024,energy_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),880,0.9
11594,7.0,percentage,2024,energy_metric,"ai's impact on labor productivity depends on its
capability and adoption timeline
effect of ai ado...",Duplicate record (keeping first occurrence),881,0.9
11595,7.0,percentage,2023,percentages,"ficial intelligence generative ai could raise global gdp by 7% apr 5, 2023 share share download tran...",Duplicate record (keeping first occurrence),864,0.9
11596,7.0,percentage,2025,growth_rate,"k their way into businesses and society, they could drive a 7% (or almost $7 trillion) increase in g...",Duplicate record (keeping first occurrence),5467,0.9
11597,7.0,percentage,2025,percentages,"e 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11598,7.0,percentage,2025,percentages,"h 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11599,60.0,percentage,2025,employment,udy by economist david autor cited in the report found that 60% of today’s workers are employed in o...,Duplicate record (keeping first occurrence),5470,0.9
11600,85.0,percentage,2025,employment,ions that didn’t exist in 1940. this implies that more than 85% of employment growth over the last 8...,Duplicate record (keeping first occurrence),5471,0.9
11601,0.0,percentage,2025,percentages,share of occupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80%...,Duplicate record (keeping first occurrence),5472,0.9
11602,80.0,percentage,2025,percentages,are of occupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 6...,Duplicate record (keeping first occurrence),5473,0.9
11603,70.0,percentage,2025,percentages,of occupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 4...,Duplicate record (keeping first occurrence),5474,0.9
11604,60.0,percentage,2025,percentages,ccupational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 2...,Duplicate record (keeping first occurrence),5470,0.9
11605,50.0,percentage,2025,percentages,ational workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% s...,Duplicate record (keeping first occurrence),5476,0.9
11606,40.0,percentage,2025,percentages,nal workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% sourc...,Duplicate record (keeping first occurrence),5477,0.9
11607,30.0,percentage,2025,percentages,workload exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: g...,Duplicate record (keeping first occurrence),5478,0.9
11608,20.0,percentage,2025,percentages,load exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldm...,Duplicate record (keeping first occurrence),5479,0.9
11609,10.0,percentage,2025,percentages,exposed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sa...,Duplicate record (keeping first occurrence),5480,0.9
11610,0.0,percentage,2025,percentages,osed to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs...,Duplicate record (keeping first occurrence),5472,0.9
11611,80.0,percentage,2025,percentages,d to automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs re...,Duplicate record (keeping first occurrence),5473,0.9
11612,60.0,percentage,2025,percentages,automation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs researc...,Duplicate record (keeping first occurrence),5470,0.9
11613,40.0,percentage,2025,percentages,omation by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs research 6...,Duplicate record (keeping first occurrence),5477,0.9
11614,20.0,percentage,2025,percentages,ion by ai 0% 80% 70% 60% 50% 40% 30% 20% 10% 0% 80% 60% 40% 20% source: goldman sachs research 6/20/...,Duplicate record (keeping first occurrence),5479,0.9
11615,7.0,percentage,2025,percentages,"h 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11616,7.0,percentage,2025,percentages,"h 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11617,7.0,percentage,2025,percentages,"e 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11618,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11619,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11620,7.0,percentage,2025,percentages,"5 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11621,7.0,percentage,2025,percentages,"t 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11622,7.0,percentage,2025,percentages,". 6/20/25, 12:45 pm generative ai could raise global gdp by 7% | goldman sachs https://w w w.goldman...",Duplicate record (keeping first occurrence),5467,0.9
11623,7.0,usd,2025,productivity,"to businesses and society, they could drive a 7% (or almost $7 trillion) increase in global gdp and ...",Duplicate record (keeping first occurrence),5494,0.9
11624,150.0,billions_usd,2025,dollar_amounts,"e total addressable market for generative ai software to be $150 billion, compared with $685 billion...",Duplicate record (keeping first occurrence),5495,0.9
11625,685.0,billions_usd,2025,dollar_amounts,"or generative ai software to be $150 billion, compared with $685 billion for the global software ind...",Duplicate record (keeping first occurrence),5496,0.9
