original_id,value,unit,year,current_metric_type,new_metric_type,context_preview,sector,country,company_size,reason,confidence
276,0.0,percentage,2020,general_rate,adoption_metric,2010- 2020 after 2020 can 50-249 ict 0 (0.0%) 0 (0.0%) 0 (0.0%) 2 (6.7%) 3 (10.0%) 4 (13.3%) 13 (43....,ICT,Canada,50-249,Sector comparison data - enrich with metadata,0.9
277,0.0,percentage,2020,general_rate,adoption_metric,after 2020 can 50-249 ict 0 (0.0%) 0 (0.0%) 0 (0.0%) 2 (6.7%) 3 (10.0%) 4 (13.3%) 13 (43.3%) 8 (26.7,ICT,Canada,50-249,Sector comparison data - enrich with metadata,0.9
337,0.0,percentage,2024,general_rate,adoption_metric,ar with this concept yes can 50-249 ict 7 (23.3%) 0 (0.0%) 23 (76.7%) manufacturing 5 (16.7%) 0 (0.0...,ICT,Canada,50-249,Sector comparison data - enrich with metadata,0.9
338,0.0,percentage,2024,general_rate,adoption_metric,%) 0 (0.0%) 23 (76.7%) manufacturing 5 (16.7%) 0 (0.0%) 25 (83.3%) 250+ ict 4 (13.3%) 0 (0.0%) 26 (8...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
339,0.0,percentage,2024,general_rate,adoption_metric,(16.7%) 0 (0.0%) 25 (83.3%) 250+ ict 4 (13.3%) 0 (0.0%) 26 (86.7%) manufacturing 15 (50.0%) 0 (0.0%)...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
340,0.0,percentage,2024,general_rate,adoption_metric,) 0 (0.0%) 26 (86.7%) manufacturing 15 (50.0%) 0 (0.0%) 15 (50.0%) deu 50-249 ict 2 (6.7%) 0 (0.0%) ...,ICT,Germany,50-249,Sector comparison data - enrich with metadata,0.9
341,0.0,percentage,2024,general_rate,adoption_metric,0.0%) 0 (0.0%) 15 (50.0%) deu 50-249 ict 2 (6.7%) 0 (0.0%) 28 (93.3%) manufacturing 14 (46.7%) 0 (0....,ICT,Germany,50-249,Sector comparison data - enrich with metadata,0.9
342,0.0,percentage,2024,general_rate,adoption_metric,) 0 (0.0%) 28 (93.3%) manufacturing 14 (46.7%) 0 (0.0%) 16 (53.3%) 250+ ict 2 (6.7%) 0 (0.0%) 28 (93...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
343,0.0,percentage,2024,general_rate,adoption_metric,4 (46.7%) 0 (0.0%) 16 (53.3%) 250+ ict 2 (6.7%) 0 (0.0%) 28 (93.3%) manufacturing 12 (40.0%) 0 (0.0%...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
344,0.0,percentage,2024,general_rate,adoption_metric,) 0 (0.0%) 28 (93.3%) manufacturing 12 (40.0%) 0 (0.0%) 18 (60.0%) fra 50-249 ict 3 (10.0%) 0 (0.0%)...,ICT,France,50-249,Sector comparison data - enrich with metadata,0.9
345,0.0,percentage,2024,general_rate,adoption_metric,.0%) 0 (0.0%) 18 (60.0%) fra 50-249 ict 3 (10.0%) 0 (0.0%) 27 (90.0%) manufacturing 2 (6.7%) 0 (0.0%...,ICT,France,50-249,Sector comparison data - enrich with metadata,0.9
346,0.0,percentage,2024,general_rate,adoption_metric,0%) 0 (0.0%) 27 (90.0%) manufacturing 2 (6.7%) 0 (0.0%) 28 (93.3%) 250+ ict 0 (0.0%) 1 (3.3%) 29 (96...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
347,0.0,percentage,2024,general_rate,adoption_metric,facturing 2 (6.7%) 0 (0.0%) 28 (93.3%) 250+ ict 0 (0.0%) 1 (3.3%) 29 (96.7%) manufacturing 5 (16.7%)...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
348,0.0,percentage,2024,general_rate,adoption_metric,%) 1 (3.3%) 29 (96.7%) manufacturing 5 (16.7%) 0 (0.0%) 25 (83.3%) gbr 50-249 ict 5 (16.7%) 0 (0.0%)...,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
349,0.0,percentage,2024,general_rate,adoption_metric,.7%) 0 (0.0%) 25 (83.3%) gbr 50-249 ict 5 (16.7%) 0 (0.0%) 25 (83.3%) manufacturing 11 (36.7%) 0 (0....,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
350,0.0,percentage,2024,general_rate,adoption_metric,) 0 (0.0%) 25 (83.3%) manufacturing 11 (36.7%) 0 (0.0%) 19 (63.3%) 250+ ict 3 (10.0%) 0 (0.0%) 27 (9...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
351,0.0,percentage,2024,general_rate,adoption_metric,(36.7%) 0 (0.0%) 19 (63.3%) 250+ ict 3 (10.0%) 0 (0.0%) 27 (90.0%) manufacturing 9 (30.0%) 0 (0.0%) ...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
352,0.0,percentage,2024,general_rate,adoption_metric,%) 0 (0.0%) 27 (90.0%) manufacturing 9 (30.0%) 0 (0.0%) 21 (70.0%) ita 50-249 ict 9 (30.0%) 0 (0.0%)...,ICT,Italy,50-249,Sector comparison data - enrich with metadata,0.9
353,0.0,percentage,2024,general_rate,adoption_metric,.0%) 0 (0.0%) 21 (70.0%) ita 50-249 ict 9 (30.0%) 0 (0.0%) 21 (70.0%) manufacturing 13 (43.3%) 0 (0....,ICT,Italy,50-249,Sector comparison data - enrich with metadata,0.9
354,0.0,percentage,2024,general_rate,adoption_metric,) 0 (0.0%) 21 (70.0%) manufacturing 13 (43.3%) 0 (0.0%) 17 (56.7%) 250+ ict 1 (3.3%) 0 (0.0%) 29 (96...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
355,0.0,percentage,2024,general_rate,adoption_metric,3 (43.3%) 0 (0.0%) 17 (56.7%) 250+ ict 1 (3.3%) 0 (0.0%) 29 (96.7%) manufacturing 11 (36.7%) 0 (0.0%...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
356,0.0,percentage,2024,general_rate,adoption_metric,) 0 (0.0%) 29 (96.7%) manufacturing 11 (36.7%) 0 (0.0%) 19 (63.3%) jpn 50-249 ict 6 (20.0%) 0 (0.0%)...,ICT,Japan,50-249,Sector comparison data - enrich with metadata,0.9
357,0.0,percentage,2024,general_rate,adoption_metric,.7%) 0 (0.0%) 19 (63.3%) jpn 50-249 ict 6 (20.0%) 0 (0.0%) 24 (80.0%) manufacturing 6 (20.0%) 0 (0.0...,ICT,Japan,50-249,Sector comparison data - enrich with metadata,0.9
358,0.0,percentage,2024,general_rate,adoption_metric,%) 0 (0.0%) 24 (80.0%) manufacturing 6 (20.0%) 0 (0.0%) 24 (80.0%) 250+ ict 3 (10.0%) 0 (0.0%) 27 (9...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
359,0.0,percentage,2024,general_rate,adoption_metric,(20.0%) 0 (0.0%) 24 (80.0%) 250+ ict 3 (10.0%) 0 (0.0%) 27 (90.0%) manufacturing 7 (23.3%) 2 (6.7%) ...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
360,0.0,percentage,2024,general_rate,adoption_metric,.3%) 2 (6.7%) 21 (70.0%) usa 50-249 ict 5 (16.7%) 0 (0.0%) 25 (83.3%) manufacturing 17 (56.7%) 2 (6....,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
361,0.0,percentage,2024,general_rate,adoption_metric,7 (56.7%) 2 (6.7%) 11 (36.7%) 250+ ict 1 (3.3%) 0 (0.0%) 29 (96.7%) manufacturing 2 (6.7%) 1 (3.3%) ...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
362,0.0,percentage,2024,general_rate,adoption_metric,know no yes don't know no yes can 50-249 ict 0 (0.0%) 27 (90.0%) 3 (10.0%) 0 (0.0%) 24 (80.0%) 6 (20...,ICT,Canada,50-249,Sector comparison data - enrich with metadata,0.9
363,0.0,percentage,2024,general_rate,adoption_metric,can 50-249 ict 0 (0.0%) 27 (90.0%) 3 (10.0%) 0 (0.0%) 24 (80.0%) 6 (20.0%) 0 (0.0%) 19 (63.3%) 11 (3...,ICT,Canada,50-249,Sector comparison data - enrich with metadata,0.9
368,0.0,percentage,2024,general_rate,adoption_metric,.3%) 14 (46.7%) 0 (0.0%) 18 (60.0%) 12 (40.0%) 0 (0.0%) 11 (36.7%) 19 (63.3%) 250+ ict 0 (0.0%) 26 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
369,0.0,percentage,2024,general_rate,adoption_metric,0%) 0 (0.0%) 11 (36.7%) 19 (63.3%) 250+ ict 0 (0.0%) 26 (86.7%) 4 (13.3%) 0 (0.0%) 20 (66.7%) 10 (33...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
370,0.0,percentage,2024,general_rate,adoption_metric,.3%) 250+ ict 0 (0.0%) 26 (86.7%) 4 (13.3%) 0 (0.0%) 20 (66.7%) 10 (33.3%) 0 (0.0%) 21 (70.0%) 9 (30...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
374,0.0,percentage,2024,general_rate,adoption_metric,.3%) 11 (36.7%) 0 (0.0%) 17 (56.7%) 13 (43.3%) 0 (0.0%) 12 (40.0%) 18 (60.0%) deu 50-249 ict 0 (0.0%...,ICT,Germany,50-249,Sector comparison data - enrich with metadata,0.9
375,0.0,percentage,2024,general_rate,adoption_metric,0 (0.0%) 12 (40.0%) 18 (60.0%) deu 50-249 ict 0 (0.0%) 20 (66.7%) 10 (33.3%) 0 (0.0%) 21 (70.0%) 9 (...,ICT,Germany,50-249,Sector comparison data - enrich with metadata,0.9
376,0.0,percentage,2024,general_rate,adoption_metric,deu 50-249 ict 0 (0.0%) 20 (66.7%) 10 (33.3%) 0 (0.0%) 21 (70.0%) 9 (30.0%) 0 (0.0%) 17 (56.7%) 13 (...,ICT,Germany,50-249,Sector comparison data - enrich with metadata,0.9
378,0.0,percentage,2024,general_rate,adoption_metric,.3%) 1 (3.3%) 9 (30.0%) 20 (66.7%) 250+ ict 0 (0.0%) 23 (76.7%) 7 (23.3%) 0 (0.0%) 22 (73.3%) 8 (26....,ICT,,250+,Sector comparison data - enrich with metadata,0.9
379,0.0,percentage,2024,general_rate,adoption_metric,.7%) 250+ ict 0 (0.0%) 23 (76.7%) 7 (23.3%) 0 (0.0%) 22 (73.3%) 8 (26.7%) 0 (0.0%) 19 (63.3%) 11 (36...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
382,0.0,percentage,2024,general_rate,adoption_metric,3 (10.0%) 13 (43.3%) 14 (46.7%) fra 50-249 ict 0 (0.0%) 22 (73.3%) 8 (26.7%) 0 (0.0%) 19 (63.3%) 11 ...,ICT,France,50-249,Sector comparison data - enrich with metadata,0.9
383,0.0,percentage,2024,general_rate,adoption_metric,fra 50-249 ict 0 (0.0%) 22 (73.3%) 8 (26.7%) 0 (0.0%) 19 (63.3%) 11 (36.7%) 0 (0.0%) 26 (86.7%) 4 (1...,ICT,France,50-249,Sector comparison data - enrich with metadata,0.9
389,0.0,percentage,2024,general_rate,adoption_metric,.0%) 15 (50.0%) 0 (0.0%) 13 (43.3%) 17 (56.7%) 0 (0.0%) 6 (20.0%) 24 (80.0%) 250+ ict 0 (0.0%) 25 (8...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
390,0.0,percentage,2024,general_rate,adoption_metric,.7%) 0 (0.0%) 6 (20.0%) 24 (80.0%) 250+ ict 0 (0.0%) 25 (83.3%) 5 (16.7%) 0 (0.0%) 22 (73.3%) 8 (26....,ICT,,250+,Sector comparison data - enrich with metadata,0.9
391,0.0,percentage,2024,general_rate,adoption_metric,.0%) 250+ ict 0 (0.0%) 25 (83.3%) 5 (16.7%) 0 (0.0%) 22 (73.3%) 8 (26.7%) 0 (0.0%) 22 (73.3%) 8 (26....,ICT,,250+,Sector comparison data - enrich with metadata,0.9
394,0.0,percentage,2024,general_rate,adoption_metric,3.3%) 7 (23.3%) 0 (0.0%) 15 (50.0%) 15 (50.0%) 0 (0.0%) 11 (36.7%) 19 (63.3%) gbr 50-249 ict 0 (0.0%...,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
395,0.0,percentage,2024,general_rate,adoption_metric,0 (0.0%) 11 (36.7%) 19 (63.3%) gbr 50-249 ict 0 (0.0%) 20 (66.7%) 10 (33.3%) 0 (0.0%) 18 (60.0%) 12 ...,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
396,0.0,percentage,2024,general_rate,adoption_metric,gbr 50-249 ict 0 (0.0%) 20 (66.7%) 10 (33.3%) 0 (0.0%) 18 (60.0%) 12 (40.0%) 0 (0.0%) 16 (53.3%) 14 ...,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
401,0.0,percentage,2024,general_rate,adoption_metric,.3%) 14 (46.7%) 0 (0.0%) 18 (60.0%) 12 (40.0%) 0 (0.0%) 10 (33.3%) 20 (66.7%) 250+ ict 1 (3.3%) 25 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
407,0.0,percentage,2024,general_rate,adoption_metric,.0%) 12 (40.0%) 0 (0.0%) 19 (63.3%) 11 (36.7%) 0 (0.0%) 15 (50.0%) 15 (50.0%) ita 50-249 ict 0 (0.0%...,ICT,Italy,50-249,Sector comparison data - enrich with metadata,0.9
408,0.0,percentage,2024,general_rate,adoption_metric,0 (0.0%) 15 (50.0%) 15 (50.0%) ita 50-249 ict 0 (0.0%) 21 (70.0%) 9 (30.0%) 0 (0.0%) 20 (66.7%) 10 (...,ICT,Italy,50-249,Sector comparison data - enrich with metadata,0.9
409,0.0,percentage,2024,general_rate,adoption_metric,ita 50-249 ict 0 (0.0%) 21 (70.0%) 9 (30.0%) 0 (0.0%) 20 (66.7%) 10 (33.3%) 0 (0.0%) 18 (60.0%) 12 (...,ICT,Italy,50-249,Sector comparison data - enrich with metadata,0.9
415,0.0,percentage,2024,general_rate,adoption_metric,3%) 1 (3.3%) 14 (46.7%) 15 (50.0%) 250+ ict 0 (0.0%) 28 (93.3%) 2 (6.7%) 0 (0.0%) 22 (73.3%) 8 (26.7...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
416,0.0,percentage,2024,general_rate,adoption_metric,0.0%) 250+ ict 0 (0.0%) 28 (93.3%) 2 (6.7%) 0 (0.0%) 22 (73.3%) 8 (26.7%) 0 (0.0%) 20 (66.7%) 10 (33...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
420,0.0,percentage,2024,general_rate,adoption_metric,2 (6.7%) 11 (36.7%) 17 (56.7%) jpn 50-249 ict 0 (0.0%) 23 (76.7%) 7 (23.3%) 0 (0.0%) 24 (80.0%) 6 (2...,ICT,Japan,50-249,Sector comparison data - enrich with metadata,0.9
421,0.0,percentage,2024,general_rate,adoption_metric,jpn 50-249 ict 0 (0.0%) 23 (76.7%) 7 (23.3%) 0 (0.0%) 24 (80.0%) 6 (20.0%) 0 (0.0%) 22 (73.3%) 8 (26...,ICT,Japan,50-249,Sector comparison data - enrich with metadata,0.9
426,0.0,percentage,2024,general_rate,adoption_metric,.7%) 250+ ict 1 (3.3%) 23 (76.7%) 6 (20.0%) 0 (0.0%) 24 (80.0%) 6 (20.0%) 0 (0.0%) 25 (83.3%) 5 (16....,ICT,,250+,Sector comparison data - enrich with metadata,0.9
432,0.0,percentage,2024,general_rate,adoption_metric,6.7%) 7 (23.3%) 0 (0.0%) 18 (60.0%) 12 (40.0%) 0 (0.0%) 16 (53.3%) 14 (46.7%)  171 the adoption of ...,,,,Context indicates adoption metric,0.75
433,0.0,percentage,2024,general_rate,adoption_metric,know no yes don't know no yes usa 50-249 ict 0 (0.0%) 29 (96.7%) 1 (3.3%) 0 (0.0%) 22 (73.3%) 8 (26....,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
434,0.0,percentage,2024,general_rate,adoption_metric,s usa 50-249 ict 0 (0.0%) 29 (96.7%) 1 (3.3%) 0 (0.0%) 22 (73.3%) 8 (26.7%) 0 (0.0%) 22 (73.3%) 8 (2...,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
440,0.0,percentage,2024,general_rate,adoption_metric,6.7%) 7 (23.3%) 0 (0.0%) 20 (66.7%) 10 (33.3%) 0 (0.0%) 12 (40.0%) 18 (60.0%) 250+ ict 0 (0.0%) 29 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
441,0.0,percentage,2024,general_rate,adoption_metric,3%) 0 (0.0%) 12 (40.0%) 18 (60.0%) 250+ ict 0 (0.0%) 29 (96.7%) 1 (3.3%) 1 (3.3%) 23 (76.7%) 6 (20.0...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
447,0.0,percentage,2024,general_rate,adoption_metric,6 (20.0%) 10 (33.3%) 14 (46.7%) manufacturing 0 (0.0%) 1 (3.3%) 29 (96.7%) 250+ ict 3 (10.0%) 3 (10....,ICT,,250+,Sector comparison data - enrich with metadata,0.9
448,0.0,percentage,2024,general_rate,adoption_metric,y useful very useful can 50-249 ict 12 (40.0%) 0 (0.0%) 5 (16.7%) 13 (43.3%) 14 (46.7%) 2 (6.7%) 8 (...,ICT,Canada,50-249,Sector comparison data - enrich with metadata,0.9
451,0.0,percentage,2024,general_rate,adoption_metric,53.3%) 1 (3.3%) 5 (16.7%) 8 (26.7%) 14 (46.7%) 0 (0.0%) 2 (6.7%) 14 (46.7%) 250+ ict 12 (40.0%) 1 (3...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
453,0.0,percentage,2024,general_rate,adoption_metric,.3%) 3 (10.0%) 12 (40.0%) 5 (16.7%) 10 (33.3%) 0 (0.0%) 11 (36.7%) 9 (30.0%) deu 50-249 ict 8 (26.7%...,ICT,Germany,50-249,Sector comparison data - enrich with metadata,0.9
456,0.0,percentage,2024,general_rate,adoption_metric,0.0%) 4 (13.3%) 9 (30.0%) 5 (16.7%) 16 (53.3%) 0 (0.0%) 4 (13.3%) 10 (33.3%) fra 50-249 ict 12 (40.0...,ICT,France,50-249,Sector comparison data - enrich with metadata,0.9
457,0.0,percentage,2024,general_rate,adoption_metric,4 (13.3%) 10 (33.3%) fra 50-249 ict 12 (40.0%) 0 (0.0%) 3 (10.0%) 15 (50.0%) 10 (33.3%) 3 (10.0%) 5 ...,ICT,France,50-249,Sector comparison data - enrich with metadata,0.9
461,0.0,percentage,2024,general_rate,adoption_metric,6.7%) 0 (0.0%) 3 (10.0%) 13 (43.3%) 12 (40.0%) 0 (0.0%) 2 (6.7%) 16 (53.3%) 250+ ict 15 (50.0%) 0 (0...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
462,0.0,percentage,2024,general_rate,adoption_metric,0%) 2 (6.7%) 16 (53.3%) 250+ ict 15 (50.0%) 0 (0.0%) 3 (10.0%) 12 (40.0%) 6 (20.0%) 5 (16.7%) 12 (40...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
465,0.0,percentage,2024,general_rate,adoption_metric,3 (10.0%) 16 (53.3%) gbr 50-249 ict 10 (33.3%) 0 (0.0%) 5 (16.7%) 15 (50.0%) 14 (46.7%) 2 (6.7%) 8 (...,ICT,,50-249,Sector comparison data - enrich with metadata,0.9
467,0.0,percentage,2024,general_rate,adoption_metric,(60.0%) 1 (3.3%) 2 (6.7%) 9 (30.0%) 12 (40.0%) 0 (0.0%) 4 (13.3%) 14 (46.7%) 250+ ict 15 (50.0%) 1 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
469,0.0,percentage,2024,general_rate,adoption_metric,0.0%) 1 (3.3%) 11 (36.7%) 9 (30.0%) 15 (50.0%) 0 (0.0%) 1 (3.3%) 14 (46.7%) ita 50-249 ict 17 (56.7%...,ICT,Italy,50-249,Sector comparison data - enrich with metadata,0.9
470,0.0,percentage,2024,general_rate,adoption_metric,0.0%) 2 (6.7%) 5 (16.7%) 11 (36.7%) 17 (56.7%) 0 (0.0%) 5 (16.7%) 8 (26.7%) 250+ ict 15 (50.0%) 0 (0...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
471,0.0,percentage,2024,general_rate,adoption_metric,0%) 5 (16.7%) 8 (26.7%) 250+ ict 15 (50.0%) 0 (0.0%) 10 (33.3%) 5 (16.7%) 11 (36.7%) 2 (6.7%) 5 (16....,ICT,,250+,Sector comparison data - enrich with metadata,0.9
473,0.0,percentage,2024,general_rate,adoption_metric,.7%) 4 (13.3%) 10 (33.3%) 8 (26.7%) 14 (46.7%) 0 (0.0%) 3 (10.0%) 13 (43.3%) jpn 50-249 ict 16 (53.3...,ICT,Japan,50-249,Sector comparison data - enrich with metadata,0.9
474,0.0,percentage,2024,general_rate,adoption_metric,3 (10.0%) 13 (43.3%) jpn 50-249 ict 16 (53.3%) 0 (0.0%) 4 (13.3%) 10 (33.3%) 9 (30.0%) 1 (3.3%) 6 (2...,ICT,Japan,50-249,Sector comparison data - enrich with metadata,0.9
478,0.0,percentage,2024,general_rate,adoption_metric,3%) 1 (3.3%) 14 (46.7%) 250+ ict 14 (46.7%) 0 (0.0%) 6 (20.0%) 10 (33.3%) 6 (20.0%) 7 (23.3%) 10 (33...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
480,0.0,percentage,2024,general_rate,adoption_metric,ery helpful can 50-249 ict 2 (6.7%) 14 (46.7%) 0 (0.0%) 14 (46.7%) 7 (23.3%) 12 (40.0%) 0 (0.0%) 11 ...,ICT,Canada,50-249,Sector comparison data - enrich with metadata,0.9
485,0.0,percentage,2024,general_rate,adoption_metric,0.0%) 0 (0.0%) 12 (40.0%) 6 (20.0%) 12 (40.0%) 0 (0.0%) 12 (40.0%) 250+ ict 7 (23.3%) 12 (40.0%) 1 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
490,0.0,percentage,2024,general_rate,adoption_metric,6.7%) 0 (0.0%) 10 (33.3%) 4 (13.3%) 13 (43.3%) 0 (0.0%) 13 (43.3%) 250+ ict 5 (16.7%) 15 (50.0%) 1 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
491,0.0,percentage,2024,general_rate,adoption_metric,4 (46.7%) fra 50-249 ict 10 (33.3%) 13 (43.3%) 0 (0.0%) 7 (23.3%) 6 (20.0%) 12 (40.0%) 0 (0.0%) 12 (...,ICT,France,50-249,Sector comparison data - enrich with metadata,0.9
496,0.0,percentage,2024,general_rate,adoption_metric,70.0%) 2 (6.7%) 14 (46.7%) 0 (0.0%) 14 (46.7%) 0 (0.0%) 18 (60.0%) 0 (0.0%) 12 (40.0%) 250+ ict 8 (2...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
497,0.0,percentage,2024,general_rate,adoption_metric,46.7%) 0 (0.0%) 14 (46.7%) 0 (0.0%) 18 (60.0%) 0 (0.0%) 12 (40.0%) 250+ ict 8 (26.7%) 15 (50.0%) 1 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
505,0.0,percentage,2024,general_rate,adoption_metric,46.7%) 0 (0.0%) 8 (26.7%) 3 (10.0%) 16 (53.3%) 0 (0.0%) 11 (36.7%) 250+ ict 4 (13.3%) 13 (43.3%) 2 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
508,0.0,percentage,2024,general_rate,adoption_metric,40.0%) 1 (3.3%) 9 (30.0%) 4 (13.3%) 14 (46.7%) 0 (0.0%) 12 (40.0%) ita 50-249 ict 5 (16.7%) 16 (53.3...,ICT,Italy,50-249,Sector comparison data - enrich with metadata,0.9
511,0.0,percentage,2024,general_rate,adoption_metric,53.3%) 0 (0.0%) 8 (26.7%) 4 (13.3%) 15 (50.0%) 0 (0.0%) 11 (36.7%) 250+ ict 5 (16.7%) 14 (46.7%) 1 (...,ICT,,250+,Sector comparison data - enrich with metadata,0.9
