id,source_id,metric_type,value,unit,year,sector,region,technology,context,confidence,page_number,created_at,updated_at
267,7,adoption_metric,0.0,percentage,2024,ICT,Germany,Company Size: 50-249,%) 9 (30.0%) 12 (40.0%) deu 50-249 ict 17 (56.7%) 0 (0.0%) 13 (43.3%) manufacturing 13 (43.3%) 4 (13.3%) 13,0.7,,2025-07-20 00:07:18.595290,2025-07-20 00:07:18.595291
268,7,adoption_metric,0.0,percentage,2024,ICT,France,Company Size: 50-249,%) 6 (20.0%) 20 (66.7%) fra 50-249 ict 21 (70.0%) 0 (0.0%) 9 (30.0%) manufacturing 26 (86.7%) 0 (0.0%) 4 (1,0.7,,2025-07-20 00:07:18.595292,2025-07-20 00:07:18.595292
269,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,%) 0 (0.0%) 9 (30.0%) manufacturing 26 (86.7%) 0 (0.0%) 4 (13.3%) 250+ ict 18 (60.0%) 0 (0.0%) 12 (40.0%),0.7,,2025-07-20 00:07:18.595293,2025-07-20 00:07:18.595294
270,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,(86.7%) 0 (0.0%) 4 (13.3%) 250+ ict 18 (60.0%) 0 (0.0%) 12 (40.0%) manufacturing 15 (50.0%) 1 (3.3%) 14,0.7,,2025-07-20 00:07:18.595295,2025-07-20 00:07:18.595296
271,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,(60.0%) 5 (16.7%) 7 (23.3%) 250+ ict 16 (53.3%) 0 (0.0%) 14 (46.7%) manufacturing 8 (26.7%) 3 (10.0%) 19,0.7,,2025-07-20 00:07:18.595296,2025-07-20 00:07:18.595297
272,7,adoption_metric,0.0,percentage,2024,ICT,Italy,Company Size: 50-249,%) 3 (10.0%) 19 (63.3%) ita 50-249 ict 14 (46.7%) 0 (0.0%) 16 (53.3%) manufacturing 10 (33.3%) 8 (26.7%) 12,0.7,,2025-07-20 00:07:18.595298,2025-07-20 00:07:18.595299
273,7,adoption_metric,0.0,percentage,2024,ICT,Japan,Company Size: 50-249,%) 6 (20.0%) 15 (50.0%) jpn 50-249 ict 19 (63.3%) 0 (0.0%) 11 (36.7%) manufacturing 22 (73.3%) 3 (10.0%) 5,0.7,,2025-07-20 00:07:18.595300,2025-07-20 00:07:18.595300
274,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,(73.3%) 3 (10.0%) 5 (16.7%) 250+ ict 25 (83.3%) 0 (0.0%) 5 (16.7%) manufacturing 17 (56.7%) 1 (3.3%) 12 (,0.7,,2025-07-20 00:07:18.595301,2025-07-20 00:07:18.595302
275,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 50-249,7%) 1 (3.3%) 12 (40.0%) usa 50-249 ict 19 (63.3%) 0 (0.0%) 11 (36.7%) manufacturing 9 (30.0%) 8 (26.7%) 13,0.7,,2025-07-20 00:07:18.595303,2025-07-20 00:07:18.595304
276,7,adoption_metric,0.0,percentage,2020,ICT,Canada,Company Size: 50-249,2000- 2010 2010- 2020 after 2020 can 50-249 ict 0 (0.0%) 0 (0.0%) 0 (0.0%) 2 (6.7%) 3 (10.0%) 4 (13.3%,0.7,,2025-07-20 00:07:18.595305,2025-07-20 00:07:18.595305
277,7,adoption_metric,0.0,percentage,2020,ICT,Canada,Company Size: 50-249,2010- 2020 after 2020 can 50-249 ict 0 (0.0%) 0 (0.0%) 0 (0.0%) 2 (6.7%) 3 (10.0%) 4 (13.3%) 13 (43.3,0.7,,2025-07-20 00:07:18.595306,2025-07-20 00:07:18.595307
278,7,adoption_metric,0.0,percentage,2020,ICT,Canada,Company Size: 50-249,after 2020 can 50-249 ict 0 (0.0%) 0 (0.0%) 0 (0.0%) 2 (6.7%) 3 (10.0%) 4 (13.3%) 13 (43.3%) 8 (26.7,0.7,,2025-07-20 00:07:18.595308,2025-07-20 00:07:18.595309
279,7,general_rate,0.0,percentage,2024,,,,6.7%) 3 (10.0%) 4 (13.3%) 13 (43.3%) 8 (26.7%) 0 (0.0%) manufacturing 1 (3.3%) 0 (0.0%) 1 (3.3%) 1,0.7,,2025-07-20 00:07:18.595311,2025-07-20 00:07:18.595312
280,7,general_rate,0.0,percentage,2024,,,,8 (26.7%) 0 (0.0%) manufacturing 1 (3.3%) 0 (0.0%) 1 (3.3%) 1 (3.3%) 0 (0.0%) 7 (23.3%) 8 (26.7%,0.7,,2025-07-20 00:07:18.595313,2025-07-20 00:07:18.595314
284,7,general_rate,0.0,percentage,2024,,,,3.3%) 2 (6.7%) 4 (13.3%) 13 (43.3%) 6 (20.0%) 0 (0.0%) manufacturing 4 (13.3%) 1 (3.3%) 2 (6.7%) 4,0.7,,2025-07-20 00:07:18.595320,2025-07-20 00:07:18.595321
290,7,general_rate,0.0,percentage,2024,,,,0.0%) 1 (3.3%) 7 (23.3%) 15 (50.0%) 7 (23.3%) 0 (0.0%) manufacturing 2 (6.7%) 0 (0.0%) 2 (6.7%) 0,0.7,,2025-07-20 00:07:18.595330,2025-07-20 00:07:18.595331
291,7,general_rate,0.0,percentage,2024,,,,7 (23.3%) 0 (0.0%) manufacturing 2 (6.7%) 0 (0.0%) 2 (6.7%) 0 (0.0%) 1 (3.3%) 12 (40.0%) 9 (30.0,0.7,,2025-07-20 00:07:18.595331,2025-07-20 00:07:18.595332
292,7,general_rate,0.0,percentage,2024,,,,manufacturing 2 (6.7%) 0 (0.0%) 2 (6.7%) 0 (0.0%) 1 (3.3%) 12 (40.0%) 9 (30.0%) 3 (10.0%) 1 (3.3%,0.7,,2025-07-20 00:07:18.595333,2025-07-20 00:07:18.595334
297,7,general_rate,0.0,percentage,2024,,,,(3.3%) 9 (30.0%) 7 (23.3%) 7 (23.3%) 5 (16.7%) 0 (0.0%) manufacturing 1 (3.3%) 0 (0.0%) 0 (0.0%) 0,0.7,,2025-07-20 00:07:18.595341,2025-07-20 00:07:18.595342
298,7,general_rate,0.0,percentage,2024,,,,5 (16.7%) 0 (0.0%) manufacturing 1 (3.3%) 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (3.3%) 8 (26.7%) 8 (26.7%,0.7,,2025-07-20 00:07:18.595343,2025-07-20 00:07:18.595344
299,7,general_rate,0.0,percentage,2024,,,,0 (0.0%) manufacturing 1 (3.3%) 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (3.3%) 8 (26.7%) 8 (26.7%) 12 (40.0,0.7,,2025-07-20 00:07:18.595345,2025-07-20 00:07:18.595345
300,7,general_rate,0.0,percentage,2024,,,,manufacturing 1 (3.3%) 0 (0.0%) 0 (0.0%) 0 (0.0%) 1 (3.3%) 8 (26.7%) 8 (26.7%) 12 (40.0%) 0 (0.0%,0.7,,2025-07-20 00:07:18.595346,2025-07-20 00:07:18.595347
303,7,general_rate,0.0,percentage,2024,,,,(3.3%) 6 (20.0%) 6 (20.0%) 5 (16.7%) 9 (30.0%) 0 (0.0%) manufacturing 4 (13.3%) 1 (3.3%) 3 (10.0%) 4,0.7,,2025-07-20 00:07:18.595351,2025-07-20 00:07:18.595352
306,7,general_rate,0.0,percentage,2024,,,,23.3%) 4 (13.3%) 3 (10.0%) 8 (26.7%) 7 (23.3%) 0 (0.0%) manufacturing 3 (10.0%) 1 (3.3%) 2 (6.7%) 4,0.7,,2025-07-20 00:07:18.595356,2025-07-20 00:07:18.595357
309,7,general_rate,0.0,percentage,2024,,,,(3.3%) 7 (23.3%) 8 (26.7%) 3 (10.0%) 5 (16.7%) 0 (0.0%) manufacturing 10 (33.3%) 3 (10.0%) 2 (6.7%),0.7,,2025-07-20 00:07:18.595361,2025-07-20 00:07:18.595362
314,7,general_rate,0.0,percentage,2024,,,,6.7%) 2 (6.7%) 8 (26.7%) 11 (36.7%) 7 (23.3%) 0 (0.0%) manufacturing 4 (13.3%) 2 (6.7%) 2 (6.7%) 4,0.7,,2025-07-20 00:07:18.595370,2025-07-20 00:07:18.595370
318,7,general_rate,0.0,percentage,2024,,,,10.0%) 8 (26.7%) 9 (30.0%) 5 (16.7%) 4 (13.3%) 0 (0.0%) manufacturing 7 (23.3%) 1 (3.3%) 3 (10.0%) 2,0.7,,2025-07-20 00:07:18.595376,2025-07-20 00:07:18.595377
321,7,general_rate,0.0,percentage,2024,,,,10.0%) 4 (13.3%) 9 (30.0%) 7 (23.3%) 6 (20.0%) 0 (0.0%) manufacturing 5 (16.7%) 0 (0.0%) 0 (0.0%) 1,0.7,,2025-07-20 00:07:18.595381,2025-07-20 00:07:18.595384
322,7,general_rate,0.0,percentage,2024,,,,6 (20.0%) 0 (0.0%) manufacturing 5 (16.7%) 0 (0.0%) 0 (0.0%) 1 (3.3%) 2 (6.7%) 2 (6.7%) 12 (40.0,0.7,,2025-07-20 00:07:18.595385,2025-07-20 00:07:18.595386
323,7,general_rate,0.0,percentage,2024,,,,0 (0.0%) manufacturing 5 (16.7%) 0 (0.0%) 0 (0.0%) 1 (3.3%) 2 (6.7%) 2 (6.7%) 12 (40.0%) 8 (26.7,0.7,,2025-07-20 00:07:18.595387,2025-07-20 00:07:18.595387
325,7,general_rate,0.0,percentage,2024,,,,13.3%) 6 (20.0%) 4 (13.3%) 3 (10.0%) 6 (20.0%) 0 (0.0%) manufacturing 13 (43.3%) 5 (16.7%) 1 (3.3%),0.7,,2025-07-20 00:07:18.595390,2025-07-20 00:07:18.595391
331,7,general_rate,0.0,percentage,2024,,,,ict 0 (0.0%) 1 (3.3%) 0 (0.0%) 0 (0.0%) 0 (0.0%) 4 (13.3%) 5 (16.7%) 19 (63.3%) 1 (3.3%) manu,0.7,,2025-07-20 00:07:18.595400,2025-07-20 00:07:18.595401
332,7,general_rate,0.0,percentage,2024,,,,(16.7%) 19 (63.3%) 1 (3.3%) manufacturing 0 (0.0%) 1 (3.3%) 0 (0.0%) 0 (0.0%) 3 (10.0%) 8 (26.7%,0.7,,2025-07-20 00:07:18.595402,2025-07-20 00:07:18.595403
333,7,general_rate,0.0,percentage,2024,,,,1 (3.3%) manufacturing 0 (0.0%) 1 (3.3%) 0 (0.0%) 0 (0.0%) 3 (10.0%) 8 (26.7%) 7 (23.3%) 10 (33.3,0.7,,2025-07-20 00:07:18.595404,2025-07-20 00:07:18.595404
334,7,general_rate,0.0,percentage,2024,,,,manufacturing 0 (0.0%) 1 (3.3%) 0 (0.0%) 0 (0.0%) 3 (10.0%) 8 (26.7%) 7 (23.3%) 10 (33.3%) 1 (3.3%,0.7,,2025-07-20 00:07:18.595405,2025-07-20 00:07:18.595406
337,7,general_rate,0.0,percentage,2024,,,,6.7%) 3 (10.0%) 6 (20.0%) 6 (20.0%) 12 (40.0%) 0 (0.0%) manufacturing 9 (30.0%) 3 (10.0%) 1 (3.3%) 3,0.7,,2025-07-20 00:07:18.595410,2025-07-20 00:07:18.595411
338,7,adoption_metric,0.0,percentage,2024,ICT,Canada,Company Size: 50-249,ar with this concept yes can 50-249 ict 7 (23.3%) 0 (0.0%) 23 (76.7%) manufacturing 5 (16.7%) 0 (0.0%) 25 (,0.7,,2025-07-20 00:07:18.595412,2025-07-20 00:07:18.595413
339,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,%) 0 (0.0%) 23 (76.7%) manufacturing 5 (16.7%) 0 (0.0%) 25 (83.3%) 250+ ict 4 (13.3%) 0 (0.0%) 26 (86.7%),0.7,,2025-07-20 00:07:18.595413,2025-07-20 00:07:18.595414
340,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,(16.7%) 0 (0.0%) 25 (83.3%) 250+ ict 4 (13.3%) 0 (0.0%) 26 (86.7%) manufacturing 15 (50.0%) 0 (0.0%) 15,0.7,,2025-07-20 00:07:18.595415,2025-07-20 00:07:18.595416
341,7,adoption_metric,0.0,percentage,2024,ICT,Germany,Company Size: 50-249,) 0 (0.0%) 26 (86.7%) manufacturing 15 (50.0%) 0 (0.0%) 15 (50.0%) deu 50-249 ict 2 (6.7%) 0 (0.0%) 28 (93.,0.7,,2025-07-20 00:07:18.595417,2025-07-20 00:07:18.595418
342,7,adoption_metric,0.0,percentage,2024,ICT,Germany,Company Size: 50-249,0.0%) 0 (0.0%) 15 (50.0%) deu 50-249 ict 2 (6.7%) 0 (0.0%) 28 (93.3%) manufacturing 14 (46.7%) 0 (0.0%) 16,0.7,,2025-07-20 00:07:18.595418,2025-07-20 00:07:18.595419
343,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,) 0 (0.0%) 28 (93.3%) manufacturing 14 (46.7%) 0 (0.0%) 16 (53.3%) 250+ ict 2 (6.7%) 0 (0.0%) 28 (93.3%),0.7,,2025-07-20 00:07:18.595420,2025-07-20 00:07:18.595421
344,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,4 (46.7%) 0 (0.0%) 16 (53.3%) 250+ ict 2 (6.7%) 0 (0.0%) 28 (93.3%) manufacturing 12 (40.0%) 0 (0.0%) 18,0.7,,2025-07-20 00:07:18.595422,2025-07-20 00:07:18.595422
345,7,adoption_metric,0.0,percentage,2024,ICT,France,Company Size: 50-249,) 0 (0.0%) 28 (93.3%) manufacturing 12 (40.0%) 0 (0.0%) 18 (60.0%) fra 50-249 ict 3 (10.0%) 0 (0.0%) 27 (90,0.7,,2025-07-20 00:07:18.595423,2025-07-20 00:07:18.595424
346,7,adoption_metric,0.0,percentage,2024,ICT,France,Company Size: 50-249,.0%) 0 (0.0%) 18 (60.0%) fra 50-249 ict 3 (10.0%) 0 (0.0%) 27 (90.0%) manufacturing 2 (6.7%) 0 (0.0%) 28 (9,0.7,,2025-07-20 00:07:18.595425,2025-07-20 00:07:18.595426
347,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,0%) 0 (0.0%) 27 (90.0%) manufacturing 2 (6.7%) 0 (0.0%) 28 (93.3%) 250+ ict 0 (0.0%) 1 (3.3%) 29 (96.7%),0.7,,2025-07-20 00:07:18.595427,2025-07-20 00:07:18.595427
348,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,facturing 2 (6.7%) 0 (0.0%) 28 (93.3%) 250+ ict 0 (0.0%) 1 (3.3%) 29 (96.7%) manufacturing 5 (16.7%) 0 (0,0.7,,2025-07-20 00:07:18.595428,2025-07-20 00:07:18.595429
349,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 50-249,%) 1 (3.3%) 29 (96.7%) manufacturing 5 (16.7%) 0 (0.0%) 25 (83.3%) gbr 50-249 ict 5 (16.7%) 0 (0.0%) 25 (83,0.7,,2025-07-20 00:07:18.595430,2025-07-20 00:07:18.595431
350,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 50-249,.7%) 0 (0.0%) 25 (83.3%) gbr 50-249 ict 5 (16.7%) 0 (0.0%) 25 (83.3%) manufacturing 11 (36.7%) 0 (0.0%) 19,0.7,,2025-07-20 00:07:18.595432,2025-07-20 00:07:18.595432
351,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,) 0 (0.0%) 25 (83.3%) manufacturing 11 (36.7%) 0 (0.0%) 19 (63.3%) 250+ ict 3 (10.0%) 0 (0.0%) 27 (90.0%),0.7,,2025-07-20 00:07:18.595433,2025-07-20 00:07:18.595434
352,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,(36.7%) 0 (0.0%) 19 (63.3%) 250+ ict 3 (10.0%) 0 (0.0%) 27 (90.0%) manufacturing 9 (30.0%) 0 (0.0%) 21 (,0.7,,2025-07-20 00:07:18.595435,2025-07-20 00:07:18.595436
353,7,adoption_metric,0.0,percentage,2024,ICT,Italy,Company Size: 50-249,%) 0 (0.0%) 27 (90.0%) manufacturing 9 (30.0%) 0 (0.0%) 21 (70.0%) ita 50-249 ict 9 (30.0%) 0 (0.0%) 21 (70,0.7,,2025-07-20 00:07:18.595436,2025-07-20 00:07:18.595437
354,7,adoption_metric,0.0,percentage,2024,ICT,Italy,Company Size: 50-249,.0%) 0 (0.0%) 21 (70.0%) ita 50-249 ict 9 (30.0%) 0 (0.0%) 21 (70.0%) manufacturing 13 (43.3%) 0 (0.0%) 17,0.7,,2025-07-20 00:07:18.595438,2025-07-20 00:07:18.595439
355,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,) 0 (0.0%) 21 (70.0%) manufacturing 13 (43.3%) 0 (0.0%) 17 (56.7%) 250+ ict 1 (3.3%) 0 (0.0%) 29 (96.7%),0.7,,2025-07-20 00:07:18.595440,2025-07-20 00:07:18.595441
356,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,3 (43.3%) 0 (0.0%) 17 (56.7%) 250+ ict 1 (3.3%) 0 (0.0%) 29 (96.7%) manufacturing 11 (36.7%) 0 (0.0%) 19,0.7,,2025-07-20 00:07:18.595441,2025-07-20 00:07:18.595442
357,7,adoption_metric,0.0,percentage,2024,ICT,Japan,Company Size: 50-249,) 0 (0.0%) 29 (96.7%) manufacturing 11 (36.7%) 0 (0.0%) 19 (63.3%) jpn 50-249 ict 6 (20.0%) 0 (0.0%) 24 (80,0.7,,2025-07-20 00:07:18.595443,2025-07-20 00:07:18.595444
358,7,adoption_metric,0.0,percentage,2024,ICT,Japan,Company Size: 50-249,.7%) 0 (0.0%) 19 (63.3%) jpn 50-249 ict 6 (20.0%) 0 (0.0%) 24 (80.0%) manufacturing 6 (20.0%) 0 (0.0%) 24 (,0.7,,2025-07-20 00:07:18.595445,2025-07-20 00:07:18.595445
359,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,%) 0 (0.0%) 24 (80.0%) manufacturing 6 (20.0%) 0 (0.0%) 24 (80.0%) 250+ ict 3 (10.0%) 0 (0.0%) 27 (90.0%),0.7,,2025-07-20 00:07:18.595446,2025-07-20 00:07:18.595447
360,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,(20.0%) 0 (0.0%) 24 (80.0%) 250+ ict 3 (10.0%) 0 (0.0%) 27 (90.0%) manufacturing 7 (23.3%) 2 (6.7%) 21 (,0.7,,2025-07-20 00:07:18.595448,2025-07-20 00:07:18.595449
361,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 50-249,.3%) 2 (6.7%) 21 (70.0%) usa 50-249 ict 5 (16.7%) 0 (0.0%) 25 (83.3%) manufacturing 17 (56.7%) 2 (6.7%) 11,0.7,,2025-07-20 00:07:18.595450,2025-07-20 00:07:18.595450
362,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,7 (56.7%) 2 (6.7%) 11 (36.7%) 250+ ict 1 (3.3%) 0 (0.0%) 29 (96.7%) manufacturing 2 (6.7%) 1 (3.3%) 27 (9,0.7,,2025-07-20 00:07:18.595451,2025-07-20 00:07:18.595452
363,7,adoption_metric,0.0,percentage,2024,ICT,Canada,Company Size: 50-249,know no yes don't know no yes can 50-249 ict 0 (0.0%) 27 (90.0%) 3 (10.0%) 0 (0.0%) 24 (80.0%) 6 (20.0,0.7,,2025-07-20 00:07:18.595453,2025-07-20 00:07:18.595454
364,7,adoption_metric,0.0,percentage,2024,ICT,Canada,Company Size: 50-249,can 50-249 ict 0 (0.0%) 27 (90.0%) 3 (10.0%) 0 (0.0%) 24 (80.0%) 6 (20.0%) 0 (0.0%) 19 (63.3%) 11 (36.,0.7,,2025-07-20 00:07:18.595456,2025-07-20 00:07:18.595457
365,7,general_rate,0.0,percentage,2024,,,,90.0%) 3 (10.0%) 0 (0.0%) 24 (80.0%) 6 (20.0%) 0 (0.0%) 19 (63.3%) 11 (36.7%) 0 (0.0%) 11 (36.7%) 19 (63,0.7,,2025-07-20 00:07:18.595458,2025-07-20 00:07:18.595459
366,7,general_rate,0.0,percentage,2024,,,,0.0%) 6 (20.0%) 0 (0.0%) 19 (63.3%) 11 (36.7%) 0 (0.0%) 11 (36.7%) 19 (63.3%) mft 2 (6.7%) 16 (53.3,0.7,,2025-07-20 00:07:18.595460,2025-07-20 00:07:18.595461
367,7,general_rate,0.0,percentage,2024,,,,63.3%) mft 2 (6.7%) 16 (53.3%) 12 (40.0%) 0 (0.0%) 16 (53.3%) 14 (46.7%) 0 (0.0%) 18 (60.0%) 12 (40,0.7,,2025-07-20 00:07:18.595461,2025-07-20 00:07:18.595462
368,7,general_rate,0.0,percentage,2024,,,,.3%) 12 (40.0%) 0 (0.0%) 16 (53.3%) 14 (46.7%) 0 (0.0%) 18 (60.0%) 12 (40.0%) 0 (0.0%) 11 (36.7%) 19 (63,0.7,,2025-07-20 00:07:18.595463,2025-07-20 00:07:18.595464
369,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,.3%) 14 (46.7%) 0 (0.0%) 18 (60.0%) 12 (40.0%) 0 (0.0%) 11 (36.7%) 19 (63.3%) 250+ ict 0 (0.0%) 26 (8,0.7,,2025-07-20 00:07:18.595465,2025-07-20 00:07:18.595466
370,7,adoption_metric,0.0,percentage,2024,ICT,,Company Size: 250+,0%) 0 (0.0%) 11 (36.7%) 19 (63.3%) 250+ ict 0 (0.0%) 26 (86.7%) 4 (13.3%) 0 (0.0%) 20 (66.7%) 10 (33.,0.7,,2025-07-20 00:07:18.595467,2025-07-20 00:07:18.595467
