value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
24.0,number,ai_implementation_count,government_public,"JEL Codes: O31, O32, O33, J24, L65.  MIT Department of Economics  Email: aidantr mit.edu  Website: aidantr github.io",0,5,0.6136470588235294,2024,pattern_matching,['Missing required context keywords'],Codes,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247833
65.0,number,ai_implementation_count,government_public,"JEL Codes: O31, O32, O33, J24, L65.  MIT Department of Economics  Email: aidantr mit.edu  Website: aidantr github.io",0,5,0.6136470588235294,2024,pattern_matching,['Missing required context keywords'],Codes,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247834
44.0,percentage,ai_adoption_rate,unknown,These compounds possess superior proper-,1,28,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247835
44.0,number,ai_implementation_count,unknown,These compounds possess superior proper-,1,28,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247836
39.0,percentage,ai_adoption_rate,unknown,This influx of materials leads to a 39% increase,1,29,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247837
39.0,number,ai_implementation_count,unknown,This influx of materials leads to a 39% increase,1,29,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247838
17.0,percentage,ai_adoption_rate,unknown,"in patent filings and, several months later, a 17% rise in product prototypes incorporating the new",1,30,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247839
17.0,number,ai_patents_filed,unknown,"in patent filings and, several months later, a 17% rise in product prototypes incorporating the new",1,30,0.7,2024,pattern_matching,[],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247840
15.0,percentage,ai_adoption_rate,professional_services,These results,1,31,0.46912000000000004,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247841
2.023,millions_usd,cost_reduction,professional_services,"Because models are trained on existing knowledge, they",2,4,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Because,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247842
2016.0,number,ai_implementation_count,unknown,Compared to,2,7,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Compared,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247843
81.0,percentage,ai_adoption_rate,unknown,This suggests that AI and,2,21,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247845
16.0,percentage,time_savings,unknown,"Meanwhile, time spent",2,28,0.5599999999999999,2024,pattern_matching,[],Meanwhile,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247845
74.0,percentage,ai_adoption_rate,unknown,AI therefore has countervailing effects: while it,2,29,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247847
74.0,number,ai_implementation_count,unknown,AI therefore has countervailing effects: while it,2,29,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247847
2008.0,number,ai_implementation_count,unknown,", 2020), these results show that only scientists with",3,16,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247848
2020.0,number,ai_implementation_count,unknown,", 2020), these results show that only scientists with",3,16,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247849
83.0,percentage,ai_adoption_rate,unknown,The lab more,3,23,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247850
2021.0,number,job_creation,unknown,"worker wellbeing and the expertise needed to succeed on the job (Nazareno and Schiff, 2021  Soffia",3,27,0.7,2024,pattern_matching,[],Nazareno,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247851
82.0,percentage,ai_adoption_rate,unknown,,4,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247852
82.0,number,ai_implementation_count,unknown,,4,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247853
71.0,percentage,ai_adoption_rate,unknown,These findings show that hands-on experience with AI can meaningfully influence views,4,9,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247854
71.0,number,ai_implementation_count,unknown,These findings show that hands-on experience with AI can meaningfully influence views,4,9,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247855
1998.0,number,ai_implementation_count,professional_services,", 2003",4,25,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247856
2002.0,number,ai_implementation_count,professional_services,", 2003",4,25,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247857
2003.0,number,ai_implementation_count,professional_services,", 2003",4,25,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247858
2014.0,number,ai_implementation_count,unknown,", 2014  Autor, 2015  Garicano and Rossi-Hansberg, 2015  Webb, 2020  Acemoglu and",4,26,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Autor,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247859
2015.0,number,ai_implementation_count,unknown,", 2014  Autor, 2015  Garicano and Rossi-Hansberg, 2015  Webb, 2020  Acemoglu and",4,26,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Autor,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247860
2023.0,number,ai_implementation_count,transportation_logistics,,5,16,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247861
2024.0,number,ai_implementation_count,transportation_logistics,,5,16,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247862
2014.0,number,ai_implementation_count,professional_services,"1A recent debate centers around AI s macroeconomic implications (Bostrom, 2014  Brynjolfsson and Unger, 2023  Clancy and Besiroglu, 2023  Erdil and Besiroglu, 2023  Ramani and Wang, 2023  Schulman, 2023  Aschenbrenner, 2024  Cho",5,29,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Bostrom,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247863
1950.0,number,ai_implementation_count,unknown,"purification of silicon in the 1950s enabled the development of integrated circuits, laying the",6,14,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247864
2004.0,number,job_creation,unknown,Graphene a crystalline carbon lattice created in 2004 has,6,15,0.7,2004,pattern_matching,[],Graphene,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247864
1.0,number,ai_implementation_count,retail_ecommerce,"First, scientists define a set of target properties and",6,28,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],First,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247865
80.0,percentage,ai_adoption_rate,unknown,"Historically, more than 80% of the lab s",7,36,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Historically,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247866
80.0,number,ai_implementation_count,unknown,"Historically, more than 80% of the lab s",7,36,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Historically,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247867
4.0,number,job_creation,manufacturing,,8,28,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247868
2014.0,number,job_creation,manufacturing,,8,28,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247869
2016.0,number,job_creation,manufacturing,,8,28,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247870
2017.0,number,job_creation,manufacturing,,8,28,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247871
2018.0,number,job_creation,manufacturing,,8,28,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247872
7.0,number,ai_implementation_count,transportation_logistics,7 The treatment groups were comprised,10,11,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247873
404.0,number,ai_patents_filed,unknown,"At the start of each wave, researchers participated in a",10,12,0.7,2024,pattern_matching,[],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247874
419.0,number,ai_patents_filed,unknown,"At the start of each wave, researchers participated in a",10,12,0.7,2024,pattern_matching,[],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247875
195.0,number,ai_patents_filed,unknown,"At the start of each wave, researchers participated in a",10,12,0.7,2024,pattern_matching,[],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247876
1.0,number,ai_implementation_count,energy_utilities,,10,14,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247877
18.0,number,ai_implementation_count,energy_utilities,,10,14,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247878
221.0,number,ai_implementation_count,energy_utilities,,10,14,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247879
2.2,millions_usd,ai_investment_amount,unknown,"2 million crystal structures discovered by DeepMind s AI tool found  scant evidence for compounds that fulfill the trifecta of novelty, credibility and utility",10,26,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247880
7.0,number,job_creation,unknown,"7To my knowledge, no changes to hiring and training were made during the experiment. Nevertheless, I exclude new hires from my main analysis.",10,26,0.7,2024,pattern_matching,[],Nevertheless,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247881
150.0,number,ai_implementation_count,unknown,"I compare each discovered compound to more than 150,000 materials in the",11,17,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247882
0.0,number,ai_implementation_count,unknown,"I compare each discovered compound to more than 150,000 materials in the",11,17,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247883
2013.0,number,ai_implementation_count,unknown,This methodology,11,18,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247883
64.0,percentage,ai_adoption_rate,unknown,"novelty results are therefore based solely on the crystals in my sample, comprising 64% of all",11,20,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247884
64.0,number,ai_implementation_count,unknown,"novelty results are therefore based solely on the crystals in my sample, comprising 64% of all",11,20,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247885
0.0,number,ai_patents_filed,unknown,"lies in the interval  0, 1 , where patents using the exact same words in the same proportion have",11,32,0.7,2024,pattern_matching,[],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247886
1.0,number,ai_patents_filed,unknown,"lies in the interval  0, 1 , where patents using the exact same words in the same proportion have",11,32,0.7,2024,pattern_matching,[],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247887
544.0,number,ai_implementation_count,unknown,,12,6,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247888
6.28,percentage,ai_adoption_rate,unknown,,12,6,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247889
7.8,number,ai_implementation_count,energy_utilities,6 million observations over the four year,12,15,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247890
7.0,number,ai_implementation_count,energy_utilities,6 million observations over the four year,12,15,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247891
1.6,millions_usd,ai_investment_amount,energy_utilities,6 million observations over the four year,12,15,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247892
35.0,percentage,ai_adoption_rate,professional_services,", 2022) and for surveys of scientists it can be below 10% (Hill and Stein, 2024  Myers",13,15,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Hill,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247892
35.0,number,ai_implementation_count,professional_services,", 2022) and for surveys of scientists it can be below 10% (Hill and Stein, 2024  Myers",13,15,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Hill,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247893
2022.0,number,ai_implementation_count,professional_services,", 2022) and for surveys of scientists it can be below 10% (Hill and Stein, 2024  Myers",13,15,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Hill,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247894
10.0,percentage,ai_adoption_rate,professional_services,", 2022) and for surveys of scientists it can be below 10% (Hill and Stein, 2024  Myers",13,15,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Hill,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247895
13.0,number,ai_implementation_count,professional_services,Appendix Table A13 shows the number of responses to each survey,13,18,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Appendix Table,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247896
60.0,percentage,ai_adoption_rate,unknown,"Scientists are highly educated, with more than 60% holding a PhD, and have worked at the",14,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Scientists,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247897
60.0,number,ai_implementation_count,unknown,"Scientists are highly educated, with more than 60% holding a PhD, and have worked at the",14,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Scientists,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247898
1.0,number,ai_implementation_count,transportation_logistics,"to treatment groups, Table 1 reports balance tests for the three waves, showing no systematic",14,20,0.76,2024,pattern_matching,[],Table,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247899
1.0,number,ai_implementation_count,financial_services,Ordinary least squares estimates of Equations (1) and (2) may be biased if treatment effects,14,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Ordinary,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247900
2.0,number,ai_implementation_count,financial_services,Ordinary least squares estimates of Equations (1) and (2) may be biased if treatment effects,14,25,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Ordinary,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247901
2017.0,number,ai_implementation_count,unknown,", 2020), I also take a design-based approach and perform permutation",15,4,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247901
78.0,number,ai_implementation_count,unknown,07 0.04 0.05 0.06 Share Master s Degree 0.33 0.,15,8,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Share Master,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247902
45.75,number,ai_implementation_count,unknown,07 0.04 0.05 0.06 Share Master s Degree 0.33 0.30 0.3,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Master,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247903
75.0,number,ai_implementation_count,unknown,07 0.04 0.05 0.06 Share Master s Degree 0.33 0.30 0.3,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Master,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247904
45.0,number,ai_implementation_count,unknown,07 0.04 0.05 0.06 Share Master s Degree 0.33 0.30 0.33 0,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Master,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247905
88.0,number,ai_implementation_count,unknown,07 0.04 0.05 0.06 Share Master s Degree 0.33 0.30 0.33 0.40,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Master,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247906
25.0,number,ai_implementation_count,unknown,07 0.04 0.05 0.06 Share Master s Degree 0.33 0.30 0.33 0.40 0.06 Share Doctoral Degreee 0.61 0.63 0.63,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Master,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247907
79.0,number,ai_implementation_count,unknown,07 0.04 0.05 0.06 Share Master s Degree 0.33 0.30 0.33 0.40 0.06 Share Doctoral Degreee 0.61 0.63 0.63 0.56,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Master,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247908
33.0,number,ai_implementation_count,unknown,33 0.30 0.33 0.40 0.06 Share Doctoral Degreee 0.61 0.63 0.63 0.56 0.05 Share Chemical Engineers 0.22 0.21 0.23 0.19 0.06 Share Chemists 0.14 0.13 0.14 0,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Doctoral Degreee,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247909
30.0,number,ai_implementation_count,unknown,30 0.33 0.40 0.06 Share Doctoral Degreee 0.61 0.63 0.63 0.56 0.05 Share Chemical Engineers 0.22 0.21 0.23 0.19 0.06 Share Chemists 0.14 0.13 0.14 0.15 0,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Doctoral Degreee,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247910
40.0,number,ai_implementation_count,unknown,40 0.06 Share Doctoral Degreee 0.61 0.63 0.63 0.56 0.05 Share Chemical Engineers 0.22 0.21 0.23 0.19 0.06 Share Chemists 0.14 0.13 0.14 0.15 0.03 Share,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Doctoral Degreee,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247911
61.0,number,ai_implementation_count,unknown,61 0.63 0.63 0.56 0.05 Share Chemical Engineers 0.22 0.21 0.23 0.19 0.06 Share Chemists 0.14 0.13 0.14 0.15 0.03 Share Materials Scientists 0.23 0.25 0.,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Chemical Engineers,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247912
63.0,number,ai_implementation_count,unknown,63 0.63 0.56 0.05 Share Chemical Engineers 0.22 0.21 0.23 0.19 0.06 Share Chemists 0.14 0.13 0.14 0.15 0.03 Share Materials Scientists 0.23 0.25 0.22 0.,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Chemical Engineers,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247913
56.0,number,ai_implementation_count,unknown,56 0.05 Share Chemical Engineers 0.22 0.21 0.23 0.19 0.06 Share Chemists 0.14 0.13 0.14 0.15 0.03 Share Materials Scientists 0.23 0.25 0.22 0.24 0.04 Sh,15,8,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Share Chemical Engineers,"Artificial Intelligence, Scientific Discovery, and Product Innovation.pdf",2025-07-24T17:20:04.247913
