original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
11856,14.0,percentage,2025,percentages,appears to be yes. show that call center operators became 14% more productive when they used the tec...,Duplicate record (keeping first occurrence),0.9,REMOVE,5727.0
11857,30.0,percentage,2025,employment,"ctive when they used the technology, with the gains of over 30% for the least experienced workers. w...",Duplicate record (keeping first occurrence),0.9,REMOVE,5728.0
11858,7.0,percentage,2025,percentages,"s a suggests that generative ai could raise global gdp by 7%, a truly significant effect for any sin...",Duplicate record (keeping first occurrence),0.9,REMOVE,5729.0
11859,30.0,percentage,2025,employment,"stance, if generative ai makes cognitive workers on average 30% more productive over a decade or two...",Duplicate record (keeping first occurrence),0.9,REMOVE,5728.0
11860,60.0,percentage,2025,percentages,tive over a decade or two and cognitive work makes up about 60% of all value added in the economy (a...,Duplicate record (keeping first occurrence),0.9,REMOVE,5731.0
11861,18.0,percentage,2025,productivity,"ge bill attributable to cognitive tasks), this amounts to a 18% increase in aggregate productivity a...",Duplicate record (keeping first occurrence),0.9,REMOVE,5732.0
11862,2.0,percentage,2025,productivity,"owth—in perpetuity. for example, if productivity growth was 2% and the cognitive labor that underpin...",Duplicate record (keeping first occurrence),0.9,REMOVE,5733.0
11863,20.0,percentage,2025,productivity,"d the cognitive labor that underpins productivity growth is 20% more productive, this would raise th...",Duplicate record (keeping first occurrence),0.9,REMOVE,5726.0
11864,20.0,percentage,2025,productivity,"uctive, this would raise the growth rate of productivity by 20% to 2.4%. in a given year, such a cha...",Duplicate record (keeping first occurrence),0.9,REMOVE,5726.0
11865,2.4,percentage,2025,productivity,"this would raise the growth rate of productivity by 20% to 2.4%. in a given year, such a change is b...",Duplicate record (keeping first occurrence),0.9,REMOVE,5736.0
11866,5.0,percentage,2025,productivity,"iny increase in productivity growth would leave the economy 5% larger, and the growth would compound...",Duplicate record (keeping first occurrence),0.9,REMOVE,5737.0
11867,33.0,percentage,2025,productivity,"izon. the baseline follows the , giving rise to a total of 33% productivity growth over 20 years. th...",Duplicate record (keeping first occurrence),0.9,REMOVE,5738.0
11868,1.5,percentage,2025,productivity,"rent projection of the congressional budget office (cbo) of 1.5% productivity growth 6/20/25, 12:51 ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5739.0
11869,18.0,percentage,2025,productivity,"aises the level of productivity and output by an additional 18% over ten years, as suggested by the ...",Duplicate record (keeping first occurrence),0.9,REMOVE,5732.0
11870,49.0,percentage,2025,percentages,the eloundou et al. paper cited earlier predicts that up to 49% of the workforce could eventually ha...,Duplicate record (keeping first occurrence),0.9,REMOVE,5741.0
