original_id,value,unit,year,metric_type,context_preview,reason,kept_record_id,confidence
5672,500.0,millions_usd,2025,investment,"ai startup specializing in enterprise applications, raises $500 million in funding at a valuation of...",Duplicate record (keeping first occurrence),5650,0.9
5675,640.0,millions_usd,2025,investment,"an ai chip startup specializing in fast inference, raises $640 million at a valuation of $2.8 billio...",Duplicate record (keeping first occurrence),5668,0.9
5678,1.0,billions_usd,2024,investment,"amd, 2024 sep 5, 2024 safe superintelligence (ssi) secures $1 billion in funding. investment/funding...",Duplicate record (keeping first occurrence),5666,0.9
5686,500.0,millions_usd,2025,investment,"i, a startup focused on ai-powered search products, raises $500 million at a valuation of $9 billion...",Duplicate record (keeping first occurrence),5650,0.9
5688,6.0,billions_usd,2024,investment,".22 source: ai magazine, 2024 dec 23, 2024 xai announces a $6 billion funding round, bringing the to...",Duplicate record (keeping first occurrence),5671,0.9
5692,252.3,billions_usd,2024,investment,"nd public offerings. in 2024, the total investment grew to $252.3 billion, an increase of 25.5% from...",Duplicate record (keeping first occurrence),5609,0.9
5694,33.9,billions_usd,2024,growth_rate,"ease sharply (figure 4.3.3). in 2024, the sector attracted $33.9 billion, representing an 18.7% incr...",Duplicate record (keeping first occurrence),5610,0.9
5704,21.3,percentage,2023,growth_rate,"ice as many agencies. globally, legislative mentions of ai rose 21.3% across 75 countries since 2023...",Duplicate record (keeping first occurrence),5517,0.9
5705,22.0,percentage,2025,growth_rate,umber of graduates with bachelor’s degrees in computing has increased 22% over the last 10 years. ye...,Duplicate record (keeping first occurrence),5518,0.9
5706,40.0,percentage,2025,cost,"th costs dropping 30% per year, while energy efficiency has increased by 40% annually. 9. carbon emi...",Duplicate record (keeping first occurrence),5505,0.9
5707,28.8,percentage,2023,growth_rate,"he number of rai papers accepted at leading ai conferences increased by 28.8%, from 992 in 2023 to 1...",Duplicate record (keeping first occurrence),5559,0.9
5708,21.3,percentage,2024,growth_rate,"cross 75 countries, ai mentions in legislative proceedings increased by 21.3% in 2024, rising to 1,8...",Duplicate record (keeping first occurrence),5585,0.9
5709,40.0,percentage,2025,cost,"th costs dropping 30% per year, while energy efficiency has increased by 40% annually. 9. carbon emi...",Duplicate record (keeping first occurrence),5505,0.9
5710,28.8,percentage,2023,growth_rate,"he number of rai papers accepted at leading ai conferences increased by 28.8%, from 992 in 2023 to 1...",Duplicate record (keeping first occurrence),5559,0.9
5711,28.8,percentage,2023,growth_rates,"he number of rai papers accepted at leading ai conferences rose by 28.8%, from 992 in 2023 to 1,278 ...",Duplicate record (keeping first occurrence),5559,0.9
5715,12.1,percentage,2025,investment,"red with the previous year, while mergers and acquisitions increased by 12.1%. over the past decade,...",Duplicate record (keeping first occurrence),5562,0.9
5717,21.3,percentage,2024,growth_rate,"75 major countries, ai mentions in legislative proceedings increased by 21.3% in 2024, rising to 1,8...",Duplicate record (keeping first occurrence),5585,0.9
7018,252.3,billions_usd,2025,investment,nan,Duplicate record (keeping first occurrence),889,0.9
7019,0.01,unknown,2025,carbon_emissions,nan,Duplicate record (keeping first occurrence),890,0.9
11626,252.3,billions_usd,2025,investment,nan,Duplicate record (keeping first occurrence),889,0.9
11627,0.01,unknown,2025,carbon_emissions,nan,Duplicate record (keeping first occurrence),890,0.9
11628,18.7,percentage,2023,investment,attracting $33.9 billion globally in private investment—an 18.7% increase from 2023. ai business usa...,Duplicate record (keeping first occurrence),5499,0.9
11629,78.0,percentage,2023,adoption_rate,increase from 2023. ai business usage is also accelerating: 78% of organizations reported using ai i...,Duplicate record (keeping first occurrence),5500,0.9
11630,55.0,percentage,2024,adoption_rate,"g: 78% of organizations reported using ai in 2024, up from 55% the year before. meanwhile, a growing...",Duplicate record (keeping first occurrence),5501,0.9
11631,83.0,percentage,2025,percentages,"—but deep regional divides remain. in countries like china (83%), indonesia (80%), and thailand (77%...",Duplicate record (keeping first occurrence),5502,0.9
11632,80.0,percentage,2025,percentages,"l divides remain. in countries like china (83%), indonesia (80%), and thailand (77%), strong majorit...",Duplicate record (keeping first occurrence),5503,0.9
11633,77.0,percentage,2025,percentages,"countries like china (83%), indonesia (80%), and thailand (77%), strong majorities see ai products a...",Duplicate record (keeping first occurrence),5504,0.9
11634,40.0,percentage,2025,percentages,"ontrast, optimism remains far lower in places like canada (40%), the united states (39%), and the ne...",Duplicate record (keeping first occurrence),5505,0.9
11635,39.0,percentage,2025,percentages,"far lower in places like canada (40%), the united states (39%), and the netherlands (36%). still, se...",Duplicate record (keeping first occurrence),5506,0.9
11636,36.0,percentage,2022,percentages,"canada (40%), the united states (39%), and the netherlands (36%). still, sentiment is shifting: sinc...",Duplicate record (keeping first occurrence),5507,0.9
11637,10.0,percentage,2025,percentages,"several previously skeptical countries, including germany (+10%), france (+10%), canada (+8%), great...",Duplicate record (keeping first occurrence),5508,0.9
11638,10.0,percentage,2025,percentages,"sly skeptical countries, including germany (+10%), france (+10%), canada (+8%), great britain (+8%),...",Duplicate record (keeping first occurrence),5508,0.9
11639,8.0,percentage,2025,percentages,"untries, including germany (+10%), france (+10%), canada (+8%), great britain (+8%), and the united ...",Duplicate record (keeping first occurrence),5510,0.9
11640,8.0,percentage,2025,percentages,"rmany (+10%), france (+10%), canada (+8%), great britain (+8%), and the united states (+4%). 7. ai b...",Duplicate record (keeping first occurrence),5510,0.9
11641,4.0,percentage,2025,percentages,"canada (+8%), great britain (+8%), and the united states (+4%). 7. ai becomes more efficient, afford...",Duplicate record (keeping first occurrence),5512,0.9
11642,30.0,percentage,2024,cost,"ctober 2024. at the hardware level, costs have declined by 30% annually, while energy efficiency has...",Duplicate record (keeping first occurrence),5513,0.9
11643,40.0,percentage,2025,productivity,"ed by 30% annually, while energy efficiency has improved by 40% each year. open-weight models are cl...",Duplicate record (keeping first occurrence),5505,0.9
11644,8.0,percentage,2025,percentages,"ith closed models, reducing the performance difference from 8% to just 1.7% on some benchmarks in a ...",Duplicate record (keeping first occurrence),5510,0.9
11645,1.7,percentage,2025,percentages,"models, reducing the performance difference from 8% to just 1.7% on some benchmarks in a single year...",Duplicate record (keeping first occurrence),5516,0.9
11646,21.3,percentage,2023,growth_rate,"s many agencies. globally, legislative mentions of ai rose 21.3% across 75 countries since 2023, mar...",Duplicate record (keeping first occurrence),5517,0.9
11647,22.0,percentage,2025,growth_rate,raduates with bachelor’s degrees in computing has increased 22% over the last 10 years. yet access r...,Duplicate record (keeping first occurrence),5518,0.9
11648,81.0,percentage,2025,percentages,"to basic infrastructure gaps like electricity. in the u.s., 81% of k–12 cs teachers say ai should be...",Duplicate record (keeping first occurrence),5519,0.9
11649,90.0,percentage,2024,percentages,s racing ahead in ai—but the frontier is tightening. nearly 90% of notable ai models in 2024 came fr...,Duplicate record (keeping first occurrence),5520,0.9
11650,60.0,percentage,2024,percentages,"% of notable ai models in 2024 came from industry, up from 60% in 2023, while academia remains the t...",Duplicate record (keeping first occurrence),5521,0.9
11651,11.9,percentage,2025,percentages,"difference between the top and 10th-ranked models fell from 11.9% to 5.4% in a year, and the top two...",Duplicate record (keeping first occurrence),5522,0.9
11652,5.4,percentage,2025,percentages,"e between the top and 10th-ranked models fell from 11.9% to 5.4% in a year, and the top two are now ...",Duplicate record (keeping first occurrence),5523,0.9
11653,0.7,percentage,2025,percentages,"5.4% in a year, and the top two are now separated by just 0.7%. the frontier is increasingly competi...",Duplicate record (keeping first occurrence),5524,0.9
11654,90.0,percentage,2024,percentages,"index reports, has only grown more pronounced, with nearly 90% of notable models in 2024 (compared t...",Duplicate record (keeping first occurrence),5520,0.9
11655,60.0,percentage,2024,percentages,"ced, with nearly 90% of notable models in 2024 (compared to 60% in 2023) originating from industry. ...",Duplicate record (keeping first occurrence),5521,0.9
11656,23.2,percentage,2023,percentages,"al research. in 2023, china produced more ai publications (23.2%) and citations (22.6%) than any oth...",Duplicate record (keeping first occurrence),5527,0.9
11657,22.6,percentage,2025,percentages,china produced more ai publications (23.2%) and citations (22.6%) than any other country. over the p...,Duplicate record (keeping first occurrence),5528,0.9
11658,21.6,percentage,2013,percentages,ai’s share of computer science publications has risen from 21.6% in 2013 to 41.8% in 2023. 4. the un...,Duplicate record (keeping first occurrence),5529,0.9
11659,41.8,percentage,2013,percentages,puter science publications has risen from 21.6% in 2013 to 41.8% in 2023. 4. the united states conti...,Duplicate record (keeping first occurrence),5530,0.9
11660,29.6,percentage,2023,percentages,". in just the last year, the number of ai patents has risen 29.6%. as of 2023, china leads in total ...",Duplicate record (keeping first occurrence),5531,0.9
11661,69.7,percentage,2023,percentages,"s of 2023, china leads in total ai patents, accounting for 69.7% of all grants, while south korea an...",Duplicate record (keeping first occurrence),5532,0.9
11662,43.0,percentage,2025,percentages,"ce, measured in 16-bit floating-point operations, has grown 43% annually, doubling every 1.9 years. ...",Duplicate record (keeping first occurrence),5533,0.9
11663,30.0,percentage,2025,cost,"years. price performance has improved, with costs dropping 30% per year, while energy efficiency has...",Duplicate record (keeping first occurrence),5534,0.9
11664,40.0,percentage,2025,productivity,"ping 30% per year, while energy efficiency has increased by 40% annually. 9. carbon emissions from a...",Duplicate record (keeping first occurrence),5505,0.9
11665,4.4,percentage,2023,percentages,"qa, respectively. on swe-bench, ai systems could solve just 4.4% of coding problems in 2023—a figure...",Duplicate record (keeping first occurrence),5536,0.9
11666,71.7,percentage,2023,percentages,st 4.4% of coding problems in 2023—a figure that jumped to 71.7% in 2024. 2. open-weight models catc...,Duplicate record (keeping first occurrence),5537,0.9
11667,8.0,percentage,2025,percentages,sed- weight model outperformed the top open-weight model by 8.0% on the chatbot arena leaderboard. b...,Duplicate record (keeping first occurrence),5510,0.9
11668,1.7,percentage,2025,percentages,"na leaderboard. by february 2025, this gap had narrowed to 1.7%. chapter 1: research and development...",Duplicate record (keeping first occurrence),5516,0.9
11669,11.9,percentage,2025,percentages,"and 10th-ranked model on the chatbot arena leaderboard was 11.9%. by early 2025, this gap had narrow...",Duplicate record (keeping first occurrence),5522,0.9
11670,5.4,percentage,2025,percentages,"erboard was 11.9%. by early 2025, this gap had narrowed to 5.4%. likewise, the difference between th...",Duplicate record (keeping first occurrence),5523,0.9
11671,4.9,percentage,2023,percentages,"wise, the difference between the top two models shrank from 4.9% in 2023 to just 0.7% in 2024. the a...",Duplicate record (keeping first occurrence),5542,0.9
11672,0.7,percentage,2023,percentages,between the top two models shrank from 4.9% in 2023 to just 0.7% in 2024. the ai landscape is becomi...,Duplicate record (keeping first occurrence),5543,0.9
11673,74.4,percentage,2025,percentages,"approach dramatically improved performance, with o1 scoring 74.4% on an international mathematical o...",Duplicate record (keeping first occurrence),5544,0.9
11674,9.3,percentage,2025,cost,"athematical olympiad qualifying exam, compared to gpt-4o’s 9.3%. however, this enhanced reasoning co...",Duplicate record (keeping first occurrence),5545,0.9
11675,8.8,percentage,2025,percentages,", a rigorous academic test where the top system scores just 8.80%; frontiermath, a complex mathemati...",Duplicate record (keeping first occurrence),5546,0.9
11676,2.0,percentage,2025,percentages,"complex mathematics benchmark where ai systems solve only 2% of problems; and bigcodebench, a coding...",Duplicate record (keeping first occurrence),5547,0.9
11677,35.5,percentage,2025,percentages,"igcodebench, a coding benchmark where ai systems achieve a 35.5% success rate—well below the human s...",Duplicate record (keeping first occurrence),5548,0.9
11678,97.0,percentage,2025,percentages,ieve a 35.5% success rate—well below the human standard of 97%. 7. high-quality ai video generators ...,Duplicate record (keeping first occurrence),5549,0.9
11679,60.0,percentage,2022,percentages,"in 2022, the smallest model registering a score higher than 60% on mmlu was palm, with 540 billion p...",Duplicate record (keeping first occurrence),5550,0.9
11680,56.4,percentage,2024,growth_rate,i-related incidents rose to 233 in 2024—a record high and a 56.4% increase over 2023. chapter 2: tec...,Duplicate record (keeping first occurrence),5551,0.9
11681,64.0,percentage,2025,percentages,"e, and cybersecurity were top of mind for leaders with only 64%, 63%, and 60% of respondents, respec...",Duplicate record (keeping first occurrence),5552,0.9
11682,63.0,percentage,2025,percentages,"d cybersecurity were top of mind for leaders with only 64%, 63%, and 60% of respondents, respectivel...",Duplicate record (keeping first occurrence),5553,0.9
11683,60.0,percentage,2025,percentages,"curity were top of mind for leaders with only 64%, 63%, and 60% of respondents, respectively, citing...",Duplicate record (keeping first occurrence),5554,0.9
11684,7.0,percentage,2025,percentages,"dataset, the proportion of restricted tokens jumped from 5–7% to 20–33%. this decline has consequenc...",Duplicate record (keeping first occurrence),5555,0.9
11685,33.0,percentage,2025,percentages,the proportion of restricted tokens jumped from 5–7% to 20–33%. this decline has consequences for da...,Duplicate record (keeping first occurrence),5556,0.9
11686,37.0,percentage,2023,growth_rate,nsparency score among major model developers increased from 37% in october 2023 to 58% in may 2024. ...,Duplicate record (keeping first occurrence),5557,0.9
11687,58.0,percentage,2023,growth_rate,ajor model developers increased from 37% in october 2023 to 58% in may 2024. while these gains are p...,Duplicate record (keeping first occurrence),5558,0.9
11688,28.8,percentage,2023,growth_rate,"rai papers accepted at leading ai conferences increased by 28.8%, from 992 in 2023 to 1,278 in 2024,...",Duplicate record (keeping first occurrence),5559,0.9
11689,26.0,percentage,2025,investment,ights 1. global private ai investment hits record high with 26% growth. corporate ai investment reac...,Duplicate record (keeping first occurrence),5560,0.9
11690,44.5,percentage,2024,investment,"d $252.3 billion in 2024, with private investment climbing 44.5% and mergers and acquisitions up 12....",Duplicate record (keeping first occurrence),5561,0.9
11691,12.1,percentage,2025,investment,e investment climbing 44.5% and mergers and acquisitions up 12.1% from the previous year. the sector...,Duplicate record (keeping first occurrence),5562,0.9
11692,18.7,percentage,2024,percentages,"vestment in generative ai reached $33.9 billion in 2024, up 18.7% from 2023 and over 8.5 times highe...",Duplicate record (keeping first occurrence),5563,0.9
11693,20.0,percentage,2022,investment,igher than 2022 levels. the sector now represents more than 20% of all ai-related private investment...,Duplicate record (keeping first occurrence),5564,0.9
11694,78.0,percentage,2023,percentages,"pondents reporting ai use by their organizations jumped to 78% from 55% in 2023. similarly, the numb...",Duplicate record (keeping first occurrence),5500,0.9
11695,55.0,percentage,2023,percentages,"reporting ai use by their organizations jumped to 78% from 55% in 2023. similarly, the number of res...",Duplicate record (keeping first occurrence),5566,0.9
11696,33.0,percentage,2023,percentages,i in at least one business function more than doubled—from 33% in 2023 to 71% last year. chapter 4: ...,Duplicate record (keeping first occurrence),5567,0.9
11697,71.0,percentage,2023,percentages,one business function more than doubled—from 33% in 2023 to 71% last year. chapter 4: economy artifi...,Duplicate record (keeping first occurrence),5568,0.9
11698,49.0,percentage,2025,percentages,ess function estimate the benefits as being at low levels. 49% of respondents whose organizations us...,Duplicate record (keeping first occurrence),5569,0.9
11699,43.0,percentage,2025,cost,"report cost savings, followed by supply chain management (43%) and software engineering (41%), but m...",Duplicate record (keeping first occurrence),5533,0.9
11700,41.0,percentage,2025,cost,"by supply chain management (43%) and software engineering (41%), but most of them report cost saving...",Duplicate record (keeping first occurrence),5571,0.9
11701,10.0,percentage,2025,adoption_rate,"ng (41%), but most of them report cost savings of less than 10%. with regard to revenue, 71% of resp...",Duplicate record (keeping first occurrence),5508,0.9
11702,71.0,percentage,2025,adoption_rate,"ort cost savings of less than 10%. with regard to revenue, 71% of respondents using ai in marketing ...",Duplicate record (keeping first occurrence),5573,0.9
11703,63.0,percentage,2025,adoption_rate,"dents using ai in marketing and sales report revenue gains, 63% in supply chain management, and 57% ...",Duplicate record (keeping first occurrence),5553,0.9
11704,57.0,percentage,2025,revenue,"report revenue gains, 63% in supply chain management, and 57% in service operations, but the most co...",Duplicate record (keeping first occurrence),5575,0.9
11705,5.0,percentage,2025,revenue,but the most common level of revenue increases is less than 5%. 6. use of ai shows dramatic shifts b...,Duplicate record (keeping first occurrence),5576,0.9
11706,20.8,percentage,2013,percentages,". since surpassing japan in 2013, when china accounted for 20.8% of global installations, its share ...",Duplicate record (keeping first occurrence),5577,0.9
11707,51.1,percentage,2025,percentages,"d for 20.8% of global installations, its share has risen to 51.1%. while china continues to install ...",Duplicate record (keeping first occurrence),5578,0.9
11708,2.8,percentage,2017,percentages,"e common. in 2017, collaborative robots represented a mere 2.8% of all new industrial robot installa...",Duplicate record (keeping first occurrence),5579,0.9
11709,10.5,percentage,2023,percentages,"ew industrial robot installations, a figure that climbed to 10.5% by 2023. similarly, 2023 saw a ris...",Duplicate record (keeping first occurrence),5580,0.9
11710,96.0,percentage,2025,percentages,. openai’s recently released o1 set a new state- of-the-art 96.0% on the medqa benchmark—a 5.8 perce...,Duplicate record (keeping first occurrence),5581,0.9
11711,31.0,percentage,2025,percentages,"ence databases has grown significantly, including uniprot (31%), pdb (23%), and alphafold (585%). th...",Duplicate record (keeping first occurrence),5582,0.9
11712,23.0,percentage,2025,percentages,"ases has grown significantly, including uniprot (31%), pdb (23%), and alphafold (585%). this expansi...",Duplicate record (keeping first occurrence),5583,0.9
11713,585.0,percentage,2025,percentages,"icantly, including uniprot (31%), pdb (23%), and alphafold (585%). this expansion has important impl...",Duplicate record (keeping first occurrence),5584,0.9
11714,21.3,percentage,2024,growth_rate,"tries, ai mentions in legislative proceedings increased by 21.3% in 2024, rising to 1,889 from 1,557...",Duplicate record (keeping first occurrence),5585,0.9
11715,81.0,percentage,2025,adoption_rate,to teach ai but do not feel equipped to do so. despite the 81% of cs teachers who agree that using a...,Duplicate record (keeping first occurrence),5519,0.9
11716,52.0,percentage,2022,percentages,nd services as more beneficial than harmful has risen from 52% in 2022 to 55% in 2024. 2. the expect...,Duplicate record (keeping first occurrence),5587,0.9
11717,55.0,percentage,2022,percentages,more beneficial than harmful has risen from 52% in 2022 to 55% in 2024. 2. the expectation and ackno...,Duplicate record (keeping first occurrence),5588,0.9
11718,17.0,percentage,2022,percentages,"s perception since 2022, with the largest jumps in canada (17%) and germany (15%). 3. skepticism abo...",Duplicate record (keeping first occurrence),5589,0.9
11719,15.0,percentage,2022,percentages,"e 2022, with the largest jumps in canada (17%) and germany (15%). 3. skepticism about the ethical co...",Duplicate record (keeping first occurrence),5590,0.9
11720,50.0,percentage,2023,percentages,"onfidence that ai companies protect personal data fell from 50% in 2023 to 47% in 2024. likewise, fe...",Duplicate record (keeping first occurrence),5591,0.9
11721,47.0,percentage,2023,percentages,"ai companies protect personal data fell from 50% in 2023 to 47% in 2024. likewise, fewer people toda...",Duplicate record (keeping first occurrence),5592,0.9
11722,83.0,percentage,2025,percentages,"ffer more benefits than drawbacks in countries like china (83%), indonesia (80%), and thailand (77%)...",Duplicate record (keeping first occurrence),5502,0.9
11723,80.0,percentage,2025,percentages,"s than drawbacks in countries like china (83%), indonesia (80%), and thailand (77%), while only a mi...",Duplicate record (keeping first occurrence),5503,0.9
11724,77.0,percentage,2025,percentages,"countries like china (83%), indonesia (80%), and thailand (77%), while only a minority share this vi...",Duplicate record (keeping first occurrence),5504,0.9
11725,40.0,percentage,2025,percentages,"nd (77%), while only a minority share this view in canada (40%), the united states (39%), and the ne...",Duplicate record (keeping first occurrence),5505,0.9
11726,39.0,percentage,2025,percentages,"nority share this view in canada (40%), the united states (39%), and the netherlands (36%). chapter ...",Duplicate record (keeping first occurrence),5506,0.9
11727,36.0,percentage,2025,percentages,"anada (40%), the united states (39%), and the netherlands (36%). chapter 7: education (cont’d) chapt...",Duplicate record (keeping first occurrence),5598,0.9
11728,109.1,billions_usd,2024,investment,"tivity impacts. in 2024, u.s. private ai investment grew to $109.1 billion—nearly 12 times china’s $...",Duplicate record (keeping first occurrence),5599,0.9
11729,9.3,billions_usd,2025,investment,i investment grew to $109.1 billion—nearly 12 times china’s $9.3 billion and 24 times the u.k.’s $4....,Duplicate record (keeping first occurrence),5600,0.9
11730,4.5,billions_usd,2025,dollar_amounts,arly 12 times china’s $9.3 billion and 24 times the u.k.’s $4.5 billion. generative ai saw particula...,Duplicate record (keeping first occurrence),5601,0.9
11731,33.9,billions_usd,2023,investment,"generative ai saw particularly strong momentum, attracting $33.9 billion globally in private investm...",Duplicate record (keeping first occurrence),5602,0.9
11732,2.4,billions_usd,2025,dollar_amounts,"ention, governments are investing at scale: canada pledged $2.4 billion, china launched a $47.5 bill...",Duplicate record (keeping first occurrence),5603,0.9
11733,47.5,billions_usd,2025,dollar_amounts,"ing at scale: canada pledged $2.4 billion, china launched a $47.5 billion semiconductor fund, france...",Duplicate record (keeping first occurrence),5604,0.9
11734,1.25,billions_usd,2025,dollar_amounts,"nductor fund, france committed €109 billion, india pledged $1.25 billion, and saudi arabia’s project...",Duplicate record (keeping first occurrence),5605,0.9
