value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date,metric_id
1.7,number,net_employment_change,unknown,"We see little overall change in the trend during this period, with growth beginning the period at 1.7 percent and ending at 1.8 percent. There was a significant increase in productivity growth trend from the early 1990s to the early 2000s, reaching a",4,3,0.77,2024,pattern_matching,[],There,"The Productivity Puzzle_ AI, Technology Adoption and the Workforce _ Richmond Fed.pdf",2025-07-24T17:20:38.670888,11253
18.0,number,ai_implementation_count,unknown,"ai Free and Pro conversations between November 28, 2024 and December 18, 2024. Unlike our analyses above, we excluded all conversations that our safety systems deemed abusive or harmful, and we did not exclude conversatio",26,7,0.77,2024,pattern_matching,[],Free,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192535,6134
50.0,number,workforce_augmentation,unknown,"In August 2020, our data ﬁrm conducted a pilot analysis involving approximately 50 workers, with about half randomized into treatment. Unfortunately, we do not have information on the control-group workers that were part of the expe",20,7,0.77,2024,pattern_matching,[],In August,Generative AI at Work.pdf,2025-07-24T17:20:18.574932,7637
2024.0,number,workforce_augmentation,unknown,"se include studies that discuss whether data from large language models can be used to estimate demand (Brand, Israeli, and Ngwe 2023  Goli and Singh 2024  Gui and Toubia 2023), studies that show how to augment large language models with experimental data (Angelopoulos, Lee, and Misra 2024), and studies",3,0,0.77,2024,pattern_matching,[],Brand,Affects of GenAI on Highskilled Work.pdf,2025-07-24T17:20:00.779187,492
2023.0,number,workforce_augmentation,unknown,"These include studies that discuss whether data from large language models can be used to estimate demand (Brand, Israeli, and Ngwe 2023  Goli and Singh 2024  Gui and Toubia 2023), studies that show how to augment large language models with experimental data (Angelopoulos, Lee, and Mis",3,0,0.77,2024,pattern_matching,[],Brand,Affects of GenAI on Highskilled Work.pdf,2025-07-24T17:20:00.779186,491
2.0,number,ai_implementation_count,unknown,"more business cases describing how to apply AI (for instance, clarifying how autonomous forecasting, decision support or decision making would help)  2) scoping possible AI solutions and assessing data maturity (for example, assessing if the business is gathering and processing the correct data)  and",33,6,0.77,2024,pattern_matching,[],,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834280,4557
1.0,count,ai_implementation_count,unknown,"In implementing technology extension services, interviewees suggested that diffusion institutions should work with firms in a sequence of steps: 1) establishing one or more business cases describing how to apply AI (for instance, clarifying how autonomous forecasting, decision support or decisio",33,6,0.77,2024,pattern_matching,[],,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834279,4556
4.0,number,ai_implementation_count,unknown,"Several of the diffusion institutions described in Chapter 4 compile such catalogues, including the Digital Manufacturing and Cybersecurity Institute (MxD), Plattform Lernende Systeme, the Forum IA Québec, Frau",33,3,0.77,2024,pattern_matching,[],Several,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834279,4555
15.0,number,ai_patents_filed,unknown,"In this work, we only examine tasks that have accumulated at least 15 separate conversations spread across a minimum of five different user accounts ensuring that a task must appear multiple times across different users",6,4,0.77,2024,pattern_matching,[],,Economic_Impacts_Paper.pdf,2025-07-24T17:20:16.192343,5911
51.0,number,ai_implementation_count,unknown,"Similar challenges such as improving accuracy rates on established datasets like ImageNet51 continue to drive creativity and progress in AI research. One of the leading machine-learning conferences, Neural Information Processing Systems, beg",18,1,0.77,2024,pattern_matching,[],Similar,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895970,1698
43.0,number,job_creation,unknown,"Promising directions include research on the tradeoffs between popularity and diversity of content consumption,43 and fairness of recommendations among different users and other stakeholders (such as the content providers or creators).",17,2,0.77,2024,pattern_matching,[],Promising,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895942,1661
75.0,number,workforce_augmentation,unknown,"This is considerably higher than in all other countries, with Germany having the second highest share, at 75%. Notably, France has the highest share of enterprises that train their employees, hire new staff, or partner with other enterprises to develop AI.",78,7,0.77,2024,pattern_matching,[],Germany,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834690,5122
75.0,percentage,workforce_augmentation,unknown,"This is considerably higher than in all other countries, with Germany having the second highest share, at 75%. Notably, France has the highest share of enterprises that train their employees, hire new staff, or partner with other enterprises to develop AI.",78,7,0.77,2024,pattern_matching,[],Germany,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834689,5121
10.0,number,ai_implementation_count,unknown,"Thus, about 10% of enterprises use three AI applications, and another 10% use eight AI applications. Or   looking at the horizontal axis   if, for example, the reader is interested in seeing the share of enterprises that u",68,12,0.77,2024,pattern_matching,[],Thus,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834658,5078
0.52,number,net_employment_change,unknown,"However, the relatively lower recall for the positive class (0.52) suggests that further refinement is needed to improve the model s sensitivity.   The model achieved an overall accuracy of 80%, with a ROC AUC score",14,1,0.77,2024,pattern_matching,[],However,Assessing the Impact of Artificial Intelligence Tools on Employee.pdf,2025-07-24T17:20:04.816049,3851
78.0,count,workforce_augmentation,unknown,"Public initiatives to upgrade IT infrastructure, such as high-speed broadband, are also supported by 78% of firms. Finally, 73% of enterprises perceive public sector initiatives that aim to gather and publish administrative datasets as  helpful  or  ver",30,9,0.77,2024,pattern_matching,[],Public,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834273,4547
78.0,percentage,workforce_augmentation,unknown,"Public initiatives to upgrade IT infrastructure, such as high-speed broadband, are also supported by 78% of firms. Finally, 73% of enterprises perceive public sector initiatives that aim to gather and publish administrative datasets as  helpful  or  very",30,9,0.77,2024,pattern_matching,[],Public,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834272,4546
47.0,number,ai_implementation_count,unknown,s have been fully or significantly solved: a  self-organizing system  that can read a textbook and answer questions 46 a world-champion chess machine 47 an accident-avoiding car 48 a translating telephone.,17,4,0.77,2024,pattern_matching,[],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895946,1666
46.0,number,ai_implementation_count,unknown,Some of Reddy s challenges have been fully or significantly solved: a  self-organizing system  that can read a textbook and answer questions 46 a world-champion chess machine 47 an accident-avoiding car 48 a translating telephone.,17,4,0.77,2024,pattern_matching,[],Some,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895945,1665
1.0,number,ai_implementation_count,unknown,"Trained using a novel parallelism technique and tested on the Frontier supercomputer, ORBIT achieved up to 1.6 exaFLOPS of sustained performance. This breakthrough sets a new bar for AI- driven Earth system prediction.",322,3,0.77,2024,pattern_matching,[],Trained,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379618,9514
2016.0,number,ai_implementation_count,unknown,"Page 20  semi-autonomous approach is sustainable : Indeed, the three Tesla drivers who have died while using Autopilot since 2016 all involved collisions that are easy for an alert driver to see but hard for the car s AI system to detect.",79,2,0.77,2024,pattern_matching,[],Page,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896856,2875
4.0,number,net_employment_change,unknown,"Human annotations estimate marginally lower exposure for high-wage occupations compared to GPT-4 annotations. While there are numerous low-wage occupations with high exposure and high-wage occupa- tions with low exposure, the overall trend in the",17,2,0.77,2024,pattern_matching,[],Human,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707581,11529
2021.0,number,ai_patents_filed,unknown,"A landmark achievement is the Recommendation of the Council on Enhancing Access to and Sharing of Data (OECD, 2021). Adopted on 6th October 2021, the Recommendation provides the first internationally agreed upon set of principles and policy guidance on how governm",45,4,0.77,2024,pattern_matching,[],Recommendation,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834327,4619
0.0,number,net_employment_change,unknown,"ng 1 corresponds to our overall exposure rubric as evaluated by GPT-4, where full exposure potential is coded as 1, no exposure potential is coded as 0, and partial exposure (E2 in our labeling scheme) is coded as 0.",25,9,0.77,2024,pattern_matching,[],,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707695,11656
1.0,number,net_employment_change,unknown,"GPT-4 Exposure Rating 1 corresponds to our overall exposure rubric as evaluated by GPT-4, where full exposure potential is coded as 1, no exposure potential is coded as 0, and partial exposure (E2 in our labeling scheme) is coded as 0.",25,9,0.77,2024,pattern_matching,[],Exposure Rating,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707694,11655
7.0,number,ai_implementation_count,unknown,"Colorado Consumer Protections for Artificial Intelligence7 This bill establishes consumer protections for interactions with high-risk AI systems, requiring developers and deployers to prevent algorithmic disc",343,12,0.77,2024,pattern_matching,[],Colorado Consumer Protections,hai_ai_index_report_2025.pdf,2025-07-24T17:20:36.379663,9580
2000.0,number,net_employment_change,unknown,This soft- ware may include capabilities such as: - Summarizing documents longer than 2000 words and answering questions about those documents - Retrieving up-to-date facts from the Internet and using those facts in combination with the LLM,34,0,0.77,2024,pattern_matching,[],Summarizing,the-economic-impact-of-large-language-models.pdf,2025-07-24T17:20:40.707834,11810
2014.0,number,net_employment_change,unknown,"The technology behind this development, generative adversarial networks (GANs), has advanced rapidly since its introduction in 2014. Current versions still include telltale visual artifacts, like the strangely absent right shoulder in this image.",33,3,0.77,2014,pattern_matching,[],Current,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896218,2022
0.0,number,net_employment_change,unknown,"Cap Digital, mentioned in the previous section, organises more than 100 events each year with more than 1 000 members to provide networking opportunities and promote their innovative technologies and services.",110,9,0.77,2024,pattern_matching,[],Cap Digital,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834935,5450
1.0,number,net_employment_change,unknown,"Cap Digital, mentioned in the previous section, organises more than 100 events each year with more than 1 000 members to provide networking opportunities and promote their innovative technologies and services.",110,9,0.77,2024,pattern_matching,[],Cap Digital,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834934,5449
100.0,number,net_employment_change,unknown,"Cap Digital, mentioned in the previous section, organises more than 100 events each year with more than 1 000 members to provide networking opportunities and promote their innovative technologies and services.",110,9,0.77,2024,pattern_matching,[],Cap Digital,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.834934,5448
13.0,percentage,net_employment_change,unknown,"In terms of their absolute AI employment size, the two Superstar locations encompassed 13% of the nation s entire AI activity, as indicated by AI-related job postings in 2025, with another 54% of activity occurring within the 28 Star Hubs.",21,4,0.77,2025,pattern_matching,[],Superstar,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576693,10339
19.0,number,workforce_augmentation,unknown,"The demand for physical separation and sterility during the COVID-19 pandemic has only brought new questions about the role of technological mediation, whether by a robot or a digital assistant whose help was called fo",67,1,0.77,2024,pattern_matching,[],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896772,2762
44.0,number,ai_implementation_count,unknown,"The second most prevalent application of AI involves process control, automation, and optimisation of production (44%), including such uses as predictive maintenance and automated support for programmers.",135,11,0.77,2024,pattern_matching,[],,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.835017,5564
44.0,percentage,job_displacement,unknown,"The second most prevalent application of AI involves process control, automation, and optimisation of production (44%), including such uses as predictive maintenance and automated support for programmers.",135,11,0.77,2024,pattern_matching,[],,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.835016,5563
12.0,number,ai_implementation_count,unknown,42The latest version of the EU AI Act states that  (12) The notion of  AI system  in this Regulation should be clearly defined and should be closely aligned with the work of international organisations wo,26,29,0.77,2024,pattern_matching,[],Regulation,wpiea2024231-print-pdf.pdf,2025-07-24T17:20:41.763443,12505
2020.0,number,workforce_augmentation,unknown,"com world 2018 feb 06 japan-robots-will-care-for-80-of-elderly-by-2020 316 Jean-Pierre Michel and Fiona Ecarnot,  The shortage of skilled workers in Europe: its impact on geriatric medicine,  Eur Geriatr Med, 2020 Jun 11",69,4,0.77,2024,pattern_matching,[],Jean,AI100Report_MT_10.pdf,2025-07-24T17:20:02.896804,2805
2009.0,number,ai_implementation_count,unknown,"tion, such as the introduction and use of a technology, product, process, or practice (Hameed, Counsell, and Swift 2012, 359  Damanpour and Schneider 2009) and that involves productively  using computer hardware and software applications to support operations, management, and decision making  (Thong and",5,2,0.77,2024,pattern_matching,[],Hameed,Exploring artificial intelligence adoption in public organizations  a comparative case study.pdf,2025-07-24T17:20:16.703112,6226
14.2,percentage,ai_adoption_rate,unknown,"Large firms report the highest rate of AI use in producing goods and services, with a use rate of 14.2% according to 2025 BTOS data. This far outpaces adoption rates among smaller firms, where usage falls to just 6.",17,3,0.77,2024,pattern_matching,[],Large,Mapping-AI-readiness-final.pdf,2025-07-24T17:20:37.576673,10310
50.0,number,workforce_augmentation,unknown,"This is low compared to G7 countries, where this figure is around or above 40% in all but one country, and, in some cases, above 50%. Employee training to help develop or apply AI was cited by 38% of enterprises, while in the G7 countries, this was mentioned by 75% of enterprises.",138,10,0.77,2024,pattern_matching,[],Employee,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.835032,5586
50.0,percentage,workforce_augmentation,unknown,"This is low compared to G7 countries, where this figure is around or above 40% in all but one country, and, in some cases, above 50%. Employee training to help develop or apply AI was cited by 38% of enterprises, while in the G7 countries, this was mentioned by 75% of enterprises.",138,10,0.77,2024,pattern_matching,[],Employee,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.835031,5585
40.0,number,workforce_augmentation,unknown,"This is low compared to G7 countries, where this figure is around or above 40% in all but one country, and, in some cases, above 50%. Employee training to help develop or apply AI was cited by 38% of enterprises, while in the G",138,10,0.77,2024,pattern_matching,[],Employee,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.835031,5584
40.0,percentage,workforce_augmentation,unknown,"This is low compared to G7 countries, where this figure is around or above 40% in all but one country, and, in some cases, above 50%. Employee training to help develop or apply AI was cited by 38% of enterprises, while in the G7",138,10,0.77,2024,pattern_matching,[],Employee,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.835030,5583
2015.0,number,ai_implementation_count,unknown,"DeepMind s application of deep networks to Atari video games and the game of Go around 2015 helped bring deep learning to wide public prominence, and the last five years have seen significant additional progress.",13,6,0.77,2024,pattern_matching,[],Atari,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895860,1554
15.0,percentage,ai_adoption_rate,unknown,"As for the presence of senior staff responsible for using data for new strategic initiatives and business objectives, only 15% of enterprises have a chief analytics officer, chief data officer, and or head of data",140,13,0.77,2024,pattern_matching,[],,cost-benefit-analysis-artificial-intelligence-evidence-from-a-field-experiment-on-gpt-4o-1.pdf,2025-07-24T17:20:15.835047,5606
14.0,number,net_employment_change,unknown,"Programs running on ImageNet, a massive standardized collection of over 14 million photographs used to train and test visual identification programs, complete their work 100 times faster than just three years ago.",12,5,0.77,2024,pattern_matching,[],Programs,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895852,1544
14.0,millions_usd,operational_cost,unknown,"Programs running on ImageNet, a massive standardized collection of over 14 million photographs used to train and test visual identification programs, complete their work 100 times faster than just three years ago.",12,5,0.77,2024,pattern_matching,[],Programs,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895851,1543
