original_id,value,unit,year,metric_type,context_preview,reason,kept_record_id,confidence
7791,103.0,billions_usd,2024,financial_metric,t of 27 years of gpu compute time at an estimated cost of $103k-$350k (at cloud-compute market price...,Duplicate record (keeping first occurrence),180.0,0.9
7792,350.0,billions_usd,2024,financial_metric,27 years of gpu compute time at an estimated cost of $103k-$350k (at cloud-compute market prices at ...,Duplicate record (keeping first occurrence),181.0,0.9
7793,5.0,billions_usd,2021,financial_metric,"emics at carnegie mellon, which went public in 2021 with a $5 billion valuation.193 of course, not a...",Duplicate record (keeping first occurrence),182.0,0.9
7794,1.0,billions_usd,2024,financial_metric,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies ar...",Duplicate record (keeping first occurrence),183.0,0.9
7795,68.0,billions_usd,2020,financial_metric,"e of total postings. global corporate investment in ai was $68 billion in 2020, which is a non-trivi...",Duplicate record (keeping first occurrence),184.0,0.9
7796,4.0,billions_usd,2020,financial_metric,investment over all categories in the us alone was almost $4 trillion in 2020.260 it’s not always ea...,Duplicate record (keeping first occurrence),185.0,0.9
7797,800.0,billions_usd,2024,cost_metric,"a noted that researchers 
trained nearly 4,800 models using the equivalent of 
27 years of gpu com...",Duplicate record (keeping first occurrence),186.0,0.9
7798,103.0,billions_usd,2024,cost_metric,equivalent of 27 years of gpu compute time at an estimated cost of $103k-$350k (at cloud-compute mar...,Duplicate record (keeping first occurrence),180.0,0.9
7799,60.0,billions_usd,2024,employment_metric,"ly see technologically-driven mass unemployment. even if 60 jobs remain plentiful, the automation-re...",Duplicate record (keeping first occurrence),188.0,0.9
7800,272.0,number,2024,employment_metric,/www.nber.org/digest/jul18/automation-can-be-response-aging-workforce 272 https://www.scientificamer...,Duplicate record (keeping first occurrence),189.0,0.9
7801,2021.0,number,2021,unknown_metric,"very five years, for at least one hundred years. september 2021 this report, the second in that plan...",Duplicate record (keeping first occurrence),190.0,0.9
7802,2018.0,energy_unit,2018,unknown_metric,"cation,” proceedings of machine learning research 81:1–15, 2018, http://proceedings.mlr.press/v81/bu...",Citation year extracted as metric value,,0.95
7803,2020.0,percentage,2020,unknown_metric,"from medical misinformation to undermining elections. in 2020, approximately 48.3 percent of the glo...",Duplicate record (keeping first occurrence),192.0,0.9
7804,263.0,billions_usd,2024,revenue_metric,"262 that situation would parallel developments 
over recent decades like tax cuts and deregulation,...",Duplicate record (keeping first occurrence),193.0,0.9
7805,100.0,number,2024,comparison_metrics,nan,Duplicate record (keeping first occurrence),194.0,0.9
7806,10.1007,percentage,2025,percentages,"artificial systems,” https://link.springer.com/content/ pdf/10.1007%2f978-3-642-32375-1.pdf, page 17...",Duplicate record (keeping first occurrence),1677.0,0.9
7807,2.0,percentage,2025,percentages,ational-artifical-intelligence-strategies-and-human-rights%e2%80%94a-review_.pdf 164 steven feldstei...,Duplicate record (keeping first occurrence),1678.0,0.9
7808,80.0,percentage,2025,percentages,"ional-artifical-intelligence-strategies-and-human-rights%e2%80%94a-review_.pdf 164 steven feldstein,...",Duplicate record (keeping first occurrence),1679.0,0.9
7809,30.0,percentage,2016,percentages,mine if another car is in your blindspot were available in 30% of new cars in 2016 but are in 90% to...,Duplicate record (keeping first occurrence),175.0,0.9
7810,90.0,percentage,2016,percentages,dspot were available in 30% of new cars in 2016 but are in 90% today. page 20 “semi-autonomous appro...,Duplicate record (keeping first occurrence),176.0,0.9
7811,1.5,billions_usd,2025,dollar_amounts,lassified r&d in ai-related technologies was approximately $1.5 billion153—a number dwarfed signific...,Duplicate record (keeping first occurrence),1682.0,0.9
7812,9.4,billions_usd,2018,dollar_amounts,"development in 2018 was estimated to be the equivalent of $9.4 billion, supplemented by significant ...",Duplicate record (keeping first occurrence),178.0,0.9
7813,1.5,billions_usd,2020,dollar_amounts,"overnment in research and development is estimated at only $1.5 billion in 2020. second, many resear...",Duplicate record (keeping first occurrence),1684.0,0.9
7814,103.0,usd,2025,cost,t of 27 years of gpu compute time at an estimated cost of $103k-$350k (at cloud-compute market price...,Duplicate record (keeping first occurrence),1685.0,0.9
7815,350.0,usd,2025,cost,27 years of gpu compute time at an estimated cost of $103k-$350k (at cloud-compute market prices at ...,Duplicate record (keeping first occurrence),1686.0,0.9
7816,5.0,billions_usd,2021,dollar_amounts,"emics at carnegie mellon, which went public in 2021 with a $5 billion valuation.193 of course, not a...",Duplicate record (keeping first occurrence),182.0,0.9
7817,1.0,usd,2025,dollar_amounts,"olling for medical needs, care for black patients averages $1,800 less per year. new technologies ar...",Duplicate record (keeping first occurrence),1688.0,0.9
7818,68.0,billions_usd,2020,investment,"e of total postings. global corporate investment in ai was $68 billion in 2020, which is a non-trivi...",Duplicate record (keeping first occurrence),184.0,0.9
7819,4.0,usd,2020,investment,investment over all categories in the us alone was almost $4 trillion in 2020.260 it’s not always ea...,Duplicate record (keeping first occurrence),1690.0,0.9
7820,103.0,number,2025,cost,equivalent of 27 years of gpu compute time at an estimated cost of $103k-$350k (at cloud-compute mar...,Duplicate record (keeping first occurrence),1691.0,0.9
7821,60.0,number,2025,employment,"ly see technologically-driven mass unemployment. even if 60 jobs remain plentiful, the automation-re...",Duplicate record (keeping first occurrence),1692.0,0.9
7822,272.0,number,2025,labor_metrics,/www.nber.org/digest/jul18/automation-can-be-response-aging-workforce 272 https://www.scientificamer...,Duplicate record (keeping first occurrence),1693.0,0.9
