value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
4.0,number,workforce_augmentation,information_communication_technology,"RTX Remix supports a host of AI tools, including NVIDIA DLSS 4, RTX Neural Radiance Cache and the",7,0,0.76,2024,pattern_matching,[],Remix,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931312
0.004,millions_usd,ai_investment_amount,unknown,Modders can build 4K physically based rendering (PBR) assets by hand or use generative AI to,7,2,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Modders,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931313
4.0,number,workforce_augmentation,unknown,"And with a few additional clicks, RTX Remix mods support DLSS 4 with",7,3,0.7,2024,pattern_matching,[],Remix,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931314
3.0,number,ai_implementation_count,unknown,"Earlier this month, RTX Remix modder NightRaven published PBRFusion 3   a new AI model that",7,10,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Earlier,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931315
3.0,number,ai_implementation_count,transportation_logistics,PBRFusion 3 can also use the RTX Remix application programming int,7,13,0.76,2024,pattern_matching,[],Remix,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931316
8.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  8 25,7,26,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931317
2.0,number,ai_implementation_count,unknown,"Half-Life 2 owners can download a free Half-Life 2 RTX demo from Steam, built with RTX Remix, starting",8,5,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Half,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931318
18.0,number,ai_implementation_count,unknown,The demo showcases Orbifold Studios  work in Ravenholm and Nova Prospekt ahead of the,8,6,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Orbifold Studios,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931319
9.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  9 25,8,10,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931320
10.0,number,ai_implementation_count,unknown,Neural,9,3,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Neural,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931320
0.0,number,ai_implementation_count,information_communication_technology,"From the keynote by NVIDIA founder and CEO Jensen Huang on Tuesday, March 18, to over 1,000",9,8,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],From,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931321
300.0,number,net_employment_change,unknown,"inspiring sessions, 300  exhibits, technical hands-on training and tons of unique networking events",9,9,0.7,2024,pattern_matching,[],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931322
10.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  10 25,9,18,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931323
11.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  11 25,10,8,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931324
2025.0,number,ai_implementation_count,information_communication_technology,Gaming Goodness: NVIDIA Reveals Latest Neural Rendering and AI Advancements Supercharging Game Development at GDC 2025,11,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Gaming Goodness,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931325
12.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  12 25,11,13,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931325
17.0,number,ai_implementation_count,information_communication_technology,"At this year s GDC conference, running March 17-21 in San Francisco, NVIDIA is revealing new AI tools and technologies to supercharge the next era of graphics in games.",12,0,0.6130526315789474,2024,pattern_matching,['Missing required context keywords'],March,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931326
21.0,number,ai_implementation_count,information_communication_technology,"At this year s GDC conference, running March 17-21 in San Francisco, NVIDIA is revealing new AI tools and technologies to supercharge the next era of graphics in games.",12,0,0.6130526315789474,2024,pattern_matching,['Missing required context keywords'],March,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931327
5.0,number,ai_implementation_count,information_communication_technology,"Key announcements include new neural rendering advancements with Unreal Engine 5 and Microsoft DirectX  NVIDIA DLSS 4 now available in over 100 games and apps, making it the most rapidly adopted NVIDIA game technology of all time",12,1,0.6743578947368422,2024,pattern_matching,['Missing required context keywords'],Unreal Engine,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931328
4.0,number,ai_implementation_count,information_communication_technology,"Key announcements include new neural rendering advancements with Unreal Engine 5 and Microsoft DirectX  NVIDIA DLSS 4 now available in over 100 games and apps, making it the most rapidly adopted NVIDIA game technology of all time  and a Half-Life 2 RTX demo coming Tu",12,1,0.6743578947368422,2024,pattern_matching,['Missing required context keywords'],Unreal Engine,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931329
100.0,number,ai_implementation_count,information_communication_technology,"Key announcements include new neural rendering advancements with Unreal Engine 5 and Microsoft DirectX  NVIDIA DLSS 4 now available in over 100 games and apps, making it the most rapidly adopted NVIDIA game technology of all time  and a Half-Life 2 RTX demo coming Tuesday, March 18.",12,1,0.6743578947368422,2024,pattern_matching,['Missing required context keywords'],Unreal Engine,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931330
2.0,number,ai_implementation_count,information_communication_technology,"rectX  NVIDIA DLSS 4 now available in over 100 games and apps, making it the most rapidly adopted NVIDIA game technology of all time  and a Half-Life 2 RTX demo coming Tuesday, March 18.",12,1,0.6130526315789474,2024,pattern_matching,['Missing required context keywords'],Half,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931331
18.0,number,ai_implementation_count,information_communication_technology,"e in over 100 games and apps, making it the most rapidly adopted NVIDIA game technology of all time  and a Half-Life 2 RTX demo coming Tuesday, March 18.",12,1,0.6130526315789474,2024,pattern_matching,['Missing required context keywords'],Half,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931332
13.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  13 25,12,13,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931332
12.0,number,workforce_augmentation,information_communication_technology,NVIDIA is partnering with Microsoft to bring neural shading support to the DirectX 12 Agility software,13,0,0.7663157894736842,2024,pattern_matching,[],Microsoft,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931333
14.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  14 25,13,13,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931334
8.0,number,ai_patents_filed,unknown,"per traditionally rendered frame, working with the complete suite of DLSS technologies to multiply frame rates by up to 8x over traditional brute-force rendering.",14,1,0.7,2024,pattern_matching,[],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931335
50.0,number,ai_implementation_count,unknown,This massive performance improvement on GeForce RTX 50 Series graphics cards and laptops enables gamers to max out visuals at the highest resolutions and play at incredible frame rates.,14,2,0.7,2024,pattern_matching,[],Series,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931336
4.0,number,ai_implementation_count,unknown,"In addition, Lost Soul Aside, Mecha BREAK, Phantom Blade Zero, Stellar Blade, Tides of Annihilation and Wild Assault will launch with DLSS 4, giving GeForce RTX gamers the definitive PC experience in each",14,3,0.616,2024,pattern_matching,['Missing required context keywords'],Lost Soul Aside,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931337
15.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  15 25,14,12,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931338
2.0,number,job_creation,information_communication_technology,"Half-Life 2 RTX was made possible by NVIDIA RTX Remix, an open-source platform officially released today for modders to create stunning RTX remasters of classic",15,0,0.76,2024,pattern_matching,[],Half,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931338
28.0,number,ai_implementation_count,information_communication_technology,"The game launches with NVIDIA ACE-based characters on Friday, March 28.",15,7,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Friday,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931339
27.0,number,ai_implementation_count,information_communication_technology,"ILE PC VERSION, on-device NVIDIA ACE-powered teammates will help players battle enemies, hunt for loot and fight for victory starting Thursday, March 27.",15,8,0.6130526315789474,2024,pattern_matching,['Missing required context keywords'],Thursday,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931340
16.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  16 25,15,13,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931341
11.0,number,ai_implementation_count,unknown,,17,11,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931342
11.0,number,ai_implementation_count,professional_services,"They re all part of 11 games joining the cloud this week, atop the latest update for hit game Zenless",18,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],They,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931343
19.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  19 25,18,10,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931344
6.0,number,ai_implementation_count,unknown,"6 update,  Among the Forgotten Ruins,  now available for",21,1,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Among,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931345
2.0,number,ai_implementation_count,financial_services,"Citizen Sleeper 2: Starward Vector (Xbox, available on PC Game Pass)",21,5,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Citizen Sleeper,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931346
22.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  22 25,21,12,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931346
12.0,number,ai_implementation_count,unknown,"12:00 PM   Mar 11, 2025",22,5,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931347
23.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  23 25,22,9,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931348
24.0,number,ai_implementation_count,information_communication_technology,com blog ai-tokens-explained  24 25,23,7,0.4864000000000001,2024,pattern_matching,['Missing required context keywords'],,nvidia-cost-trends-ai-inference-at-scale.pdf,2025-07-24T17:20:37.931349
