original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
6047,15.0,percentage,2024,general_rate,of their tasks to llms. this analysis also shows that about 15% of all worker tasks in the us could ...,Duplicate record (keeping first occurrence),0.9,REMOVE,991.0
6048,5.5,percentage,2024,general_rate,h low- and high-income countries. high-income countries see 5.5% of total employment exposed to auto...,Duplicate record (keeping first occurrence),0.9,REMOVE,992.0
6049,13.4,percentage,2024,general_rate,"ries see 5.5% of total employment exposed to automation and 13.4% to augmentation from ai, while the...",Duplicate record (keeping first occurrence),0.9,REMOVE,993.0
6050,0.4,percentage,2024,general_rate,".4% to augmentation from ai, while the same percentages are 0.4% and 10.4% for low-income countries,...",Duplicate record (keeping first occurrence),0.9,REMOVE,994.0
6051,4.0,percentage,2024,general_rate,"gy by occupational group. on average, workers stand to lose 4% of their earnings. this effect stems ...",Duplicate record (keeping first occurrence),0.9,REMOVE,995.0
6052,8.0,percentage,2024,general_rate,"rk, production and transportation stand to lose the most (6-8%), while higher-skilled occupations li...",Duplicate record (keeping first occurrence),0.9,REMOVE,996.0
6053,2.0,percentage,2024,general_rate,nd social service occupations log the lowest losses (around 2%). estimates of aggregate employment i...,Duplicate record (keeping first occurrence),0.9,REMOVE,997.0
6054,25.0,percentage,2023,general_rate,"n, briggs and kodnani (2023) find an employment exposure of 25% for the us, 24% for the euro area, a...",Duplicate record (keeping first occurrence),0.9,REMOVE,998.0
6055,3.0,percentage,2024,general_rate,"egal professional occupations, to 4% in production work and 3% in agriculture. however, when factori...",Duplicate record (keeping first occurrence),0.9,REMOVE,999.0
6056,17.0,percentage,2024,general_rate,"and professional services industries, as a well as a 13 to 17% salary premium for job postings deman...",Duplicate record (keeping first occurrence),0.9,REMOVE,1000.0
6057,33.0,percentage,2024,general_rate,"23), argue that ai could increase aggregate productivity by 33% over 20 years through its impact on ...",Duplicate record (keeping first occurrence),0.9,REMOVE,1001.0
6058,11.7,percentage,2024,general_rate,"nland 15.8%, netherlands 13.1%, luxembourg 13% and slovenia 11.7% are the countries with the highest...",Duplicate record (keeping first occurrence),0.9,REMOVE,1002.0
6059,98.0,percentage,2022,general_rate,"ized clienteles, which would 24in 2022, china accounted for 98% of worldwide primary low-purity gall...",Duplicate record (keeping first occurrence),0.9,REMOVE,1003.0
6060,1.5,percentage,2024,general_rate,ure to notify unacceptable applications; and 7.5 million or 1.5% of turnover for less severe cases (...,Duplicate record (keeping first occurrence),0.9,REMOVE,1004.0
6061,11.3,millions_usd,2024,employment_metric,ure of jobs survey covers 803 companies employing more than 11.3 million workers in total. these spa...,Duplicate record (keeping first occurrence),0.9,REMOVE,1005.0
6062,2024.0,number,2024,unknown_metric,"views of the imf, its executive board, or imf management. 2024 mar © 2024 international monetary fun...",Duplicate record (keeping first occurrence),0.9,REMOVE,1006.0
6063,2023.0,energy_unit,2023,unknown_metric,"bined with an unskilled wage tax cut deliver 9see lassebie (2023), table 5.1 for a complete list. 10...",Citation year extracted as metric value,0.95,REMOVE,
6064,2023.0,percentage,2023,unknown_metric,"ing ai task and occu- pational exposure (briggs and kodnani 2023). in ems, the impact is seen smalle...",Citation year extracted as metric value,0.95,REMOVE,
6065,4.0,percentage,2024,revenue_metric,"4% for low-income countries, respectively",Duplicate record (keeping first occurrence),0.9,REMOVE,995.0
6066,80.0,percentage,2023,labor_metric,"(2023) estimate
that up to 80% of us workforce could have at least 10% of their tasks replaced and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,989.0
6067,10.0,percentage,2023,labor_metric,"(2023) estimate
that up to 80% of us workforce could have at least 10% of their tasks replaced and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,1011.0
6068,19.0,percentage,2023,labor_metric,"(2023) estimate
that up to 80% of us workforce could have at least 10% of their tasks replaced and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,1012.0
6069,50.0,percentage,2023,labor_metric,"(2023) estimate
that up to 80% of us workforce could have at least 10% of their tasks replaced and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,1013.0
6070,8.0,percentage,2024,training_metric,"in terms of skill content, more routine occupations such as office and admin
work, production and t...",Duplicate record (keeping first occurrence),0.9,REMOVE,996.0
6071,2.0,percentage,2024,training_metric,"in terms of skill content, more routine occupations such as office and admin
work, production and t...",Duplicate record (keeping first occurrence),0.9,REMOVE,997.0
6072,16.0,percentage,2030,training_metric,"(2023) offers somewhat smaller estimates,
predicting that 8% of hours currently worked will be auto...",Duplicate record (keeping first occurrence),0.9,REMOVE,1016.0
6073,4.0,percentage,2030,training_metric,"(2023) offers somewhat smaller estimates,
predicting that 8% of hours currently worked will be auto...",Duplicate record (keeping first occurrence),0.9,REMOVE,1017.0
6074,3.0,percentage,2030,training_metric,"(2023) offers somewhat smaller estimates,
predicting that 8% of hours currently worked will be auto...",Duplicate record (keeping first occurrence),0.9,REMOVE,1018.0
6075,2030.0,billions_usd,2030,training_metric,"(2023) offers somewhat smaller estimates,
predicting that 8% of hours currently worked will be auto...",Citation year extracted as metric value,0.95,REMOVE,
6076,1.0,billions_usd,2024,energy_metric,"1
market competition
concern over monopoly power in ai-related sectors permeate the public debate,...",Duplicate record (keeping first occurrence),0.9,REMOVE,1020.0
6077,6.8,percentage,2025,revenue,"pting firms may see sales per worker increase between 0 and 6.8%. in this discussion, we also includ...",Passed all validation checks,0.85,KEEP,
6078,50.0,percentage,2025,percentages,"effects. when applied to the data, this framework explains 50% of the labor share declines across us...",Passed all validation checks,0.85,KEEP,
6079,10.0,percentage,2025,percentages,stimates that ai could reduce 90:10 wage inequality by 5 to 10%. this finding is under the assumptio...,Passed all validation checks,0.85,KEEP,
6080,80.0,percentage,2023,percentages,mage generation. eloundou et al. (2023) estimate that up to 80% of us workforce could have at least ...,Duplicate record (keeping first occurrence),0.9,REMOVE,989.0
6081,10.0,percentage,2025,employment,estimate that up to 80% of us workforce could have at least 10% of their tasks replaced and 19% of w...,Duplicate record (keeping first occurrence),0.9,REMOVE,6079.0
6082,19.0,percentage,2025,employment,rkforce could have at least 10% of their tasks replaced and 19% of workers stand to lose at least 50...,Passed all validation checks,0.85,KEEP,
6083,50.0,percentage,2025,employment,ir tasks replaced and 19% of workers stand to lose at least 50% of their tasks to llms. this analysi...,Duplicate record (keeping first occurrence),0.9,REMOVE,6078.0
6084,15.0,percentage,2025,employment,of their tasks to llms. this analysis also shows that about 15% of all worker tasks in the us could ...,Passed all validation checks,0.85,KEEP,
6085,5.5,percentage,2025,revenue,h low- and high-income countries. high-income countries see 5.5% of total employment exposed to auto...,Passed all validation checks,0.85,KEEP,
6086,13.4,percentage,2025,employment,"ries see 5.5% of total employment exposed to automation and 13.4% to augmentation from ai, while the...",Passed all validation checks,0.85,KEEP,
6087,0.4,percentage,2025,revenue,".4% to augmentation from ai, while the same percentages are 0.4% and 10.4% for low-income countries,...",Passed all validation checks,0.85,KEEP,
6088,10.4,percentage,2025,revenue,"gmentation from ai, while the same percentages are 0.4% and 10.4% for low-income countries, respecti...",Passed all validation checks,0.85,KEEP,
6089,10.0,percentage,2025,employment,"at workers with the highest labor-saving exposure will lose 10% of their earnings from ai, the model...",Duplicate record (keeping first occurrence),0.9,REMOVE,6079.0
6090,4.0,percentage,2025,employment,"gy by occupational group. on average, workers stand to lose 4% of their earnings. this effect stems ...",Passed all validation checks,0.85,KEEP,
6091,8.0,percentage,2025,percentages,"rk, production and transportation stand to lose the most (6-8%), while higher-skilled occupations li...",Passed all validation checks,0.85,KEEP,
6092,2.0,percentage,2025,employment,nd social service occupations log the lowest losses (around 2%). estimates of aggregate employment i...,Passed all validation checks,0.85,KEEP,
6093,19.0,percentage,2023,employment,impacts on the labor market. pew research (2023) finds that 19% of all us workers are in occupations...,Duplicate record (keeping first occurrence),0.9,REMOVE,1012.0
6094,25.0,percentage,2023,employment,"n, briggs and kodnani (2023) find an employment exposure of 25% for the us, 24% for the euro area, a...",Duplicate record (keeping first occurrence),0.9,REMOVE,998.0
6095,24.0,percentage,2023,employment,"dnani (2023) find an employment exposure of 25% for the us, 24% for the euro area, and 18% worldwide...",Passed all validation checks,0.85,KEEP,
6096,18.0,percentage,2025,percentages,"ment exposure of 25% for the us, 24% for the euro area, and 18% worldwide, with effects concentrated...",Passed all validation checks,0.85,KEEP,
6097,8.0,percentage,2023,percentages,". (2023) offers somewhat smaller estimates, predicting that 8% of hours currently worked will be aut...",Passed all validation checks,0.85,KEEP,
6098,16.0,percentage,2030,percentages,"be automated by 2030 because of gen-ai, ranging from around 16% of all hours in stem (science, techn...",Duplicate record (keeping first occurrence),0.9,REMOVE,1016.0
6099,4.0,percentage,2025,percentages,"cation, and business and legal professional occupations, to 4% in production work and 3% in agricult...",Duplicate record (keeping first occurrence),0.9,REMOVE,6090.0
6100,3.0,percentage,2025,percentages,"egal professional occupations, to 4% in production work and 3% in agriculture. however, when factori...",Passed all validation checks,0.85,KEEP,
6101,23.0,percentage,2025,employment,sses would not automate most tasks with high exposure. only 23% of exposed jobs (8% of total jobs) i...,Passed all validation checks,0.85,KEEP,
6102,8.0,percentage,2025,employment,te most tasks with high exposure. only 23% of exposed jobs (8% of total jobs) in u.s. non-farm busin...,Duplicate record (keeping first occurrence),0.9,REMOVE,6091.0
6103,0.4,percentage,2025,percentages,"mated tasks to compensation, the authors conclude that only 0.4% of non-farm wages would be potentia...",Duplicate record (keeping first occurrence),0.9,REMOVE,6087.0
6104,5.0,percentage,2010,employment,period 2010-2019. job postings listing ai skills command a 5% wage premium compared to other same-fi...,Passed all validation checks,0.85,KEEP,
6105,17.0,percentage,2025,employment,"and professional services industries, as a well as a 13 to 17% salary premium for job postings deman...",Passed all validation checks,0.85,KEEP,
6106,23.0,percentage,2023,employment,re of jobs survey (world economic forum 2023) predicts that 23% of global jobs will change in the ne...,Passed all validation checks,0.85,KEEP,
6107,23.0,percentage,2025,employment,", france, germany, ireland, japan, the uk, and the us. only 23% of firms stated that job quantities ...",Duplicate record (keeping first occurrence),0.9,REMOVE,6101.0
6108,33.0,percentage,2025,productivity,"23), argue that ai could increase aggregate productivity by 33% over 20 years through its impact on ...",Passed all validation checks,0.85,KEEP,
6109,8.0,percentage,2025,percentages,robability of introducing a new product or process by about 8%. these results are qualitatively in l...,Duplicate record (keeping first occurrence),0.9,REMOVE,6091.0
6110,6.8,percentage,2025,revenue,"t firms innovating in ai technologies report an increase of 6.8% in sales per worker, while czarnitz...",Duplicate record (keeping first occurrence),0.9,REMOVE,6077.0
6111,4.4,percentage,2022,productivity,"zarnitzki, fern´andez, and rammer (2022) put this number at 4.4%. aggregate productivity impacts fro...",Passed all validation checks,0.85,KEEP,
6112,18.0,percentage,2018,adoption_rate,"that the average adoption of ai technologies was just over 18% in 2018, when weighted by employment,...",Passed all validation checks,0.85,KEEP,
6113,7.9,percentage,2021,percentages,technologies.12 the average in eu in 2021 (pre-chatgpt) is 7.9% and big data used by business stands...,Passed all validation checks,0.85,KEEP,
6114,14.0,percentage,2025,percentages,atgpt) is 7.9% and big data used by business stands only at 14%. 21 out of 27 countries do not excee...,Passed all validation checks,0.85,KEEP,
6115,10.0,percentage,2025,percentages,"ss stands only at 14%. 21 out of 27 countries do not exceed 10% of ai usage, while denmark 23.9%, po...",Duplicate record (keeping first occurrence),0.9,REMOVE,6079.0
6116,23.9,percentage,2025,percentages,"f 27 countries do not exceed 10% of ai usage, while denmark 23.9%, portugal 17.3%, finland 15.8%, ne...",Passed all validation checks,0.85,KEEP,
6117,17.3,percentage,2025,percentages,"o not exceed 10% of ai usage, while denmark 23.9%, portugal 17.3%, finland 15.8%, netherlands 13.1%,...",Passed all validation checks,0.85,KEEP,
6118,15.8,percentage,2025,percentages,"% of ai usage, while denmark 23.9%, portugal 17.3%, finland 15.8%, netherlands 13.1%, luxembourg 13%...",Passed all validation checks,0.85,KEEP,
6119,13.1,percentage,2025,percentages,"e denmark 23.9%, portugal 17.3%, finland 15.8%, netherlands 13.1%, luxembourg 13% and slovenia 11.7%...",Passed all validation checks,0.85,KEEP,
6120,13.0,percentage,2025,percentages,"ortugal 17.3%, finland 15.8%, netherlands 13.1%, luxembourg 13% and slovenia 11.7% are the countries...",Passed all validation checks,0.85,KEEP,
6121,11.7,percentage,2025,percentages,"nland 15.8%, netherlands 13.1%, luxembourg 13% and slovenia 11.7% are the countries with the highest...",Passed all validation checks,0.85,KEEP,
6122,75.0,percentage,2030,percentages,e path to the digital decade target requires that more than 75% of eu companies adopt ai technologie...,Passed all validation checks,0.85,KEEP,
6123,98.0,percentage,2022,percentages,"ized clienteles, which would 24in 2022, china accounted for 98% of worldwide primary low-purity gall...",Duplicate record (keeping first occurrence),0.9,REMOVE,1003.0
6124,95.0,percentage,2023,percentages,"in the design of chips, with a market share estimated at 80-95%, see https://www.cnbc.com/ 2023/08/0...",Passed all validation checks,0.85,KEEP,
6125,7.0,percentage,2025,percentages,proposal. the penalties are as follows: 35 million euro or 7% of worldwide annual turnover for the p...,Passed all validation checks,0.85,KEEP,
6126,3.0,percentage,2025,percentages,chever is higher) for banned ai systems; 15 million euro or 3% of worldwide annual turnover for a fa...,Duplicate record (keeping first occurrence),0.9,REMOVE,6100.0
6127,1.5,percentage,2025,percentages,ure to notify unacceptable applications; and 7.5 million or 1.5% of turnover for less severe cases (...,Passed all validation checks,0.85,KEEP,
6128,11.3,number,2025,employment,ure of jobs survey covers 803 companies employing more than 11.3 million workers in total. these spa...,Passed all validation checks,0.85,KEEP,
7115,6.8,percentage,2024,general_rate,"pting firms may see sales per worker increase between 0 and 6.8%. in this discussion, we also includ...",Duplicate record (keeping first occurrence),0.9,REMOVE,986.0
7116,50.0,percentage,2024,general_rate,"effects. when applied to the data, this framework explains 50% of the labor share declines across us...",Duplicate record (keeping first occurrence),0.9,REMOVE,987.0
7117,10.0,percentage,2024,general_rate,stimates that ai could reduce 90:10 wage inequality by 5 to 10%. this finding is under the assumptio...,Duplicate record (keeping first occurrence),0.9,REMOVE,988.0
7118,80.0,percentage,2023,general_rate,mage generation. eloundou et al. (2023) estimate that up to 80% of us workforce could have at least ...,Duplicate record (keeping first occurrence),0.9,REMOVE,989.0
7119,19.0,percentage,2024,general_rate,rkforce could have at least 10% of their tasks replaced and 19% of workers stand to lose at least 50...,Duplicate record (keeping first occurrence),0.9,REMOVE,990.0
7120,15.0,percentage,2024,general_rate,of their tasks to llms. this analysis also shows that about 15% of all worker tasks in the us could ...,Duplicate record (keeping first occurrence),0.9,REMOVE,991.0
7121,5.5,percentage,2024,general_rate,h low- and high-income countries. high-income countries see 5.5% of total employment exposed to auto...,Duplicate record (keeping first occurrence),0.9,REMOVE,992.0
7122,13.4,percentage,2024,general_rate,"ries see 5.5% of total employment exposed to automation and 13.4% to augmentation from ai, while the...",Duplicate record (keeping first occurrence),0.9,REMOVE,993.0
7123,0.4,percentage,2024,general_rate,".4% to augmentation from ai, while the same percentages are 0.4% and 10.4% for low-income countries,...",Duplicate record (keeping first occurrence),0.9,REMOVE,994.0
7124,4.0,percentage,2024,general_rate,"gy by occupational group. on average, workers stand to lose 4% of their earnings. this effect stems ...",Duplicate record (keeping first occurrence),0.9,REMOVE,995.0
7125,8.0,percentage,2024,general_rate,"rk, production and transportation stand to lose the most (6-8%), while higher-skilled occupations li...",Duplicate record (keeping first occurrence),0.9,REMOVE,996.0
7126,2.0,percentage,2024,general_rate,nd social service occupations log the lowest losses (around 2%). estimates of aggregate employment i...,Duplicate record (keeping first occurrence),0.9,REMOVE,997.0
7127,25.0,percentage,2023,general_rate,"n, briggs and kodnani (2023) find an employment exposure of 25% for the us, 24% for the euro area, a...",Duplicate record (keeping first occurrence),0.9,REMOVE,998.0
7128,3.0,percentage,2024,general_rate,"egal professional occupations, to 4% in production work and 3% in agriculture. however, when factori...",Duplicate record (keeping first occurrence),0.9,REMOVE,999.0
7129,17.0,percentage,2024,general_rate,"and professional services industries, as a well as a 13 to 17% salary premium for job postings deman...",Duplicate record (keeping first occurrence),0.9,REMOVE,1000.0
7130,33.0,percentage,2024,general_rate,"23), argue that ai could increase aggregate productivity by 33% over 20 years through its impact on ...",Duplicate record (keeping first occurrence),0.9,REMOVE,1001.0
7131,11.7,percentage,2024,general_rate,"nland 15.8%, netherlands 13.1%, luxembourg 13% and slovenia 11.7% are the countries with the highest...",Duplicate record (keeping first occurrence),0.9,REMOVE,1002.0
7132,98.0,percentage,2022,general_rate,"ized clienteles, which would 24in 2022, china accounted for 98% of worldwide primary low-purity gall...",Duplicate record (keeping first occurrence),0.9,REMOVE,1003.0
7133,1.5,percentage,2024,general_rate,ure to notify unacceptable applications; and 7.5 million or 1.5% of turnover for less severe cases (...,Duplicate record (keeping first occurrence),0.9,REMOVE,1004.0
7134,11.3,millions_usd,2024,employment_metric,ure of jobs survey covers 803 companies employing more than 11.3 million workers in total. these spa...,Duplicate record (keeping first occurrence),0.9,REMOVE,1005.0
7135,2024.0,number,2024,unknown_metric,"views of the imf, its executive board, or imf management. 2024 mar © 2024 international monetary fun...",Duplicate record (keeping first occurrence),0.9,REMOVE,1006.0
7136,2023.0,energy_unit,2023,unknown_metric,"bined with an unskilled wage tax cut deliver 9see lassebie (2023), table 5.1 for a complete list. 10...",Citation year extracted as metric value,0.95,REMOVE,
7137,2023.0,percentage,2023,unknown_metric,"ing ai task and occu- pational exposure (briggs and kodnani 2023). in ems, the impact is seen smalle...",Citation year extracted as metric value,0.95,REMOVE,
7138,4.0,percentage,2024,revenue_metric,"4% for low-income countries, respectively",Duplicate record (keeping first occurrence),0.9,REMOVE,995.0
7139,80.0,percentage,2023,labor_metric,"(2023) estimate
that up to 80% of us workforce could have at least 10% of their tasks replaced and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,989.0
7140,10.0,percentage,2023,labor_metric,"(2023) estimate
that up to 80% of us workforce could have at least 10% of their tasks replaced and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,1011.0
7141,19.0,percentage,2023,labor_metric,"(2023) estimate
that up to 80% of us workforce could have at least 10% of their tasks replaced and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,1012.0
7142,50.0,percentage,2023,labor_metric,"(2023) estimate
that up to 80% of us workforce could have at least 10% of their tasks replaced and ...",Duplicate record (keeping first occurrence),0.9,REMOVE,1013.0
7143,8.0,percentage,2024,training_metric,"in terms of skill content, more routine occupations such as office and admin
work, production and t...",Duplicate record (keeping first occurrence),0.9,REMOVE,996.0
7144,2.0,percentage,2024,training_metric,"in terms of skill content, more routine occupations such as office and admin
work, production and t...",Duplicate record (keeping first occurrence),0.9,REMOVE,997.0
7145,16.0,percentage,2030,training_metric,"(2023) offers somewhat smaller estimates,
predicting that 8% of hours currently worked will be auto...",Duplicate record (keeping first occurrence),0.9,REMOVE,1016.0
7146,4.0,percentage,2030,training_metric,"(2023) offers somewhat smaller estimates,
predicting that 8% of hours currently worked will be auto...",Duplicate record (keeping first occurrence),0.9,REMOVE,1017.0
7147,3.0,percentage,2030,training_metric,"(2023) offers somewhat smaller estimates,
predicting that 8% of hours currently worked will be auto...",Duplicate record (keeping first occurrence),0.9,REMOVE,1018.0
7148,2030.0,billions_usd,2030,training_metric,"(2023) offers somewhat smaller estimates,
predicting that 8% of hours currently worked will be auto...",Citation year extracted as metric value,0.95,REMOVE,
7149,1.0,billions_usd,2024,energy_metric,"1
market competition
concern over monopoly power in ai-related sectors permeate the public debate,...",Duplicate record (keeping first occurrence),0.9,REMOVE,1020.0
12171,6.8,percentage,2024,general_rate,"pting firms may see sales per worker increase between 0 and 6.8%. in this discussion, we also includ...",Duplicate record (keeping first occurrence),0.9,REMOVE,986.0
12172,50.0,percentage,2024,general_rate,"effects. when applied to the data, this framework explains 50% of the labor share declines across us...",Duplicate record (keeping first occurrence),0.9,REMOVE,987.0
12173,10.0,percentage,2024,general_rate,stimates that ai could reduce 90:10 wage inequality by 5 to 10%. this finding is under the assumptio...,Duplicate record (keeping first occurrence),0.9,REMOVE,988.0
12174,80.0,percentage,2023,general_rate,mage generation. eloundou et al. (2023) estimate that up to 80% of us workforce could have at least ...,Duplicate record (keeping first occurrence),0.9,REMOVE,989.0
12175,19.0,percentage,2024,general_rate,rkforce could have at least 10% of their tasks replaced and 19% of workers stand to lose at least 50...,Duplicate record (keeping first occurrence),0.9,REMOVE,990.0
12176,15.0,percentage,2024,general_rate,of their tasks to llms. this analysis also shows that about 15% of all worker tasks in the us could ...,Duplicate record (keeping first occurrence),0.9,REMOVE,991.0
12177,5.5,percentage,2024,general_rate,h low- and high-income countries. high-income countries see 5.5% of total employment exposed to auto...,Duplicate record (keeping first occurrence),0.9,REMOVE,992.0
12178,13.4,percentage,2024,general_rate,"ries see 5.5% of total employment exposed to automation and 13.4% to augmentation from ai, while the...",Duplicate record (keeping first occurrence),0.9,REMOVE,993.0
12179,0.4,percentage,2024,general_rate,".4% to augmentation from ai, while the same percentages are 0.4% and 10.4% for low-income countries,...",Duplicate record (keeping first occurrence),0.9,REMOVE,994.0
12180,4.0,percentage,2024,general_rate,"gy by occupational group. on average, workers stand to lose 4% of their earnings. this effect stems ...",Duplicate record (keeping first occurrence),0.9,REMOVE,995.0
12181,8.0,percentage,2024,general_rate,"rk, production and transportation stand to lose the most (6-8%), while higher-skilled occupations li...",Duplicate record (keeping first occurrence),0.9,REMOVE,996.0
